,itemId,title,galleryURL,viewItemURL,postalCode,condition,price_in_US,benchmade_bias,buck_bias,camillus_bias,crkt_bias,gerber_bias,kershaw_bias,schrade_bias,sog_bias,spyderco_bias,smith_wess_bias
18,225031899740,BENCHMADE McHENRY & WILLIAMS Black Blade Axis Lock Used No Box Knife Knives,https://i.ebayimg.com/thumbs/images/g/D6cAAOSwB5Viqi5A/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-McHENRY-WILLIAMS-Black-Blade-Axis-Lock-Used-No-Box-Knife-Knives-/225031899740,103**,Used,108.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,255595754529,Benchmade 940-2 Osborne Reverse Tanto S30V Blade Green Jade Scales,https://i.ebayimg.com/thumbs/images/g/HfcAAOSwy9Nis6nR/s-l140.jpg,https://www.ebay.com/itm/Benchmade-940-2-Osborne-Reverse-Tanto-S30V-Blade-Green-Jade-Scales-/255595754529,787**,Used,99.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,304534057706,Benchmade Bugout 535 Knife Carbon Fiber Scales and Carbon Fiber Clip S30V Blade,https://i.ebayimg.com/thumbs/images/g/ynIAAOSwqX9ir2up/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Bugout-535-Knife-Carbon-Fiber-Scales-and-Carbon-Fiber-Clip-S30V-Blade-/304534057706,787**,Used,150.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,125277584498,HK 14141 Flak Heckler & Koch Assisted Pocket Knife by Benchmade Rare Used (264),https://i.ebayimg.com/thumbs/images/g/ad8AAOSwxt9iZMji/s-l140.jpg,https://www.ebay.com/itm/HK-14141-Flak-Heckler-Koch-Assisted-Pocket-Knife-Benchmade-Rare-Used-264-/125277584498,906**,Used,44.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,374142049001,#831 Black Benchmade Mini-Pika 10410S Serrated Lockback Knife,https://i.ebayimg.com/thumbs/images/g/V~8AAOSwf5VioiiG/s-l140.jpg,https://www.ebay.com/itm/831-Black-Benchmade-Mini-Pika-10410S-Serrated-Lockback-Knife-/374142049001,033**,Used,22.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,265740057039,Benchmade ATS-34 Bali-Song Folding Knife,https://i.ebayimg.com/thumbs/images/g/iBcAAOSwlIViq34R/s-l140.jpg,https://www.ebay.com/itm/Benchmade-ATS-34-Bali-Song-Folding-Knife-/265740057039,875**,Used,99.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,225031941382,LOT of 4 Knives Benchmade Sog Explorer Gil Hibben Folder Knife Used No Boxes,https://i.ebayimg.com/thumbs/images/g/rdcAAOSwFediqjgE/s-l140.jpg,https://www.ebay.com/itm/LOT-4-Knives-Benchmade-Sog-Explorer-Gil-Hibben-Folder-Knife-Used-No-Boxes-/225031941382,103**,Used,88.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,403725140916,Benchmade 535 Bugout Green S30V Serrated Blade Folding Knife Used No Box,https://i.ebayimg.com/thumbs/images/g/F9kAAOSwxF9irgZY/s-l140.jpg,https://www.ebay.com/itm/Benchmade-535-Bugout-Green-S30V-Serrated-Blade-Folding-Knife-Used-No-Box-/403725140916,787**,Used,110.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,284865092013,Benchmade ats-34 800SBT Bali-Song LifeSharp Folding knife,https://i.ebayimg.com/thumbs/images/g/lYAAAOSw19FisboZ/s-l140.jpg,https://www.ebay.com/itm/Benchmade-ats-34-800SBT-Bali-Song-LifeSharp-Folding-knife-/284865092013,023**,Used,100.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,225040174532,Benchmade Mini Griptilian 556BKOD-D2 Folding Knife,https://i.ebayimg.com/thumbs/images/g/Q1cAAOSwxINin~~7/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Griptilian-556BKOD-D2-Folding-Knife-/225040174532,760**,Used,86.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,354116426427,1622  One Benchmade pocket knife,https://i.ebayimg.com/thumbs/images/g/y-wAAOSwYmhirq7K/s-l140.jpg,https://www.ebay.com/itm/1622-One-Benchmade-pocket-knife-/354116426427,890**,Used,51.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,204002533798,Benchmade 945BK-1 Mini Osborne Knife,https://i.ebayimg.com/thumbs/images/g/PZ0AAOSwq5tisiNa/s-l140.jpg,https://www.ebay.com/itm/Benchmade-945BK-1-Mini-Osborne-Knife-/204002533798,022**,Used,85.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,265740922828,Benchmade Valet 485 Folding Gentlemans Pocket Knife Discontinued G10 Axis Lock,https://i.ebayimg.com/thumbs/images/g/n2wAAOSwkj5irFNn/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Valet-485-Folding-Gentlemans-Pocket-Knife-Discontinued-G10-Axis-Lock-/265740922828,787**,Used,160.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,225031921317,BENCHMADE McHENRY & WILLIAMS Axis Lock Used No Box Knife Knives,https://i.ebayimg.com/thumbs/images/g/exoAAOSwJ8RiqjV7/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-McHENRY-WILLIAMS-Axis-Lock-Used-No-Box-Knife-Knives-/225031921317,103**,Used,152.5,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,115436066376,"Rare Benchmade 580 Osborne 154CM Barrage Folding Pocket Knife 8"" Overall",https://i.ebayimg.com/thumbs/images/g/gmMAAOSwX0limSXG/s-l140.jpg,https://www.ebay.com/itm/Rare-Benchmade-580-Osborne-154CM-Barrage-Folding-Pocket-Knife-8-Overall-/115436066376,117**,Used,89.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,115436330750,Lot of 10 Folding Knives -  Kershaw / SOG / CRKT / Buck / Spyderco,https://i.ebayimg.com/thumbs/images/g/YqcAAOSwIKdis70w/s-l140.jpg,https://www.ebay.com/itm/Lot-10-Folding-Knives-Kershaw-SOG-CRKT-Buck-Spyderco-/115436330750,112**,Used,55.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,115430396428,BENCHMADE 15031-2 NORTH FORK KNIFE Fantastic Condition,https://i.ebayimg.com/thumbs/images/g/4McAAOSw~P9io8Qd/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-15031-2-NORTH-FORK-KNIFE-Fantastic-Condition-/115430396428,600**,Used,130.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,125382701135,Benchmade 553SBK Mel Pardue Griptilian - Tanto Folding Knife - DISCONTINUED,https://i.ebayimg.com/thumbs/images/g/PeIAAOSwJkBis9VS/s-l140.jpg,https://www.ebay.com/itm/Benchmade-553SBK-Mel-Pardue-Griptilian-Tanto-Folding-Knife-DISCONTINUED-/125382701135,112**,Used,125.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,225036122541,benchmade osborne 940 pocket knife,https://i.ebayimg.com/thumbs/images/g/CPEAAOSwCeRirnNK/s-l140.jpg,https://www.ebay.com/itm/benchmade-osborne-940-pocket-knife-/225036122541,026**,Used,178.5,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,295050130257,Benchmade Mini Freek 565-1 Pocket Knife Carbon Fiber Handle CPM-S90V Steel Blade,https://i.ebayimg.com/thumbs/images/g/emQAAOSwLOdip9Jl/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Freek-565-1-Pocket-Knife-Carbon-Fiber-Handle-CPM-S90V-Steel-Blade-/295050130257,787**,Used,198.95,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,275359032085,BENCHMADE 975 SPEC WAR VINTAGE  EMERSON CQC7 FOLDING KNIFE AMAZING CONDITION,https://i.ebayimg.com/thumbs/images/g/ptsAAOSw2TBisvKU/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-975-SPEC-WAR-VINTAGE-EMERSON-CQC7-FOLDING-KNIFE-AMAZING-CONDITION-/275359032085,050**,Used,349.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,304534041389,Benchmade Bugout 535 Knife Aluminum Scales and Black S30V Blade,https://i.ebayimg.com/thumbs/images/g/-R8AAOSwU6Fir553/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Bugout-535-Knife-Aluminum-Scales-and-Black-S30V-Blade-/304534041389,787**,Used,149.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,284865583345,"Benchmade 10450 Tanto Blade Folding Knife, Black Handle READ DESCRIPTION",https://i.ebayimg.com/thumbs/images/g/cwcAAOSwNwdin8sX/s-l140.jpg,https://www.ebay.com/itm/Benchmade-10450-Tanto-Blade-Folding-Knife-Black-Handle-READ-DESCRIPTION-/284865583345,973**,Used,39.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,134152350148,#1 Orange G10 Benchmade 915SBK Triage Axis-Lock Knife Belt Cutter Window Breaker,https://i.ebayimg.com/thumbs/images/g/UqsAAOSwy9NiscPi/s-l140.jpg,https://www.ebay.com/itm/1-Orange-G10-Benchmade-915SBK-Triage-Axis-Lock-Knife-Belt-Cutter-Window-Breaker-/134152350148,033**,Used,107.5,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,384966450296,Benchmade 417BK Folding Knife,https://i.ebayimg.com/thumbs/images/g/5icAAOSw2FxirNBr/s-l140.jpg,https://www.ebay.com/itm/Benchmade-417BK-Folding-Knife-/384966450296,836**,Used,170.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,304537938938,Benchmade 470-1 Assisted Opening Emissary Discontinued Osborne Design,https://i.ebayimg.com/thumbs/images/g/Li8AAOSwTIZislAR/s-l140.jpg,https://www.ebay.com/itm/Benchmade-470-1-Assisted-Opening-Emissary-Discontinued-Osborne-Design-/304537938938,787**,Used,99.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,354121190378,BENCHMADE USA 275 ADAMAS SIBERT DESIGN D2 FOLDING KNIFE,https://i.ebayimg.com/thumbs/images/g/lR8AAOSwUsVisevk/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-USA-275-ADAMAS-SIBERT-DESIGN-D2-FOLDING-KNIFE-/354121190378,218**,Used,79.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,134154225740,"9” Black BENCHMADE Barrage Folding Pocket Knife, Model 580",https://i.ebayimg.com/thumbs/images/g/mMcAAOSw6uRii-i3/s-l140.jpg,https://www.ebay.com/itm/9-Black-BENCHMADE-Barrage-Folding-Pocket-Knife-Model-580-/134154225740,300**,Used,142.49,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,314042155544,"Benchmade Mini Bugout AXIS Lock Knife Orange (2.875"" Satin) 533",https://i.ebayimg.com/thumbs/images/g/ZPsAAOSwZ~JinWJ~/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Bugout-AXIS-Lock-Knife-Orange-2-875-Satin-533-/314042155544,054**,Used,114.2,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,255590586847,Benchmade Mini Tactical Knife Sharpener,https://i.ebayimg.com/thumbs/images/g/rXcAAOSwqMhir35T/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Tactical-Knife-Sharpener-/255590586847,136**,Used,6.5,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,225033468495,Benchmade Mel Pardue Hunter 15400 Knife Discontinued,https://i.ebayimg.com/thumbs/images/g/eKkAAOSw5BJiq7tz/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mel-Pardue-Hunter-15400-Knife-Discontinued-/225033468495,170**,Used,170.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,295051813773,Benchmade 940 Osborne S30V Folding Pocket Knife,https://i.ebayimg.com/thumbs/images/g/vYEAAOSwjexisOX5/s-l140.jpg,https://www.ebay.com/itm/Benchmade-940-Osborne-S30V-Folding-Pocket-Knife-/295051813773,356**,Used,67.84,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,334481342213,Benchmade Osborn Contego 810 SBK Folding Pocket Knife CPM-M4 Axis Lock Serrated,https://i.ebayimg.com/thumbs/images/g/9YsAAOSwjexiskc8/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Osborn-Contego-810-SBK-Folding-Pocket-Knife-CPM-M4-Axis-Lock-Serrated-/334481342213,100**,Used,200.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,175324014278,Benchmade Mini Ti Monolock 765  Titanium Folding Pocket Knife,https://i.ebayimg.com/thumbs/images/g/vykAAOSwB41irnJW/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Ti-Monolock-765-Titanium-Folding-Pocket-Knife-/175324014278,760**,Used,250.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,295046211849,"Benchmade Knives, Boker Knife, Lot Sale",https://i.ebayimg.com/thumbs/images/g/bqsAAOSwU6Fira0L/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Knives-Boker-Knife-Lot-Sale-/295046211849,890**,Used,270.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,165540248076,Benchmade 722S Pre-production (372/1000) Mel Pardue Tactical Tanto Folding knife,https://i.ebayimg.com/thumbs/images/g/iScAAOSwS2lir37-/s-l140.jpg,https://www.ebay.com/itm/Benchmade-722S-Pre-production-372-1000-Mel-Pardue-Tactical-Tanto-Folding-knife-/165540248076,120**,Used,37.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,354112469318,Benchmade 535-3 Bugout® CPM-S90V Carbon Fiber Folding Knife,https://i.ebayimg.com/thumbs/images/g/4twAAOSwhD5ilvNK/s-l140.jpg,https://www.ebay.com/itm/Benchmade-535-3-Bugout-CPM-S90V-Carbon-Fiber-Folding-Knife-/354112469318,376**,Used,248.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,155047836881,Benchmade 530 Pardue Axis Lock Folder 154CM Blade Steel USA (Discontinued),https://i.ebayimg.com/thumbs/images/g/XyAAAOSwlDtisyK6/s-l140.jpg,https://www.ebay.com/itm/Benchmade-530-Pardue-Axis-Lock-Folder-154CM-Blade-Steel-USA-Discontinued-/155047836881,883**,Used,150.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,165544181567,Benchmade 906SBKD2 Nitrous Mini-Stryker combo Edge Knife,https://i.ebayimg.com/thumbs/images/g/isoAAOSwR5tis0qR/s-l140.jpg,https://www.ebay.com/itm/Benchmade-906SBKD2-Nitrous-Mini-Stryker-combo-Edge-Knife-/165544181567,953**,Used,103.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,334475282926,Benchmade 612-BLK Crawford Leopard Cub Folding Knife,https://i.ebayimg.com/thumbs/images/g/IOsAAOSwI8xin605/s-l140.jpg,https://www.ebay.com/itm/Benchmade-612-BLK-Crawford-Leopard-Cub-Folding-Knife-/334475282926,859**,Used,65.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,354117444101,Benchmade Knives Pink Griptilian,https://i.ebayimg.com/thumbs/images/g/WdAAAOSwx~1ir4DK/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Knives-Pink-Griptilian-/354117444101,781**,Used,86.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,134150344422,RARE Benchmade Large Pocket Knife 9cr13 Folding Lock Back Blade,https://i.ebayimg.com/thumbs/images/g/GUYAAOSwnE5irnOn/s-l140.jpg,https://www.ebay.com/itm/RARE-Benchmade-Large-Pocket-Knife-9cr13-Folding-Lock-Back-Blade-/134150344422,322**,Used,69.9,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,295056552910,BLACK BENCHMADE 427 MINI VALLATION S30V WITH MINOR FLAWS Folding Knife￼,https://i.ebayimg.com/thumbs/images/g/gggAAOSwWL5is5IK/s-l140.jpg,https://www.ebay.com/itm/BLACK-BENCHMADE-427-MINI-VALLATION-S30V-MINOR-FLAWS-Folding-Knife-/295056552910,919**,Used,150.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,144615160361,Benchmade 940 Osborne S30V Folding Pocket Knife,https://i.ebayimg.com/thumbs/images/g/BCIAAOSwEWJis2gg/s-l140.jpg,https://www.ebay.com/itm/Benchmade-940-Osborne-S30V-Folding-Pocket-Knife-/144615160361,060**,Used,85.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,295050167956,Benchmade Mini Osborne PE Knife,https://i.ebayimg.com/thumbs/images/g/x08AAOSwfOdir-Nd/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Osborne-PE-Knife-/295050167956,857**,Used,120.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,155040636588,BENCHMADE USA 556 POCKET KNIFE Mel Pardue - Black Scales,https://i.ebayimg.com/thumbs/images/g/KRcAAOSwdM5iq6Lz/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-USA-556-POCKET-KNIFE-Mel-Pardue-Black-Scales-/155040636588,115**,Used,57.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,394118784468,Benchmade Mini Freek 565-1 Pocket Knife Carbon Fiber Handle CPM-S90V Steel Blade,https://i.ebayimg.com/thumbs/images/g/4IoAAOSwR6Fiq5OR/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Freek-565-1-Pocket-Knife-Carbon-Fiber-Handle-CPM-S90V-Steel-Blade-/394118784468,760**,Used,176.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,394119669685,Benchmade 15061 Grizzly Ridge Folding Knife,https://i.ebayimg.com/thumbs/images/g/4C8AAOSwkNRirHB4/s-l140.jpg,https://www.ebay.com/itm/Benchmade-15061-Grizzly-Ridge-Folding-Knife-/394119669685,352**,Used,76.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,185475272629,"Benchmade Griptilian AXIS Lock Knife Gray/Blue G-10 (3.45"" Satin) 550-1 - RARE",https://i.ebayimg.com/thumbs/images/g/vTQAAOSwd~dis-Sg/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Griptilian-AXIS-Lock-Knife-Gray-Blue-G-10-3-45-Satin-550-1-RARE-/185475272629,912**,Used,260.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,115421115591,Benchmade Blackwater Gear Nimravus Drop Point Fixed Blade Knife w/Sheath .HTF,https://i.ebayimg.com/thumbs/images/g/TPYAAOSwIHxipPp2/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Blackwater-Gear-Nimravus-Drop-Point-Fixed-Blade-Knife-w-Sheath-HTF-/115421115591,301**,Used,475.0,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,325224212635,Benchmade 575 Mini Presidio II Pocket Knife CPM-S3OV Blade AXIS Lock,https://i.ebayimg.com/thumbs/images/g/GOwAAOSwdg9ioSFr/s-l140.jpg,https://www.ebay.com/itm/Benchmade-575-Mini-Presidio-II-Pocket-Knife-CPM-S3OV-Blade-AXIS-Lock-/325224212635,956**,Used,124.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,265747960862,Benchmade Bugout 535 Knife Carbon Fiber Scales S90V Blade,https://i.ebayimg.com/thumbs/images/g/zxUAAOSwf5Riss3P/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Bugout-535-Knife-Carbon-Fiber-Scales-S90V-Blade-/265747960862,137**,Used,174.99,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,265738700108,Benchmade Bugout Folding Knife - Orange with Black Blade,https://i.ebayimg.com/thumbs/images/g/EGAAAOSwtSViqlmx/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Bugout-Folding-Knife-Orange-Black-Blade-/265738700108,750**,Used,102.5,84.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
