Image,date_sold,title,avg_price,avg_shipping,converted_price,profit,ROI,brand,cost,target
https://thumbs.ebaystatic.com/pict/3250205338326464_1.jpg,"Apr 18, 2022",New NIB Spyderco All Black Karahawk Karambit Pocket Knife G10 Handle C170GBBKP,239.99,0.0,239.99,209.99,699.9666666666667,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/2245609725736464_1.jpg,"Sep 12, 2021",New NIB Spyderco Tenacious Lightweight OD Green FRN Knife C122PSODBK Blk Blade,46.99,0.0,46.99,16.990000000000002,56.63333333333333,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/3736882847666464_1.jpg,"Sep 11, 2021","Spyderco Tenacious Liner Lock Knife G-10 (3.39"" Black) C122GBBKP",46.5,0.0,46.5,16.5,55.00000000000001,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1250367062616464_1.jpg,"Dec 7, 2021",Spyderco USA Native 5 Folding Knife CPM SPY27 C41PCBL5 **MINT,55.85,0.0,55.85,25.85,86.16666666666669,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1850491331596464_1.jpg,"Sep 24, 2021","(ONE) Spyderco Dragonfly 2 VG10 Knife, Red/Bk Zome",60.0,4.18,64.18,34.18000000000001,113.93333333333337,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/YoAAAOSwB2hiThvR/$_57.JPG?set_id=8800005007,"Jun 22, 2022",Used Spyderco Tenacious Black Folding Pocket Knife Combination Edge C122GBBKPS,36.99,4.13,41.12000000000001,11.120000000000005,37.06666666666669,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTA3NFgxNjAw/z/-BMAAOSwM2diNLsW/$_12.JPG?set_id=880000500F,"Aug 16, 2022",NIB NEW Spyderco Endura Pocket Knife Plain Edge Zome Green FRN Handle C10ZFPGR,89.66,0.0,89.66,59.66,198.86666666666665,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/2654859391196464_1.jpg,"Feb 2, 2022",Spyderco Matriarch 2 Lightweight Folding Knife w/ Emerson Opener | C12SBK2W,109.99,0.0,109.99,79.99,266.6333333333333,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/2750136373376464_1.jpg,"Nov 29, 2021",SPYDERCO Efficient Liner Lock Black G-10 C216GPBBK 8Cr13MoV Knife,39.0,0.0,39.0,9.0,30.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/2844985963586464_1.jpg,"Nov 3, 2021","SPYDERCO Emphasis Liner Lock 3.6"" Black G-10 C245GP 8Cr13MoV Stainless Knife ",42.0,0.0,42.0,12.0,40.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/3247400589736464_1.jpg,"Nov 1, 2021",New Spyderco Knife Manix 2 Lightweight Gray FRCP Handle Maxamet Blade C101PGY2,189.99,0.0,189.99,159.99,533.3000000000002,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1152521034916464_1.jpg,"Feb 23, 2022",spyderco military knife,138.01,7.87,145.88,115.88,386.26666666666665,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1152653333906464_1.jpg,"Mar 3, 2022",(2) Spyderco Folding Pocket Knifes. Endura V10 And Rescue G2 / Seki-City Japan.,107.0,5.5,112.5,82.5,275.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1152903938796464_1.jpg,"Mar 18, 2022",SPYDERCO AUS-6 STAINLESS SEKI CITY JAPAN FOLDING KNIFE NICE EDC ,41.0,5.15,46.15,16.15,53.83333333333334,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1153236117546464_1.jpg,"Apr 9, 2022",Spyderco Knife Serrated & Plain Combo Edge VG-10 White Handle,75.0,4.99,79.99,49.99,166.63333333333333,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1153469385286464_1.jpg,"Apr 19, 2022",Spyderco Paramilitary 2  Folding Pocket Knife,105.0,9.5,114.5,84.5,281.6666666666667,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1153664630526464_1.jpg,"May 10, 2022",SPYDERCO AUS 6 LOCKBACK FOLDING POCKET KNIFE MADE IN SEKI CITY JAPAN,40.0,9.45,49.45,19.450000000000006,64.83333333333334,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/7fMAAOSwQORip~i9/$_12.JPG?set_id=880000500F,"Jun 25, 2022",Spyderco Clipit Dragonfly Plain Edge AUS-8 Stainless Vintage Lockback Knife.,25.0,9.45,34.45,4.450000000000003,14.833333333333346,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Or8AAOSwPd1irkjo/$_12.JPG?set_id=880000500F,"Jun 25, 2022",Spyderco Yojimbo 2 knife tan G-10 CPM-20 CV STEEL,172.5,5.4,177.9,147.9,493.00000000000006,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/PSoAAOSwQgJir7M~/$_12.JPG?set_id=880000500F,"Jun 26, 2022",Spyderco Resilience Folding Knife 8Cr13MoV Steel Blade Black FRN Handle.,40.0,9.45,49.45,19.450000000000006,64.83333333333334,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/FK8AAOSwvYlizHXh/$_57.JPG?set_id=8800005007,"Jul 19, 2022",Spyderco Delica 4 Lockback Knife Steel Blue FRN / CPM 20CV Blade Steel Satin,86.0,8.99,94.99,64.99,216.63333333333333,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1250357558306464_1.jpg,"Dec 27, 2021",byrd Meadowlark Hawkbill by Spyderco Black FRN Handle Pocket Knife w/Lanyard(Q38,19.99,6.2,26.19,-3.8100000000000014,-12.700000000000005,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1250366618796464_1.jpg,"Dec 7, 2021",Spyderco USA Para 3 Black Folding Knife FRN Handle BD1N C223PBBK **MINT,58.85,0.0,58.85,28.85,96.16666666666669,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1251410251416464_1.jpg,"Feb 19, 2022",Spyderco VG-10 Seki-City Endura 4 folded Packet  Tactical Lockback Knife Japan,62.5,8.5,71.0,41.0,136.66666666666666,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1251619111796464_1.jpg,"Mar 2, 2022",Vintage Spyderco  Seki City Japan VG10 Meercat EDC Knife ,75.0,6.0,81.0,51.0,170.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1251730830936464_1.jpg,"Mar 6, 2022",Spyderco Endura 4 Folding Knife ZDP-189 Steel Plain Edge Green FRN C10PGRE,124.0,9.85,133.85,103.85,346.16666666666663,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1251866390486464_1.jpg,"Mar 8, 2022",Spyderco Delica 4 C11FBK - Folding Knife ,55.0,7.75,62.75,32.75,109.16666666666666,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1252060094646464_1.jpg,"Mar 16, 2022",spyderco shaman knife,160.0,5.5,165.5,135.5,451.66666666666674,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1252541841466464_1.jpg,"Apr 20, 2022",Spyderco Titanium Handle Spydie Chef Plain LC200N Blade Knife Used,167.5,10.15,177.65,147.65,492.16666666666674,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1252555273596464_1.jpg,"Apr 14, 2022",SPYDERCO CTS BD1 GOLDEN COLORADO USA EARTH KNIFE,55.0,5.0,60.0,30.0,100.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1252655457616464_1.jpg,"Apr 26, 2022","Large SPYDERCO Folding Knife 4.20"" 8Cr13MoV Steel Blade Black and white handle",36.0,5.0,41.0,11.0,36.66666666666666,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1252771746136464_1.jpg,"Apr 28, 2022",Spyderco Yojimbo 2 Speciality Tactical Folding Knife C85GP2,110.0,5.93,115.93,85.93,286.43333333333334,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1252839443636464_1.jpg,"May 5, 2022",Spyderco Native Golden Colorado USA Model CMPS30V Lockback Folding Pocket Knife,110.0,8.7,118.7,88.7,295.66666666666663,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1252894950756464_1.jpg,"May 9, 2022",Spyderco Ambitious G10 8cr13mov Folding Pocket Knife,30.0,5.25,35.25,5.25,17.5,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1252931749666464_1.jpg,"May 9, 2022",SPYDERCO GIN-1 FOLDING POCKET KNIFE SEKI JAPAN MADE EDC NICE ,56.0,5.0,61.0,31.0,103.33333333333334,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1252946238596464_1.jpg,"May 4, 2022",Spyderco Tenacious C122PBBK - Folding Knife,35.0,7.75,42.75,12.75,42.5,spyderco,30.0,0
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/OTUAAOSw3nNijOy0/$_57.JPG?set_id=8800005007,"Jun 4, 2022",Spyderco Knife Manix 2 Dark Blue FRCP FRN Handle S110V Blade C101PDBL2,112.5,5.5,118.0,88.0,293.3333333333333,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/gucAAOSwvr5ijTfS/$_12.JPG?set_id=880000500F,"Jun 22, 2022",Spyderco Grasshopper Slipjoint Folding Knife Steel C138P Stainless Pocket Knives,16.0,5.0,21.0,-9.0,-30.0,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/DIQAAOSwKcNis3d1/$_12.JPG?set_id=880000500F,"Jun 30, 2022",Spyderco Dragonfly 2 Salt H-1Yellow FRN Serrated Folding Pocket Knife,60.0,5.4,65.4,35.40000000000001,118.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1340185881496464_1.jpg,"Feb 9, 2022",Spyderco Sage 2 Pocket Knife Titanium S30V Bronze screws Nice Condition.,240.0,7.5,247.5,217.5,725.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340197761456464_1.jpg,"Feb 25, 2022","SPYDERCO All Stainless Knife with Serrated Blade, 5 inches Long, Used Knife",79.0,5.0,84.0,54.0,180.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340233708446464_1.jpg,"Mar 5, 2022",SPYDERCO AUS-6 STAINLESS SEKI-CITY JAPAN FOLDING KNIFE,95.0,0.0,95.0,65.0,216.66666666666663,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340253564316464_1.jpg,"Feb 21, 2022",#446 Stnless Spyderco Harpy Serrated VG-10 Lockback Knife Seki Japan Shackle Key,87.66,0.0,87.66,57.66,192.2,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340296042446464_1.jpg,"Feb 25, 2022",SPYDERCO Economy Folding Knife ATS-55 Blade G-10 Handle,65.03,4.2,69.23,39.23,130.76666666666668,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1340378050246464_1.jpg,"Mar 7, 2022",Spyderco Salt Water H1 Knife,36.0,9.45,45.45,15.450000000000005,51.50000000000002,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1340421483786464_1.jpg,"Mar 9, 2022","# 38 Spyderco Endura 4 Knife Tactical Combo Folder (3.75"" Black Serr) C10PSB",90.0,9.45,99.45,69.45,231.5,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340549949086464_1.jpg,"Mar 26, 2022","Spyderco Sage 2  Folding Pocket Knife 3"" Blade",250.0,11.6,261.6,231.6,772.0000000000001,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340612569826464_1.jpg,"Mar 27, 2022",#926 Yellow Spyderco Ladybug 3 Hawkbill H1 Serrated Lockback Knife Seki Japan ,34.33,0.0,34.33,4.329999999999998,14.433333333333328,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1340849631306464_1.jpg,"Apr 14, 2022",Spyderco Spydiechef TI Framelock Knife - Grey,175.0,5.25,180.25,150.25,500.83333333333337,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1340850339846464_1.jpg,"Apr 21, 2022","Spyderco Paramilitary 2 AM Folding Pocket Knife 3.44"" Blade",175.0,9.85,184.85,154.85,516.1666666666666,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1341087387926464_1.jpg,"May 13, 2022",Spyderco Para 3 Knife C223GPDBL Satin Plain Edge CPM-S110V Blade Dark Blue G-10,147.5,5.5,153.0,123.0,410.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1341093122706464_1.jpg,"May 13, 2022",Spyderco Matriarch 2 Lightweight Folding Knife with Emerson Opener,102.5,4.75,107.25,77.25,257.5,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1341217927976464_1.jpg,"May 25, 2022",Spyderco LC200N Salt 2 Neon Green Knife,89.99,5.25,95.24,65.24,217.46666666666664,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1341219188036464_1.jpg,"May 24, 2022",Spyderco Manix 2 Folding Knife - Blue,80.99,4.7,85.69,55.69,185.63333333333333,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vr0AAOSwqWdimqKQ/$_12.JPG?set_id=880000500F,"Jun 12, 2022",Spyderco Delica 4 ZDP-189 British Racing Green Discontinued Steel Knife,73.0,7.95,80.95,50.95,169.83333333333334,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ztoAAOSwnFFir1di/$_12.JPG?set_id=880000500F,"Jul 10, 2022",Spyderco Delica C11FPNBD FRN Damascus Knife - Blue,128.0,5.4,133.4,103.4,344.66666666666674,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1444017800296464_1.jpg,"Feb 15, 2022",Spyderco Byrd Black Rescue 2 Serrated Folding Pocket Knife,25.0,0.0,25.0,-5.0,-16.666666666666664,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444073646976464_1.jpg,"Feb 10, 2022",Spyderco Yellow Dragonfly 2 Salt Lockback Folding Knife,56.0,0.0,56.0,26.0,86.66666666666669,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444176401566464_1.jpg,"Feb 24, 2022",Spyderco Delica Clipit AUS8 Stainless Combo Edge Folding Pocket Knife Japan,59.99,5.25,65.24000000000001,35.24000000000001,117.4666666666667,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444194840306464_1.jpg,"Feb 17, 2022",Spyderco C122PBBK Tenacious Folding Knife - Black,22.5,5.25,27.75,-2.25,-7.5,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444395813296464_1.jpg,"Mar 18, 2022","SPYDERCO Knife with Combo Blade, VG-10 Stainless, 4¼ inches Long, Japan Knife",71.0,5.0,76.0,46.0,153.33333333333334,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444417837676464_1.jpg,"Mar 15, 2022","Spyderco Resilience Folding Knife 4-1/4"" Satin Plain Blade, Black G10",45.0,9.45,54.45,24.45000000000001,81.5,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444589638626464_1.jpg,"Mar 20, 2022",Spyderco Hanan pln knife with box and papers,109.5,5.25,114.75,84.75,282.5,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1444691699536464_1.jpg,"Mar 25, 2022",Spyderco Tenacious Knife. Lightly Used.,41.0,5.0,46.0,16.0,53.33333333333334,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444715043726464_1.jpg,"Mar 31, 2022",Spyderco Delica Clipit VG-10 Pocket Knife,40.0,0.0,40.0,10.0,33.33333333333333,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1444717737116464_1.jpg,"Mar 21, 2022",Spyderco Para 3 Folding Knife Satin Plain Edge S30V Blade Black G-10,94.0,0.0,94.0,64.0,213.3333333333333,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1445000214766464_1.jpg,"Apr 21, 2022","Spyderco Police Model ""Prototype"" Knife Fully Serrated G-2 Seki Japan",200.0,12.0,212.0,182.0,606.6666666666666,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1445588129456464_1.jpg,"May 17, 2022",Spyderco Efficient Liner Lock Knife Black G-10,35.0,0.0,35.0,5.0,16.666666666666664,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1445664462086464_1.jpg,"Jun 1, 2022",Spyderco Manix Folding Pocket Knife,81.0,4.5,85.5,55.5,185.0,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/8~MAAOSwJDlijEPh/$_57.JPG?set_id=880000500F,"Jun 7, 2022",Spyderco Byrd Cara Cara 2 USCCA Folding Pocket Knife Police Fire EMS,31.0,4.0,35.0,5.0,16.666666666666664,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/sGYAAOSwaDtiivj5/$_57.JPG?set_id=880000500F,"Jun 14, 2022",Spyderco Tenacious Folding Pocket Knife,30.0,4.5,34.5,4.5,15.0,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WDgAAOSwA6BinD1N/$_32.JPG?set_id=880000500F,"Jun 14, 2022","Spyderco Byrd Robin 2 Lockback Knife Titanium (2.4"" Satin) Discontinued",26.0,4.75,30.75,0.75,2.5,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/lQMAAOSwU1Bi3UPP/$_57.JPG?set_id=880000500F,"Aug 9, 2022",Spyderco Delica 4  Folding Pocket Knife,56.0,4.0,60.0,30.0,100.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1548162160536464_1.jpg,"Jan 28, 2022",SPYDERCO C223PBBK PARA 3 LIGHTWEIGHT FOLDING KNIFE BLACK CTS-BD1N BLACK FRN,90.0,5.2,95.2,65.2,217.3333333333333,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1548872485766464_1.jpg,"Mar 15, 2022",Vintage Spyderco Endura Stainless Steel Handle AUS-6 SEKI CITY Knife,60.0,0.0,60.0,30.0,100.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1549469146856464_1.jpg,"Apr 23, 2022",Spyderco Mini Folding Knife Stainless Steel China,21.5,4.0,25.5,-4.5,-15.0,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1549666739886464_1.jpg,"May 4, 2022",Spyderco C122PBBK Tenacious Folding Knife - Black,33.0,5.2,38.2,8.200000000000003,27.333333333333343,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1549936046596464_1.jpg,"May 23, 2022",Spyderco Manix 2 Lightweight Pocket Knife - Dark Blue (C101PBL2),86.0,5.5,91.5,61.5,205.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1550036067026464_1.jpg,"May 21, 2022",Spyderco Shaman C229GP S30V Folding Knife,230.0,10.0,240.0,210.0,700.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1550046007666464_1.jpg,"May 22, 2022","Spyderco Shaman C229GPBK 3.58” Knife, Black G10 Black Blade",175.0,5.25,180.25,150.25,500.83333333333337,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1550060007356464_1.jpg,"May 27, 2022",Vtg Spyderco Police Model Folding Pocket Knife Serrated ATS 55 Seki City Japan,100.0,5.85,105.85,75.85,252.8333333333333,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Cq4AAOSwG~limRaI/$_12.JPG?set_id=880000500F,"Jun 8, 2022","Spyderco Endura 4 Folding Knife 3.8"" Part Serrated VG10 Blade Black FRN Handle",50.0,5.2,55.2,25.20000000000001,84.00000000000001,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/a0kAAOSwTtBim~YI/$_57.JPG?set_id=8800005007,"Jun 5, 2022",Spyderco Delica 4 VG-10 Plain Edge ZOME Green Folding Pocket Knife,50.0,0.0,50.0,20.0,66.66666666666666,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1652390788306464_1.jpg,"Jan 9, 2022","Byrd Tern Slipit Slipjoint Knife BY23GP 2.62"" Plain Edge Blade Black G-10 Handle",24.0,0.0,24.0,-6.0,-20.0,spyderco,30.0,0
https://i.ebayimg.com/00/s/ODUwWDc2OA==/z/ZwgAAOSwtVViHNcp/$_57.JPG?set_id=8800005007,"Jul 26, 2022",Spyderco Black Military C36GPCMOBK Flat Ground Plain Edge G-10 Knife S30V,210.0,0.0,210.0,180.0,600.0,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1653601489986464_1.jpg,"Mar 7, 2022","Spyderco Knife Lot ""China""",18.56,4.0,22.56,-7.440000000000001,-24.800000000000004,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1653675239896464_1.jpg,"Mar 11, 2022",Spyderco Kiwi VG10 Bone Handle Folding Knife MADE IN JAPAN,152.99,8.09,161.08,131.08,436.9333333333333,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1653828495366464_1.jpg,"Mar 25, 2022",Spyderco Salt GM Knife,65.0,0.0,65.0,35.0,116.66666666666669,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1654734588176464_1.jpg,"May 15, 2022",Spyderco Manix 2 Folding Knife - Blue Scales - BD1 Stainless,123.5,10.9,134.4,104.4,348.0,spyderco,30.0,1
https://i.ebayimg.com/00/s/Nzg3WDE2MDA=/z/To8AAOSwGWVinkoU/$_32.JPG?set_id=880000500F,"Jun 14, 2022",Spyderco Kiwi 3 Knife - C75P3 - SlipIt - Discontinued Item - Used w/box,100.0,10.0,110.0,80.0,266.66666666666663,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/zEcAAOSwTtFiywzN/$_12.JPG?set_id=880000500F,"Jul 18, 2022",Byrd Meadowlark 2 8Cr13MoV Black Folding Knife,14.5,5.25,19.75,-10.25,-34.166666666666664,spyderco,30.0,0
https://i.ebayimg.com/00/s/MTYwMFg3NTc=/z/T84AAOSwRtJi9CiC/$_12.JPG?set_id=880000500F,"Aug 21, 2022",Spyderco Efficient G-10 Black Folding Knife - Very Nice Condition - See photos!,35.0,5.3,40.3,10.299999999999997,34.33333333333332,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1750673597436464_1.jpg,"Dec 20, 2021",Vintage Seki-City G2 Clip It Spyderco Clipit Delica Knife Japan Serrated Blade,58.0,0.0,58.0,28.0,93.33333333333331,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1751498666326464_1.jpg,"Feb 16, 2022","Spyderco Tenacious Folding Knife Black Combo Blade, G10 Handles - C122GBBK",34.0,0.0,34.0,4.0,13.333333333333336,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1751919758276464_1.jpg,"Mar 17, 2022",Spyderco Schempp Bowie Liner Lock Knife Black Carbon Fiber & G-10 S30V C190CFP,103.5,6.95,110.45,80.45,268.1666666666667,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1752217136046464_1.jpg,"Apr 8, 2022","Spyderco Insistent Folding Knife Satin Combo Blade, Black G10 Handles C246GPS",43.0,0.0,43.0,13.0,43.33333333333334,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1752289497036464_1.jpg,"Apr 15, 2022",Spyderco Chaparral Folding Knife CTS XHP Raffir Noble Brass/Acrylic Clean,165.5,5.25,170.75,140.75,469.16666666666663,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1752473691816464_1.jpg,"Apr 26, 2022",Spyderco Para 3 Folding Knife RGT Skinny Natural Canvas Micarta MXG Pocket Clip,171.62,4.7,176.32,146.32,487.73333333333335,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1752520790176464_1.jpg,"Apr 29, 2022",Spyderco Knife Tasman Salt 1 Black FRN Hawkbill  Plain Edge H-1 ,75.0,4.6,79.6,49.6,165.33333333333331,spyderco,30.0,0
https://thumbs.ebaystatic.com/pict/1752714893416464_1.jpg,"May 15, 2022","Spyderco Poliwog C98GM4P Folding Knife, Satin M4 Blade, Natural G10 Handle ",172.5,0.0,172.5,142.5,475.0,spyderco,30.0,1
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3vYAAOSwl9xipYPk/$_12.JPG?set_id=880000500F,"Jun 20, 2022",Spyderco Native 5 C41PGY5 Pocket Knife Mint Green Exclusive Cmp-m4 Steel,124.92,5.3,130.22,100.22,334.06666666666666,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1850492267906464_1.jpg,"Mar 18, 2022",Spyderco VG-10 Stainless Steel Folding Knife POLICE SEKI CITY,270.2,0.0,270.2,240.2,800.6666666666665,spyderco,30.0,1
https://thumbs.ebaystatic.com/pict/1851498320956464_1.jpg,"Nov 17, 2021","Spyderco Salt 2 Folding Knife 3"" H1 Plain Blade Yellow FRN Handles C88PYL2 Used",42.38,5.2,47.58000000000001,17.580000000000005,58.600000000000016,spyderco,30.0,0
