FfImage,url,title,Field2,Price,Field3,title2,avg_price,avg_shipping
https://i.ebayimg.com/00/s/MTYwMFg3Nzc=/z/1e4AAOSwPuZhmj-Q/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/265415804188?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Swiss Army Pocket Knife (Various Colors),56,$436.75,"Jul 18, 2022",,$7.80,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/CL8AAOSw4FVi95de/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/165614958701?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Mini Swiss Army Pocket Knife Assrtd Colors Pre-Owned 58mm,58,$293.12,"Aug 27, 2022",,$5.05,$3.50
https://thumbs.ebaystatic.com/pict/2652788399646464_1.jpg,,,56,$384.00,"Nov 17, 2021",Victorinox Classic SD Swiss Army Pocket Knife (Various Colors),$6.86,$0.00
https://thumbs.ebaystatic.com/pict/2031503840246464_1.jpg,,,47,$411.25,"Jan 3, 2022",Victorinox Classic SD Mini Swiss Army Pocket Knife Various Colors 58MM,$8.75,$0.00
https://thumbs.ebaystatic.com/pict/2554598911506464_1.jpg,,,45,$571.55,"Apr 22, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Red 58mm - Very Good,$12.70,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/5akAAOSwTE1itMDW/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/394130794025?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic Swiss Army Knife Red Black Blue Green Pink Blue Yellow Purple,45,$424.81,"Aug 29, 2022",,$9.44,$0.00
https://thumbs.ebaystatic.com/pict/3536536869076464_1.jpg,,,36,$395.50,"Oct 18, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Classic Black - Very Good,$10.99,$0.00
https://thumbs.ebaystatic.com/pict/2038994498426464_1.jpg,,,39,$329.71,"May 11, 2022",Victorinox Classic SD Mini Swiss Army Pocket Knife Red or Black 58MM,$8.45,$0.00
https://thumbs.ebaystatic.com/pict/3536442746206464_1.jpg,,,31,$337.39,"Sep 18, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Classic Red - Very Good,$10.88,$0.00
https://i.ebayimg.com/00/s/MzY1WDUxNA==/z/glMAAOSw7Mxi4qVv/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/234639133744?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Swiss Army Knife 3 Tool **Various Colors With No Logos**,37,$327.37,"Aug 27, 2022",,$8.85,$0.00
https://i.ebayimg.com/00/s/MTEyMFgxMjgw/z/nNcAAOSw88RbK88f/$_32.JPG?set_id=880000500F,https://www.ebay.com/itm/183285544286?nordt=true&orig_cvip=true&rt=nc, RED VICTORINOX WENGER CLASSIC SD SWISS ARMY POCKET KNIFE MULTI TOOL SCOUT TSA,55,$342.16,"Aug 17, 2022",,$6.22,$3.57
https://thumbs.ebaystatic.com/pict/2038049947676464_1.jpg,,,36,$319.38,"Mar 12, 2022",Victorinox Classic SD Mini Swiss Army Pocket Knife Red or Black 58MM,$8.87,$10.95
https://thumbs.ebaystatic.com/pict/3536953751886464_1.jpg,,,30,$336.66,"Nov 16, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Classic Red - Very Good,$11.22,$0.00
https://i.ebayimg.com/00/s/MTU5OVgxMjAw/z/tGoAAOSwO6ZiXVeT/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/202767089581?nordt=true&orig_cvip=true&rt=nc,"Victorinox Spartan Or Standard, 91mm Swiss Army Knife, Several styles/logos",29,$388.35,"Aug 3, 2022",,$13.39,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/xN0AAOSwWo5beoHE/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/323477752607?nordt=true&orig_cvip=true&rt=nc,SWISS ARMY KNIFE VICTORINOX Classic SD with case 58 mm,26,$332.80,"Aug 22, 2022",,$12.80,$4.57
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/JFEAAOSw495dG2R-/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/202723855107?nordt=true&orig_cvip=true&rt=nc,"SWISS ARMY VICTORINOX SWISS CARD REPLACEMENT KNIFE, Various Colors",33,$205.69,"Aug 30, 2022",,$6.23,$0.00
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/NGUAAOSw2x5fx7th/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/334467087808?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Swiss Army Knife 3 Tool **Various Colors With Logos**,33,$259.91,"Jul 20, 2022",,$7.88,$0.00
https://thumbs.ebaystatic.com/pict/3232257003096464_1.jpg,https://www.ebay.com/itm/323225700309?nordt=true&orig_cvip=true&rt=nc,SWISS ARMY KNIFE VICTORINOX Signature with case 58 mm,23,$301.95,"Feb 22, 2022",,$13.13,$4.65
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/suAAAOSw3NVgbHht/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/332294455759?nordt=true&orig_cvip=true&rt=nc,Victorinox Spartan 12-Function Swiss Army Knife Multi-Tool (Various),22,$261.82,"Jul 7, 2022",,$11.90,$0.00
https://thumbs.ebaystatic.com/pict/3533290401316464_1.jpg,,,23,$259.47,"Dec 5, 2021",2x Victorinox Classic SD Swiss Army Pocket Knife Translucent Red; Very Good,$11.28,$0.00
https://i.ebayimg.com/00/s/MTU3OFgxNjAw/z/xxIAAOSwbK5iNyJc/$_3.JPG,https://www.ebay.com/itm/255131754429?nordt=true&orig_cvip=true&rt=nc,VICTORINOX SWISS ARMY BRAND ORIGINAL 5 PC. CLASSIC SWISS ARMY KNIFE SWITZERLAND,23,$438.81,"Jun 29, 2022",,$19.08,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/r0MAAOSwBdZimjku/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/255566373341?nordt=true&orig_cvip=true&rt=nc,Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Black 58mm - Very Good,23,$298.77,"Jun 21, 2022",,$12.99,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/88kAAOSwbb9bNQZR/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/233672194120?nordt=true&orig_cvip=true&rt=nc,Victorinox Super Tinker Swiss Army Pocket Knife 14 Function Multi-Tool,19,$356.62,"Jun 3, 2022",,$18.77,$0.00
https://thumbs.ebaystatic.com/pict/2553248442386464_1.jpg,,,20,$263.05,"Apr 9, 2022",2x Victorinox Classic SD Swiss Army Pocket Knife Translucent Blue; Very Good,$13.15,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KeUAAOSwH71iCbNZ/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/255566360284?nordt=true&orig_cvip=true&rt=nc,Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Red 58mm - Very Good,18,$233.82,"Jun 27, 2022",,$12.99,$0.00
https://thumbs.ebaystatic.com/pict/2946356723486464_1.jpg,,,38,$223.34,"Feb 21, 2022",Victorinox Swiss Army Classic SD Pocket Knife - Red (Used) 58mm,$5.88,$3.33
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/o3kAAOSwNDJajZ1N/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/332563088228?nordt=true&orig_cvip=true&rt=nc,Victorinox Swiss Army Signature Knife Multi-Tool w/ Pen [Various],19,$238.59,"Aug 8, 2022",,$12.56,$0.00
https://thumbs.ebaystatic.com/pict/2654947003216464_1.jpg,,,16,$184.34,"Feb 3, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Classic Black - Very Good,$11.52,$0.00
https://i.ebayimg.com/00/s/NzA3WDExMTY=/z/7Q8AAOSw64JfgEGS/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204029354338?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Mini Swiss Army Pocket Knife Red or Black 58MM,20,$172.94,"Aug 19, 2022",,$8.65,$6.18
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/9gsAAOSwdoVhVRVG/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/194402504649?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Mini Swiss Army Pocket Knife Red 58MM Minimal Use,13,$120.89,"Jul 13, 2022",,$9.30,$8.80
https://thumbs.ebaystatic.com/pict/2653786136026464_1.jpg,,,13,$88.50,"Nov 11, 2021",Victorinox Classic SD Swiss Army Pocket Knife (Various Colors),$6.81,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LGMAAOSwdodhX0i-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/194423135453?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Swiss Army Pocket Knife Yellow 58MM Minimal Use,12,$98.93,"Jun 19, 2022",,$8.24,$5.08
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/SdIAAOSwG49cNWBW/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/233086762881?nordt=true&orig_cvip=true&rt=nc,"VICTORINOX Spartan Officier Suisse 8 tools Swiss Army Knife (Various, *Damaged*)",12,$121.95,"Jul 9, 2022",,$10.16,$0.00
https://thumbs.ebaystatic.com/pict/3251010058196464_1.jpg,,,16,$115.01,"Mar 28, 2022",Victorinox Classic SD Mini Swiss Army Pocket Knife Assorted Colors (UsEd) 58mm,$7.19,$3.50
https://thumbs.ebaystatic.com/pict/3329650073776464_1.jpg,,,12,$238.52,"Apr 9, 2022",Victorinox Manager Swiss Army Knife Multi-Tool w/ Pen (Various),$19.88,$0.00
https://thumbs.ebaystatic.com/pict/2343819964196464_1.jpg,,,39,$225.10,"Feb 5, 2022",Victorinox Classic SD Swiss Army Knife 3 Tool Pocket Knife (Various Colors),$5.77,$0.00
https://thumbs.ebaystatic.com/pict/2654947238016464_1.jpg,,,11,$136.13,"Jan 22, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Blue - Very Good,$12.38,$0.00
https://i.ebayimg.com/00/s/MTIxOVgxMjMz/z/j6sAAOSwOIpdyYlE/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/333394222047?nordt=true&orig_cvip=true&rt=nc,VICTORINOX/WENGER CLASSIC SD SWISS ARMY FOLDING POCKET KNIFE,13,$71.20,"Aug 30, 2022",,$5.48,$4.45
https://thumbs.ebaystatic.com/pict/3535035348766464_1.jpg,,,11,$155.04,"Dec 8, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Hunter Green - Very Good,$14.09,$0.00
https://thumbs.ebaystatic.com/pict/1442495644686464_1.jpg,,,14,$77.86,"Dec 8, 2021",Victorinox Swiss Army Classic SD Pocket Knife - Red BC,$5.56,$0.00
https://i.ebayimg.com/00/s/MjQ5WDU2Ng==/z/7M8AAOSwsblffG7R/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/203130508804?nordt=true&orig_cvip=true&rt=nc,"Victorinox Signature Classic Swiss Army Knife Various Styles, Classic with a PEN",11,$122.45,"Aug 5, 2022",,$11.13,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/LNwAAOSwbsRa3jw7/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/232585860829?nordt=true&orig_cvip=true&rt=nc,Victorinox Escort Small Lightweight Swiss Army Knife Multi-Tool (Various),15,$121.15,"Aug 9, 2022",,$8.08,$0.00
https://thumbs.ebaystatic.com/pict/2654947270336464_1.jpg,,,10,$123.64,"Feb 25, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Blue w/ Logos; Very Good,$12.36,$0.00
https://thumbs.ebaystatic.com/pict/1635671391706464_1.jpg,,,30,$114.12,"Mar 2, 2022",Original Swiss Army Knife Victorinox  Pocket Knife Stainless (mixed colors),$3.80,$6.32
https://thumbs.ebaystatic.com/pict/1944235790026464_1.jpg,,,9,$87.93,"Nov 13, 2021",Victorinox Classic SD Swiss Army Pocket Knife Purple 58MM Minimal Use,$9.77,$0.00
https://i.ebayimg.com/00/s/MzQ1WDcxOQ==/z/CTwAAOSw0Phi84qu/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/203262106623?nordt=true&orig_cvip=true&rt=nc,"Victorinox Classic, Limited Edition or collectible designs, Swiss Army Knife",9,$135.55,"Aug 16, 2022",,$15.06,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/5xQAAOSwZZ9h~E35/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/255368342137?nordt=true&orig_cvip=true&rt=nc,Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Pale Pink - Very Good,9,$151.21,"Aug 7, 2022",,$16.80,$0.00
https://thumbs.ebaystatic.com/pict/2553683502576464_1.jpg,,,11,$178.39,"May 14, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Hot Pink - Very Good,$16.22,$0.00
https://i.ebayimg.com/00/s/MzI5WDU5Nw==/z/bnQAAOSwuE1izXsm/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/332756473666?nordt=true&orig_cvip=true&rt=nc,Swiss Army Victorinox Card Knife Single Fixed Blade Pocket Knife,9,$64.87,"Aug 8, 2022",,$7.21,$0.00
https://thumbs.ebaystatic.com/pict/3534665277426464_1.jpg,,,9,$116.01,"Dec 13, 2021",2x Victorinox Classic SD Swiss Army Knife Translucent Saphirre Blue; Very Good,$12.89,$0.00
https://thumbs.ebaystatic.com/pict/3535034585936464_1.jpg,,,10,$127.30,"Jan 4, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Blue w/ Logos; Very Good,$12.73,$0.00
https://thumbs.ebaystatic.com/pict/3842802297216464_1.jpg,,,11,$105.89,"Nov 12, 2021",Victorinox Swiss Army Classic SD Pocket Knife  - (Various Colors),$9.63,$5.64
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/oUYAAOSwwABik5SP/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/134132571712?nordt=true&orig_cvip=true&rt=nc,Pre-Owned Victorinox 91mm PLUS HANDLE / SCALE 5 Piece KIT in RED. from new knife,8,$103.60,"Jul 5, 2022",,$12.95,$3.79
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/xDAAAOSwnyJiP71P/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/265615501112?nordt=true&orig_cvip=true&rt=nc,Victorinox Original Minichamp I Swiss Army Pocket Knife - Red - Very Good,9,$341.91,"Jul 18, 2022",,$37.99,$0.00
https://thumbs.ebaystatic.com/pict/3325720637816464_1.jpg,,,11,$187.99,"Apr 16, 2022",Officier Suisse Victorinox Hiker Folding Pocket Knife 7 Function w/ Screw Driver,$17.09,$0.00
https://thumbs.ebaystatic.com/pict/2033680627326464_1.jpg,,,7,$87.15,"Mar 31, 2022","Victorinox Tourist Swiss Army knife, 84mm Several Varieties",$12.45,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/5SkAAOSw5BJiqHj4/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/203993359435?nordt=true&orig_cvip=true&rt=nc,"Victorinox Hiker Swiss Army Pocket Knife Several Variations, Wood Saw Phillips",10,$163.42,"Aug 10, 2022",,$16.34,$0.00
https://i.ebayimg.com/00/s/MTU5OVgxMjAw/z/n0EAAOSwmqVixqeh/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/204030012695?nordt=true&orig_cvip=true&rt=nc,"Victorinox Swiss Army Rambler Pocket Knife, Red, Opener, Scissor, Phillips, 58mm",9,$125.55,"Aug 19, 2022",,$13.95,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/fngAAOSwfHVbNPNv/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/232824562977?nordt=true&orig_cvip=true&rt=nc,Victorinox Explorer Multi-Tool Officier Suisse Swiss Army Knife (Various),7,$221.54,"Jun 17, 2022",,$31.65,$0.00
https://thumbs.ebaystatic.com/pict/2551574628796464_1.jpg,,,11,$144.82,"Dec 21, 2021","Victorinox Classic SD Alox Swiss Army knife- used, excellent #8258",$13.17,$4.96
https://thumbs.ebaystatic.com/pict/2554713702086464_1.jpg,,,7,$77.56,"Apr 25, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Red w/ Logos - Very Good,$11.08,$0.00
https://thumbs.ebaystatic.com/pict/2647078247286464_1.jpg,,,9,$55.25,"Sep 30, 2021",Victorinox Classic SD Swiss Army Pocket Knife Translucent Assorted Colors 58MM,$6.14,$2.64
https://thumbs.ebaystatic.com/pict/3043106352976464_1.jpg,,,14,$118.95,"Feb 12, 2022",Lot of 2 Victorinox Classic SD Mini Swiss Army Pocket Knife Red 58MM nice ,$8.50,$6.31
https://thumbs.ebaystatic.com/pict/3535135458666464_1.jpg,,,7,$111.93,"Dec 1, 2021",2x Victorinox Classic SD Swiss Army Pocket Knife Translucent Pink - Very Good,$15.99,$0.00
https://thumbs.ebaystatic.com/pict/3536535246026464_1.jpg,,,7,$69.93,"Oct 14, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Red w/ Logos - Very Good,$9.99,$0.00
https://thumbs.ebaystatic.com/pict/1545988536046464_1.jpg,,,6,$46.98,"Jan 22, 2022",SWISS ARMY VICTORINOX OLIVE GREEN CLASSIC SD Pocket Knife MULTI TOOL BLADE,$7.83,$4.50
https://thumbs.ebaystatic.com/pict/1944235579346464_1.jpg,https://www.ebay.com/itm/194423557934?nordt=true&orig_cvip=true&rt=nc,Victorinox Classic SD Swiss Army Pocket Knife Hot Pink 58MM Minimal Use,6,$57.96,"Apr 18, 2022",,$9.66,$5.00
https://thumbs.ebaystatic.com/pict/1944235769946464_1.jpg,,,6,$56.97,"Dec 5, 2021",Victorinox Classic SD Swiss Army Pocket Knife Gray 58MM Minimal Use,$9.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/xn4AAOSwK0ldZRJm/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/202765517422?nordt=true&orig_cvip=true&rt=nc,Victorinox Red Rally Model Swiss Army Pocket Knife 6 Tools USA Shipping,16,$126.50,"Jul 16, 2022",,$7.91,$0.00
https://i.ebayimg.com/00/s/ODk5WDg1OQ==/z/KhUAAOSwpCJhSxLq/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/202830492887?nordt=true&orig_cvip=true&rt=nc,"Victorinox Classic, Limited Edition or collectible designs, Swiss Army Knife",6,$76.70,"Jul 14, 2022",,$12.78,$16.53
https://i.ebayimg.com/00/s/MzA1WDg5NQ==/z/Dn4AAOSwwoRf2gZz/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/203220649933?nordt=true&orig_cvip=true&rt=nc,"Victorinox 84mm, Recruit, Swiss Army Knife, No back tools, Several Varieties",7,$87.15,"Aug 17, 2022",,$12.45,$0.00
https://i.ebayimg.com/00/s/MjQ5WDc5NQ==/z/VfMAAOSwVM1guLTS/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/203481767059?nordt=true&orig_cvip=true&rt=nc,"Victorinox Waiter, Classic Red, Swiss Army Knife, 9 function, 84mm Super Slim",6,$83.70,"Aug 13, 2022",,$13.95,$0.00
https://thumbs.ebaystatic.com/pict/2553248664556464_1.jpg,,,7,$84.43,"Mar 11, 2022",2x Victorinox Classic SD Swiss Army Pocket Knife Translucent Red; Very Good,$12.06,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/PbgAAOSw3XBiBwgo/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/255382130594?nordt=true&orig_cvip=true&rt=nc,Victorinox Bijou SD Swiss Army Knife; Classic w/o Keyring Red w/ Logos Very Good,6,$53.94,"Aug 23, 2022",,$8.99,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0REAAOSwejJimjpg/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/255566377499?nordt=true&orig_cvip=true&rt=nc,Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Black w/ Logos Very Good,7,$80.08,"Jun 9, 2022",,$11.44,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dngAAOSwUYph3NeL/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/255575343963?nordt=true&orig_cvip=true&rt=nc,2x Victorinox Classic SD Swiss Army Pocket Knife Translucent Blue; Very Good,6,$83.94,"Jul 1, 2022",,$13.99,$0.00
https://thumbs.ebaystatic.com/pict/2655154962626464_1.jpg,,,8,$68.32,"Apr 27, 2022","Victorinox Rally Swiss Army Pocket Knife, Classic Red, Bottle Opener - Very Good",$8.54,$0.00
https://thumbs.ebaystatic.com/pict/2655309268116464_1.jpg,,,6,$83.94,"Apr 6, 2022",2x Victorinox Classic SD Swiss Army Pocket Knife Hunter Green w/ Logos Very Good,$13.99,$0.00
https://thumbs.ebaystatic.com/pict/2655437379246464_1.jpg,,,6,$86.94,"Apr 17, 2022",Victorinox Signature Lite Swiss Army Knife Translucent Sapphire w/ Red LED Light,$14.49,$0.00
https://thumbs.ebaystatic.com/pict/3337068233146464_1.jpg,,,6,$129.90,"Mar 24, 2022",Victorinox Midnite Manager Swiss Army Pocket Knife Scissors Nail File  *Various*,$21.65,$0.00
https://thumbs.ebaystatic.com/pict/3533538248876464_1.jpg,,,6,$52.39,"Dec 24, 2021",Victorinox Bijou (not SD) Swiss Army Pocket Knife Nail Cleaner - Red - Very Good,$8.73,$0.00
https://thumbs.ebaystatic.com/pict/3535135518896464_1.jpg,,,6,$65.94,"Nov 3, 2021",Victorinox Signature Swiss Army Pocket Knife Ballpoint Pen - Red - Very Good,$10.99,$0.00
https://thumbs.ebaystatic.com/pict/3535425376686464_1.jpg,,,6,$179.28,"Sep 20, 2021",Lot of 5 Victorinox Classic SD Swiss Army Pocket Knife Black - Very Good,$29.88,$0.00
https://thumbs.ebaystatic.com/pict/3536535260216464_1.jpg,,,7,$47.53,"Oct 6, 2021",Victorinox Classic (not SD) Swiss Army Knife Nail Cleaner - Red Logos Very Good,$6.79,$0.00
https://thumbs.ebaystatic.com/pict/3536535510606464_1.jpg,,,6,$95.94,"Oct 11, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Yellow - Very Good,$15.99,$0.00
https://thumbs.ebaystatic.com/pict/3537910244766464_1.jpg,,,8,$88.47,"Dec 20, 2021",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Classic Red - Very Good,$11.06,$0.00
https://thumbs.ebaystatic.com/pict/3845277602576464_1.jpg,,,6,$276.00,"Feb 5, 2022","NTSA SWISS ARMY VICTORINOX 91mm POCKET KNIFE EMERALD"" HUNTSMAN PLUS"" FREE SHIP",$46.00,$9.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/6zwAAOSwMwxinlue/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/394105290998?nordt=true&orig_cvip=true&rt=nc,NTSA SWISS ARMY VICTORINOX 91mm EMERALD CLIMBER POCKET KNIFE FREE SHIPPING,6,$153.00,"Jul 21, 2022",,$25.50,$9.00
https://i.ebayimg.com/00/s/MzkxWDEwNTQ=/z/jD4AAOSwZrxff2O9/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/203133059702?nordt=true&orig_cvip=true&rt=nc,"Victorinox Swiss Lite Swiss Army Knife Several Varieties, Red LED",6,$76.90,"Aug 20, 2022",,$12.82,$0.00
https://thumbs.ebaystatic.com/pict/2344408339506464_1.jpg,,,5,$39.99,"Mar 11, 2022",Victorinox Classic SD Swiss Army Knife 3 Tool Pocket Knife (Various Colors),$8.00,$0.00
https://thumbs.ebaystatic.com/pict/2344903645636464_1.jpg,,,5,$32.75,"Apr 7, 2022",Victorinox Swiss Army Classic SD Pocket Knife - Red ,$6.55,$0.00
https://thumbs.ebaystatic.com/pict/2654946953096464_1.jpg,,,6,$59.38,"Feb 19, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Red w/ Logos - Very Good,$9.90,$0.00
https://thumbs.ebaystatic.com/pict/2654947022906464_1.jpg,,,5,$51.20,"Jan 29, 2022",Lot of 2 Victorinox Classic SD Swiss Army Pocket Knife Black w/ Logos; Very Good,$10.24,$0.00
https://thumbs.ebaystatic.com/pict/2655155035946464_1.jpg,,,6,$72.74,"Mar 25, 2022",Victorinox Signature Swiss Army Pocket Knife w/ Pen; Translucent Green Very Good,$12.12,$0.00
