Image,Field,Price,Field2,Data_field,Data_field1,Data_field2
https://thumbs.ebaystatic.com/pict/2246022690346464_1.jpg,4,$514.80,"Oct 7, 2021",Benchmade Bailout 537GY AXIS Folder Knife Tanto Point Very LightBenchmade Bailout 537GY AXIS Folder Knife Tanto Point Very Light,$128.70,$0.00
https://thumbs.ebaystatic.com/pict/2249063497646464_1.jpg,4,$40.00,"Apr 5, 2022",Benchmade Knife Box Black Class Box 5400 Serum Empty Knife Factory BoxBenchmade Knife Box Black Class Box 5400 Serum Empty Knife Factory Box,$10.00,$1.50
https://thumbs.ebaystatic.com/pict/1250354388186464_1.jpg,3,$179.85,"Dec 5, 2021",Benchmade USA 915 Rescue Folding Pocket Knife Orange N680 BladeBenchmade USA 915 Rescue Folding Pocket Knife Orange N680 Blade,$59.95,$0.00
https://thumbs.ebaystatic.com/pict/1250367373236464_1.jpg,3,$200.55,"Dec 7, 2021",Benchmade 940 Satin Blade S30V Osborne Green Folding Knife *MINT*Benchmade 940 Satin Blade S30V Osborne Green Folding Knife *MINT*,$66.85,$0.00
https://thumbs.ebaystatic.com/pict/1252232663726464_1.jpg,3,$419.85,"Mar 27, 2022","Benchmade - 940-2 Knife, Reverse Tanto, G10Benchmade - 940-2 Knife, Reverse Tanto, G10",$139.95,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mzsAAOSwMHZimBLA/$_12.JPG?set_id=880000500F,3,$505.00,"Jun 5, 2022",", preview full size imageBenchmade HK 14715 USA D2 Folding Knife Axis Lock Plain Edge G10 discontinued Benchmade HK 14715 USA D2 Folding Knife Axis Lock Plain Edge G10 discontinued ",$168.33,$0.00
https://thumbs.ebaystatic.com/pict/1751096059616464_1.jpg,3,$189.97,"Jan 23, 2022","BenchMade 535 BugOut With Black G10 Scales, Red Studs & Black Blade Knife Only.BenchMade 535 BugOut With Black G10 Scales, Red Studs & Black Blade Knife Only.",$63.32,$4.99
https://thumbs.ebaystatic.com/pict/1853073548596464_1.jpg,3,$399.99,"Apr 23, 2022","Benchmade 15031-2 North Fork Knife Wood, S30V, Plain Edge, AXIS LockBenchmade 15031-2 North Fork Knife Wood, S30V, Plain Edge, AXIS Lock",$133.33,$4.93
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/TlYAAOSwcBRigcjx/$_12.JPG?set_id=880000500F,5,$72.95,"Jul 10, 2022",", preview full size imageBenchmade Plastic Knife Stand — Excellent ConditionBenchmade Plastic Knife Stand — Excellent Condition",$14.59,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMTk0/z/ipIAAOSwmpNiu1pT/$_12.JPG?set_id=880000500F,25,$125.00,"Jun 29, 2022",", preview full size imageBenchmade Knife OEM Factory Empty Knife Box's GREY Without Inserts or Knife BagsBenchmade Knife OEM Factory Empty Knife Box's GREY Without Inserts or Knife Bags",$5.00,$10.83
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/OKMAAOSwmgBix6ql/$_57.JPG?set_id=8800005007,3,$95.97,"Jul 27, 2022",", preview full size imageBENCHMADE Freek 560 Knife SCREWS - Hardware ONLYBENCHMADE Freek 560 Knife SCREWS - Hardware ONLY",$31.99,$4.80
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/8UYAAOSwM5Ni2crn/$_57.JPG?set_id=8800005007,3,$164.97,"Aug 12, 2022",", preview full size imageBENCHMADE Freek 560 Knife Black & Red G10 SCALES ONLYBENCHMADE Freek 560 Knife Black & Red G10 SCALES ONLY",$54.99,$5.50
https://thumbs.ebaystatic.com/pict/1149574786506464_1.jpg,2,$239.98,"Sep 1, 2021",Benchmade 535 Bugout Manual Folding Knife Lightweight & Slim Benchmade 535 Bugout Manual Folding Knife Lightweight & Slim ,$119.99,$0.00
https://thumbs.ebaystatic.com/pict/1152822132316464_1.jpg,2,$216.20,"Mar 13, 2022",Benchmade Ball Flipper Axis Lock Knife Sand G-10 Good condition 034fBenchmade Ball Flipper Axis Lock Knife Sand G-10 Good condition 034f,$108.10,$5.50
https://thumbs.ebaystatic.com/pict/1152896224796464_1.jpg,2,$98.40,"Mar 21, 2022",Benchmade ATS 34 Crawford Design knife made in USA RARE plain blade edgeBenchmade ATS 34 Crawford Design knife made in USA RARE plain blade edge,$49.20,$6.50
https://thumbs.ebaystatic.com/pict/1153253183606464_1.jpg,2,$180.00,"Apr 4, 2022",Benchmade 580S Barrage Assisted Opening - Folding KnifeBenchmade 580S Barrage Assisted Opening - Folding Knife,$90.00,$7.75
https://thumbs.ebaystatic.com/pict/1153929571986464_1.jpg,2,$300.00,"May 23, 2022",Benchmade Mel Pardue 520 BK Folding Pocket Knife Discontinued BlackBenchmade Mel Pardue 520 BK Folding Pocket Knife Discontinued Black,$150.00,$8.49
https://thumbs.ebaystatic.com/pict/1153937629846464_1.jpg,2,$132.00,"May 31, 2022",Benchmade Mini Griptilian 2.9 inch Folding KnifeBenchmade Mini Griptilian 2.9 inch Folding Knife,$66.00,$5.50
https://thumbs.ebaystatic.com/pict/1153937635106464_1.jpg,2,$325.00,"May 30, 2022","Benchmade Mini Griptilian Axis Lock Knife Black (2.91"" Black) 555BK-S30V - RAREBenchmade Mini Griptilian Axis Lock Knife Black (2.91"" Black) 555BK-S30V - RARE",$162.50,$11.60
https://i.ebayimg.com/00/s/MTIwM1gxNjAw/z/onMAAOSwsYFio9nn/$_12.JPG?set_id=880000500F,2,$158.00,"Jun 13, 2022",", preview full size imageBenchmade 580 Barrage Osborne Design Axis Assist Knife - BlackBenchmade 580 Barrage Osborne Design Axis Assist Knife - Black",$79.00,$5.50
https://i.ebayimg.com/00/s/MTYwMFgxMjAz/z/TCgAAOSwaiFiuNJn/$_12.JPG?set_id=880000500F,2,$122.00,"Jun 29, 2022",", preview full size imageBenchmade 551 Griptilian Folding Blade Pocket Knife~D2~Tan GripsBenchmade 551 Griptilian Folding Blade Pocket Knife~D2~Tan Grips",$61.00,$5.49
https://thumbs.ebaystatic.com/pict/1251977790136464_1.jpg,2,$170.00,"Mar 18, 2022",Benchmade 580 Barrage Osborne Design Axis Assist Knife - BlackBenchmade 580 Barrage Osborne Design Axis Assist Knife - Black,$85.00,$10.00
https://thumbs.ebaystatic.com/pict/1252110150756464_1.jpg,2,$280.00,"Mar 28, 2022",Benchmade Adamas 275 Olive Drab Tan G10 Handle D2 Steel Pocket Knife Used (54)Benchmade Adamas 275 Olive Drab Tan G10 Handle D2 Steel Pocket Knife Used (54),$140.00,$8.95
https://thumbs.ebaystatic.com/pict/1252499002406464_1.jpg,2,$254.00,"May 11, 2022",Benchmade 530S Mel Pardue - Folding Knife - DISCONTINUEDBenchmade 530S Mel Pardue - Folding Knife - DISCONTINUED,$127.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ad8AAOSwxt9iZMji/$_57.JPG?set_id=880000500F,2,$94.98,"Jun 25, 2022",", preview full size imageHK 14141 Flak Heckler & Koch Assisted Pocket Knife by Benchmade Rare Used (264)HK 14141 Flak Heckler & Koch Assisted Pocket Knife by Benchmade Rare Used (264)",$47.49,$7.10
https://thumbs.ebaystatic.com/pict/1252914918966464_1.jpg,2,$231.00,"May 8, 2022",Benchmade VEX 10750BP KnifeBenchmade VEX 10750BP Knife,$115.50,$5.00
https://thumbs.ebaystatic.com/pict/1253253914756464_1.jpg,2,$283.00,"May 27, 2022",Benchmade 531 154CM Mel Pardue Design KnifeBenchmade 531 154CM Mel Pardue Design Knife,$141.50,$20.00
https://thumbs.ebaystatic.com/pict/1253265377856464_1.jpg,2,$334.00,"May 28, 2022",Benchmade 495 Vector Axis lock S30V Blue Class pocket knife in factory boxBenchmade 495 Vector Axis lock S30V Blue Class pocket knife in factory box,$167.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/nkcAAOSwL5lijPXW/$_12.JPG?set_id=880000500F,2,$231.00,"Jun 3, 2022",", preview full size imageBenchmade D2 15005 Bone Collector KnifeBenchmade D2 15005 Bone Collector Knife",$115.50,$20.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/pZgAAOSwmVFijPq~/$_12.JPG?set_id=880000500F,2,$260.00,"Jun 14, 2022",", preview full size imageBenchmade 484 Nakamura KnifeBenchmade 484 Nakamura Knife",$130.00,$20.00
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/qh0AAOSwluBinhpQ/$_12.JPG?set_id=880000500F,2,$280.00,"Jun 10, 2022",", preview full size imageDiscontinued Benchmade Mel Pardue 154CM 546 Folding Pocket KnifeDiscontinued Benchmade Mel Pardue 154CM 546 Folding Pocket Knife",$140.00,$10.15
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/YHsAAOSwp25ioRqp/$_57.JPG?set_id=8800005007,2,$152.00,"Jun 14, 2022",", preview full size imageBench made Sentinel 875 Elishewitz Folding knife SerratedBench made Sentinel 875 Elishewitz Folding knife Serrated",$76.00,$8.95
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/juAAAOSwIbJio-2Z/$_12.JPG?set_id=880000500F,2,$360.00,"Jun 17, 2022",", preview full size imageBenchmade 15085-2 3.4 inch Mini Crooked River Folding KnifeBenchmade 15085-2 3.4 inch Mini Crooked River Folding Knife",$180.00,$9.45
https://i.ebayimg.com/00/s/MTYwMFg0ODQ=/z/qjUAAOSwNhZipXDo/$_57.JPG?set_id=8800005007,2,$240.00,"Jun 13, 2022",", preview full size imageBenchmade Bugout 535GRY-1 - Folding KnifeBenchmade Bugout 535GRY-1 - Folding Knife",$120.00,$14.11
https://thumbs.ebaystatic.com/pict/1340006845856464_1.jpg,2,$420.00,"Jan 27, 2022",BENCHMADE 940-1 OSBORNE AXIS CARBON FIBER POCKET KNIFE FOLDINGBENCHMADE 940-1 OSBORNE AXIS CARBON FIBER POCKET KNIFE FOLDING,$210.00,$9.45
https://thumbs.ebaystatic.com/pict/1340160102656464_1.jpg,2,$200.00,"Feb 12, 2022",Benchmade 556 Mini Griptilian 154CM 2.91 inch Drop Point KnifeBenchmade 556 Mini Griptilian 154CM 2.91 inch Drop Point Knife,$100.00,$5.25
https://thumbs.ebaystatic.com/pict/1340510556646464_1.jpg,2,$162.00,"Mar 18, 2022",Rare Benchmade Edge Folding Pocket Knife Rare Benchmade Edge Folding Pocket Knife ,$81.00,$5.00
https://thumbs.ebaystatic.com/pict/1341011567716464_1.jpg,2,$221.00,"May 6, 2022",Benchmade Bugout 535 AXIS Lock Folding EDC Knife S30V Blade Blue Handle ScalesBenchmade Bugout 535 AXIS Lock Folding EDC Knife S30V Blade Blue Handle Scales,$110.50,$0.00
https://thumbs.ebaystatic.com/pict/1341194424056464_1.jpg,2,"$1,170.00","May 22, 2022",Benchmade 908-161 Gold Class Stryker Damasteel Limited Discontinued KnifeBenchmade 908-161 Gold Class Stryker Damasteel Limited Discontinued Knife,$585.00,$9.65
https://thumbs.ebaystatic.com/pict/1341218776226464_1.jpg,2,$201.98,"May 25, 2022",Benchmade 575 S30V Blade Axis Lock Manual Folding KnifeBenchmade 575 S30V Blade Axis Lock Manual Folding Knife,$100.99,$5.90
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/XvUAAOSwSutik1lo/$_57.JPG?set_id=8800005007,2,$162.00,"Jun 4, 2022",", preview full size image#699 Black Benchmade 553SBK Tanto Serrated 154CM Griptilian Axis-Lock Knife#699 Black Benchmade 553SBK Tanto Serrated 154CM Griptilian Axis-Lock Knife",$81.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/tzgAAOSwAGNinngz/$_57.JPG?set_id=8800005007,2,$365.50,"Jun 11, 2022",", preview full size image#797 Gray Aluminum Benchmade 490 Arcane CPM-S30V Assisted Openin Axis-Lock Knife#797 Gray Aluminum Benchmade 490 Arcane CPM-S30V Assisted Openin Axis-Lock Knife",$182.75,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/mzcAAOSwhTpir1qI/$_12.JPG?set_id=880000500F,2,$160.00,"Jun 20, 2022",", preview full size imageBenchmade 585 Mini Barrage KnifeBenchmade 585 Mini Barrage Knife",$80.00,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/6PkAAOSwIIFivEJM/$_57.JPG?set_id=8800005007,2,$212.00,"Jul 4, 2022",", preview full size image#107 Blue & Black G10 Benchmade 300S Butch Ball Serrated Flipper Axis-Lock Knife#107 Blue & Black G10 Benchmade 300S Butch Ball Serrated Flipper Axis-Lock Knife",$106.00,$0.00
https://thumbs.ebaystatic.com/pict/1444759960166464_1.jpg,2,$335.34,"Mar 25, 2022",Benchmade 940 Osborne Reverse Tanto Blade KnifeBenchmade 940 Osborne Reverse Tanto Blade Knife,$167.67,$5.25
https://thumbs.ebaystatic.com/pict/1444802564946464_1.jpg,2,$455.00,"Apr 5, 2022", Benchmade Osborne 941 Rare Ventage Osborne Knife Benchmade Osborne 941 Rare Ventage Osborne Knife,$227.50,$9.50
https://thumbs.ebaystatic.com/pict/1444913387406464_1.jpg,2,$186.00,"Apr 14, 2022",Benchmade Emissary 470-1 Pocket Knife NRBenchmade Emissary 470-1 Pocket Knife NR,$93.00,$9.95
https://thumbs.ebaystatic.com/pict/1445586931446464_1.jpg,2,$190.00,"May 23, 2022",Benchmade Knife Bugout 535 S30V Steel Blue HandleBenchmade Knife Bugout 535 S30V Steel Blue Handle,$95.00,$0.00
https://thumbs.ebaystatic.com/pict/1445587007636464_1.jpg,2,$300.00,"May 23, 2022",Benchmade 15031 North Fork Folding Knife Benchmade 15031 North Fork Folding Knife ,$150.00,$0.00
https://thumbs.ebaystatic.com/pict/1445702489396464_1.jpg,2,$305.00,"Jun 1, 2022",Benchmade USA 537 Bailout 3V steel folding knifeBenchmade USA 537 Bailout 3V steel folding knife,$152.50,$5.25
https://thumbs.ebaystatic.com/pict/1445748802526464_1.jpg,2,$300.00,"May 30, 2022",BENCHMADE Osborne 940 Knife CPM-S30V Steel & Milled GREEN G10 Limited EditionBENCHMADE Osborne 940 Knife CPM-S30V Steel & Milled GREEN G10 Limited Edition,$150.00,$5.95
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/phQAAOSwIFFiwIUW/$_57.JPG?set_id=8800005007,2,$237.00,"Jul 7, 2022",", preview full size imageBenchmade Knife Bugout 535 S30V Steel Benchmade Knife Bugout 535 S30V Steel ",$118.50,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MHoAAOSwmgJiwIWU/$_57.JPG?set_id=8800005007,2,$200.00,"Jul 8, 2022",", preview full size imageBenchmade Knife Bugout 535 S30V Steel Benchmade Knife Bugout 535 S30V Steel ",$100.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/870AAOSwTvliwIln/$_57.JPG?set_id=8800005007,2,$385.00,"Jul 8, 2022",", preview full size imageBENCHMADE 980 TURRET Pocket KnifeBENCHMADE 980 TURRET Pocket Knife",$192.50,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/6eYAAOSwKMViwIn1/$_57.JPG?set_id=8800005007,2,$194.00,"Jul 8, 2022",", preview full size imageBenchmade 916 Triage N680 Folding Knife Benchmade 916 Triage N680 Folding Knife ",$97.00,$0.00
https://i.ebayimg.com/00/s/ODY4WDExOTA=/z/rMEAAOSw6bVizx6B/$_12.JPG?set_id=880000500F,2,$460.54,"Jul 24, 2022",", preview full size imageBenchmade Sibert 755 MPR Knife - M390 Steel -G10/Titanium Handle -DISCONTINUEDBenchmade Sibert 755 MPR Knife - M390 Steel -G10/Titanium Handle -DISCONTINUED",$230.27,$5.90
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Ur0AAOSw4x1iwIW6/$_57.JPG?set_id=8800005007,2,$220.00,"Jul 19, 2022",", preview full size imageBenchmade Knife Bugout 535 S30V Steel Benchmade Knife Bugout 535 S30V Steel ",$110.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/8J8AAOSwKRBi00HU/$_12.JPG?set_id=880000500F,2,$141.38,"Jul 17, 2022",", preview full size imageBenchmade 556 Mini Griptilian Folding Pocket Knife 154CMBenchmade 556 Mini Griptilian Folding Pocket Knife 154CM",$70.69,$4.80
https://thumbs.ebaystatic.com/pict/1546234879936464_1.jpg,2,$110.00,"Sep 23, 2021",Benchmade 535GRY-1 Ambidextrous Foldable Pocket Knife - RedBenchmade 535GRY-1 Ambidextrous Foldable Pocket Knife - Red,$55.00,$10.00
https://thumbs.ebaystatic.com/pict/1546234935236464_1.jpg,2,$95.00,"Sep 24, 2021",Benchmade 535 Black-1 Ambidextrous Foldable Pocket Knife - BlackBenchmade 535 Black-1 Ambidextrous Foldable Pocket Knife - Black,$47.50,$10.00
https://thumbs.ebaystatic.com/pict/1547184609156464_1.jpg,2,$130.00,"Nov 28, 2021",Vintage Benchmade Knife Company Attache Carrying Soft Case Storage NOSVintage Benchmade Knife Company Attache Carrying Soft Case Storage NOS,$65.00,$0.00
https://thumbs.ebaystatic.com/pict/1548444157316464_1.jpg,2,$260.00,"Feb 20, 2022",Benchmade Triage 916 rescue knife part serrated blade / lanyard molle sheath emsBenchmade Triage 916 rescue knife part serrated blade / lanyard molle sheath ems,$130.00,$6.00
https://thumbs.ebaystatic.com/pict/1548514979866464_1.jpg,2,$279.96,"Feb 20, 2022",Benchmade 940 Plain Satin Blade S30V Osborne Green Aluminum Handle KnifeBenchmade 940 Plain Satin Blade S30V Osborne Green Aluminum Handle Knife,$139.98,$5.00
https://thumbs.ebaystatic.com/pict/1548546570186464_1.jpg,2,$255.00,"Feb 25, 2022",Benchmade 15080-1 Crooked River Folding KnifeBenchmade 15080-1 Crooked River Folding Knife,$127.50,$9.99
https://thumbs.ebaystatic.com/pict/1548895952876464_1.jpg,2,$210.00,"Mar 10, 2022",Benchmade 915SBK Triage Rescue Knife N680 Black G10 Safety Hook Glass BreakerBenchmade 915SBK Triage Rescue Knife N680 Black G10 Safety Hook Glass Breaker,$105.00,$0.00
https://thumbs.ebaystatic.com/pict/1549131732846464_1.jpg,2,$305.00,"Mar 31, 2022",Benchmade 530 Mel Pardue 440c Knife Axis LockBenchmade 530 Mel Pardue 440c Knife Axis Lock,$152.50,$5.00
https://thumbs.ebaystatic.com/pict/1549151381896464_1.jpg,2,$160.00,"Mar 31, 2022",Benchmade Griptilian S30V Stainless Recent Factory Refreshed  Knife.Benchmade Griptilian S30V Stainless Recent Factory Refreshed  Knife.,$80.00,$0.00
https://thumbs.ebaystatic.com/pict/1549165960206464_1.jpg,2,$52.00,"May 24, 2022",Benchmade  Training Knife Dull NO Blade Training Knife ONLY Good CondBenchmade  Training Knife Dull NO Blade Training Knife ONLY Good Cond,$26.00,$5.50
https://thumbs.ebaystatic.com/pict/1549632131976464_1.jpg,2,$140.00,"Apr 26, 2022",Benchmade Mini Osborne PE KnifeBenchmade Mini Osborne PE Knife,$70.00,$5.20
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/y7EAAOSwwjdik4Ut/$_12.JPG?set_id=880000500F,2,$405.00,"Jun 5, 2022",", preview full size image Benchmade Knife M390 Blade Titanium Handle Limited Edition Number 350 of 1000 Benchmade Knife M390 Blade Titanium Handle Limited Edition Number 350 of 1000",$202.50,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Z4wAAOSwJE5ilnoK/$_57.JPG?set_id=880000500F,2,$510.00,"Jun 8, 2022",", preview full size imageBenchmade NRA outdoors 12800 Osborne Gaucho knife 1st production 116/250 rareBenchmade NRA outdoors 12800 Osborne Gaucho knife 1st production 116/250 rare",$255.00,$8.00
https://i.ebayimg.com/00/s/MTQzMFg1MDA=/z/u44AAOSwyY9itiqo/$_12.JPG?set_id=880000500F,2,$241.00,"Jul 1, 2022",", preview full size imageBenchmade 950 Rift Osborne Folding Pocket KnifeBenchmade 950 Rift Osborne Folding Pocket Knife",$120.50,$5.95
https://i.ebayimg.com/00/s/NzAzWDc0Nw==/z/6U0AAOSw~KNi-CXJ/$_12.JPG?set_id=880000500F,2,$410.00,"Aug 21, 2022",", preview full size imagebenchmade crooked river custom Knifebenchmade crooked river custom Knife",$205.00,$5.50
https://thumbs.ebaystatic.com/pict/1646585952856464_1.jpg,2,$253.64,"Nov 20, 2021","Benchmade 916 - 8.5"" Folding Knife - 3.5"" / N680 Blade - Belt Clip - USA - BlackBenchmade 916 - 8.5"" Folding Knife - 3.5"" / N680 Blade - Belt Clip - USA - Black",$126.82,$0.00
https://thumbs.ebaystatic.com/pict/1652214531226464_1.jpg,2,$262.00,"Mar 6, 2022","Benchmade 550 Mel Pardue Design Modern Folding Pocket Knife, Partially SerratedBenchmade 550 Mel Pardue Design Modern Folding Pocket Knife, Partially Serrated",$131.00,$0.00
https://thumbs.ebaystatic.com/pict/1652728458366464_1.jpg,2,$199.98,"Jan 8, 2022",Benchmade Wood 15031-2 North Fork Folding KnifeBenchmade Wood 15031-2 North Fork Folding Knife,$99.99,$0.00
https://thumbs.ebaystatic.com/pict/1653692839156464_1.jpg,2,$215.00,"Mar 12, 2022",Benchmade - Mel Pardue Knife - 440C Benchmade - Mel Pardue Knife - 440C ,$107.50,$4.70
https://thumbs.ebaystatic.com/pict/1653693022976464_1.jpg,2,$200.00,"Mar 12, 2022",Benchmade - Mel Pardue Knife - ATS 34Benchmade - Mel Pardue Knife - ATS 34,$100.00,$5.30
https://thumbs.ebaystatic.com/pict/1653811376016464_1.jpg,2,$455.00,"Mar 19, 2022",Benchmade - Osborne - S90V - Folding KnifeBenchmade - Osborne - S90V - Folding Knife,$227.50,$5.00
https://thumbs.ebaystatic.com/pict/1654382096366464_1.jpg,2,$499.90,"May 6, 2022", Benchmade 800S AFCK Tactical Liner Lock Knife - ATS-34 Steel - DISCONTINUED  Benchmade 800S AFCK Tactical Liner Lock Knife - ATS-34 Steel - DISCONTINUED ,$249.95,$10.20
https://i.ebayimg.com/00/s/NzEwWDcyMA==/z/3iIAAOSwIj5il-p6/$_12.JPG?set_id=880000500F,2,$401.00,"Jun 11, 2022",", preview full size imageBenchmade Mini Freek 565-1 Knife Carbon Fiber - S90VBenchmade Mini Freek 565-1 Knife Carbon Fiber - S90V",$200.50,$9.45
https://i.ebayimg.com/00/s/NTQ2WDE1MjY=/z/GHUAAOSwoLliqjzg/$_12.JPG?set_id=880000500F,2,$186.00,"Jun 23, 2022",", preview full size imageBenchmade Griptilian 550Benchmade Griptilian 550",$93.00,$8.25
https://i.ebayimg.com/00/s/MTE1M1gxNTcx/z/isoAAOSwR5tis0qR/$_12.JPG?set_id=880000500F,2,$305.00,"Jun 29, 2022",", preview full size imageBenchmade 906SBKD2 Nitrous Mini-Stryker combo Edge KnifeBenchmade 906SBKD2 Nitrous Mini-Stryker combo Edge Knife",$152.50,$6.25
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/PZAAAOSwpxZiw13S/$_12.JPG?set_id=880000500F,2,$220.00,"Jul 11, 2022",", preview full size imageBenchmade 732 Ares Axis Folding Knife Rare DiscontinuedBenchmade 732 Ares Axis Folding Knife Rare Discontinued",$110.00,$3.80
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/~hEAAOSwZ39iw2Px/$_12.JPG?set_id=880000500F,2,$180.00,"Jul 11, 2022",", preview full size imageBenchmade 595 Mini Boost Folding KnifeBenchmade 595 Mini Boost Folding Knife",$90.00,$3.80
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/X9cAAOSwxilix0pr/$_12.JPG?set_id=880000500F,2,$150.00,"Jul 14, 2022",", preview full size imageBenchmade Mini Griptilian 556 Pocket Knife - S30V Blade Benchmade Mini Griptilian 556 Pocket Knife - S30V Blade ",$75.00,$5.20
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/y7oAAOSw2i5i1Jbu/$_57.JPG?set_id=8800005007,2,$420.00,"Jul 24, 2022",", preview full size imageBenchmade Mini Freek 565-1 Pocket Knife Carbon Fiber CPM-S90V Steel Blade SuperBenchmade Mini Freek 565-1 Pocket Knife Carbon Fiber CPM-S90V Steel Blade Super",$210.00,$0.00
https://thumbs.ebaystatic.com/pict/1749933086906464_1.jpg,2,$104.00,"Oct 28, 2021",Benchmade 537SGY-1 3.38 inch Folding Pocket KnifeBenchmade 537SGY-1 3.38 inch Folding Pocket Knife,$52.00,$6.00
https://thumbs.ebaystatic.com/pict/1751123434016464_1.jpg,2,$149.98,"Jan 20, 2022",BenchMade 535 With Green G10 Handles & Silver Studs With Satin Blade Knife OnlyBenchMade 535 With Green G10 Handles & Silver Studs With Satin Blade Knife Only,$74.99,$4.99
https://thumbs.ebaystatic.com/pict/1751820908816464_1.jpg,2,$592.00,"Mar 5, 2022","Benchmade Rift 950BK-1802 Limited Edition Knife OD/ Tan G-10 (3.67"" Black)Benchmade Rift 950BK-1802 Limited Edition Knife OD/ Tan G-10 (3.67"" Black)",$296.00,$9.45
