Image,Field,Price,Field2,title1,title2,avg_cost,avg_shipping
https://thumbs.ebaystatic.com/pict/1340428919566464_1.jpg,2,$25.02,"Mar 12, 2022",CRKT M16-10KS Carson Design Tanto Combo Edge Frame Lock Black Pocket Knife,,$12.51,$4.50
https://thumbs.ebaystatic.com/pict/1340440778396464_1.jpg,2,$39.00,"Mar 14, 2022",CRKT Li'l Guppie Knife Tool Wrench with Pocket Clip Model H9075 (Discontinued),,$19.50,$5.00
https://thumbs.ebaystatic.com/pict/1340450064586464_1.jpg,2,$69.98,"Mar 21, 2022",TWO CRKT Flipper Drop Point Knife M16-01KS EDC Everyday Carry Tactical Folder,,$34.99,$0.00
https://thumbs.ebaystatic.com/pict/1340561977456464_1.jpg,2,$250.00,"Mar 25, 2022","CRKT Provoke Kinematic Morphing Karambit Folding Knife (2.4"" Black) 4040",,$125.00,$9.45
https://thumbs.ebaystatic.com/pict/1340578661476464_1.jpg,2,$62.00,"Mar 26, 2022",#882 Smooth Titanium CRKT 6130 Jettison Carter Design Frame Lock Flipper Knife ,,$31.00,$0.00
https://thumbs.ebaystatic.com/pict/1340587738416464_1.jpg,2,$40.00,"Mar 24, 2022",#674 Stainless CRKT 5520 Delilah's P.E.C.K. Wharncliffe FrameLock Knife,,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1340791364196464_1.jpg,2,$34.00,"Apr 8, 2022",CRKT Lake III 7255Z Folding Knife Discontinued Model,,$17.00,$2.99
https://thumbs.ebaystatic.com/pict/1340940149926464_1.jpg,2,$100.00,"Apr 30, 2022",CRKT FOLDING FLIPPER KNIFE BUD NEALY DESIGN MADE IN TAIWAN NEVER USED,,$50.00,$5.00
https://thumbs.ebaystatic.com/pict/1340954469756464_1.jpg,2,$66.00,"Apr 29, 2022",#235 Black CRKT M 16-14SFG Veff Serrated Tanto G10 Liner Lock Knife W/LAWKS,,$33.00,$0.00
https://thumbs.ebaystatic.com/pict/1341183222096464_1.jpg,2,$41.00,"May 19, 2022",#497 Black CRKT M 16-12Z Serrated Tanto Stainless LinerLock Knife,,$20.50,$0.00
https://thumbs.ebaystatic.com/pict/1341280532966464_1.jpg,2,$32.10,"May 31, 2022",#635 Gray CRKT 6450S Drifter Liner Lock Knife,,$16.05,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/q3QAAOSwR9dip7XS/$_57.JPG?set_id=8800005007,2,$64.00,"Jun 19, 2022",,#897 Black CRKT 7096 CEO Rogers Design LinerLock Shirt Pocket Knife,$32.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/cRUAAOSw-oJim8ct/$_12.JPG?set_id=880000500F,2,$80.00,"Jun 25, 2022",,CRKT NIRK TIGHE 2 Folding Knife 5240 Excellent,$40.00,$5.30
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/wG0AAOSwIS5i0bTi/$_57.JPG?set_id=8800005007,2,$52.16,"Jul 21, 2022",,#343 SNAP-ON Black CRKT SEKC70AAKR Slacker Outburst Assisted Opening Knife IKBS,$26.08,$0.00
https://thumbs.ebaystatic.com/pict/1444071968696464_1.jpg,2,$50.00,"Feb 15, 2022",CRKT Pilar Folding Pocket Knife 5311,,$25.00,$0.00
https://thumbs.ebaystatic.com/pict/1444072078696464_1.jpg,2,$50.00,"Mar 10, 2022",CRKT M16-03Z Carson Design Folding Pocket Knife,,$25.00,$0.00
https://thumbs.ebaystatic.com/pict/1444072085686464_1.jpg,2,$58.00,"Feb 17, 2022",CRKT M16-12Z Folding Pocket Knife,,$29.00,$0.00
https://thumbs.ebaystatic.com/pict/1444073580266464_1.jpg,2,$79.00,"Mar 3, 2022",CRKT M21-14SFG Pocket Knife,,$39.50,$0.00
https://thumbs.ebaystatic.com/pict/1444351025116464_1.jpg,2,$120.00,"Mar 5, 2022",CRKT M16-14T Carson Design Folding Pocket Knife,,$60.00,$6.00
https://thumbs.ebaystatic.com/pict/1444443017806464_1.jpg,2,$73.98,"Mar 9, 2022",CRKT M16-14ZLEK CARSON RESCUE FLIPPER KNIFE LARGE AUTO LAWKS COMBO EDGE TANTO,,$36.99,$6.15
https://thumbs.ebaystatic.com/pict/1444484795946464_1.jpg,2,$18.00,"Mar 16, 2022",CRKT MT. RAINER FOLDING POCKET KNIFE,,$9.00,$6.15
https://thumbs.ebaystatic.com/pict/1444526843026464_1.jpg,2,$66.00,"Mar 16, 2022",CRKT M21-04G CARSON FLIPPER LARGE FOLDING KNIFE LINERLOCK AUTO LAWKS PLAIN EDGE,,$33.00,$5.46
https://thumbs.ebaystatic.com/pict/1444535244986464_1.jpg,2,$20.00,"Mar 10, 2022",CRKT P21Gallagher Design Folding Knife Blue Point,,$10.00,$9.45
https://thumbs.ebaystatic.com/pict/1444536505576464_1.jpg,2,$32.98,"Mar 17, 2022",CRKT M21-10KSF CARSON DESIGN FOLDING KNIFE SERRATED,,$16.49,$6.00
https://thumbs.ebaystatic.com/pict/1444536728406464_1.jpg,2,$25.24,"Mar 16, 2022",Orange CRKT M16-13ZER Serrated Spearpoint Stainless LinerLock Knife,,$12.62,$2.09
https://thumbs.ebaystatic.com/pict/1444592393176464_1.jpg,2,$11.12,"Mar 19, 2022",CRKT IKE FOLDING POCKET KNIFE AUTO LAWKS,,$5.56,$5.50
https://thumbs.ebaystatic.com/pict/1444592447116464_1.jpg,2,$32.98,"Mar 20, 2022",CRKT M21-10KSF FOLDING POCKET KNIFE,,$16.49,$5.50
https://thumbs.ebaystatic.com/pict/1444592487376464_1.jpg,2,$13.00,"Mar 22, 2022",CRKT M16-10KS FOLDING POCKET KNIFE,,$6.50,$0.83
https://thumbs.ebaystatic.com/pict/1444592506196464_1.jpg,2,$26.00,"Mar 22, 2022",CRKT DRIFTER FOLDING POCKET KNIFE,,$13.00,$1.59
https://thumbs.ebaystatic.com/pict/1444592513636464_1.jpg,2,$25.00,"Mar 20, 2022",CRKT M21-10KSF FOLDING POCKET KNIFE,,$12.50,$2.31
https://thumbs.ebaystatic.com/pict/1444592578956464_1.jpg,2,$19.40,"Mar 22, 2022",CRKT M16-01KS FOLDING POCKET KNIFE,,$9.70,$1.18
https://thumbs.ebaystatic.com/pict/1444592588566464_1.jpg,2,$35.00,"Mar 22, 2022",CRKT RUGER FOLLOW THROUGH FOLDING POCKET KNIFE,,$17.50,$2.14
https://thumbs.ebaystatic.com/pict/1444592622276464_1.jpg,2,$23.00,"Mar 20, 2022",CRKT M21-10KSF FOLDING POCKET KNIFE,,$11.50,$2.11
https://thumbs.ebaystatic.com/pict/1444594240686464_1.jpg,2,$12.02,"Mar 22, 2022",CRKT POINT GUARD BLACK AND GREEN FOLDING POCKET KNIFE,,$6.01,$0.73
https://thumbs.ebaystatic.com/pict/1444594300656464_1.jpg,2,$58.00,"Mar 21, 2022",CRKT LIL GUPPIE DISCONTINUED FOLDING POCKET KNIFE MULT TOOL H9075K,,$29.00,$3.09
https://thumbs.ebaystatic.com/pict/1444594327376464_1.jpg,2,$52.00,"Mar 21, 2022",CRKT TOOL FOLDING POCKET KNIFE MULTI TOOL DISCONTINUED,,$26.00,$2.76
https://thumbs.ebaystatic.com/pict/1444594351436464_1.jpg,2,$20.80,"Mar 22, 2022",CRKT M16-10KSF FOLDING POCKET KNIFE,,$10.40,$1.27
https://thumbs.ebaystatic.com/pict/1444602810276464_1.jpg,2,$32.98,"Mar 20, 2022",CRKT MARZITLLI PROWLER 6113KG FOLDING POCKET KNIFE,,$16.49,$5.40
https://thumbs.ebaystatic.com/pict/1444602824896464_1.jpg,2,$2.50,"Mar 21, 2022",CRKT DRIFTER FOLDING POCKET KNIFE,,$1.25,$0.43
https://thumbs.ebaystatic.com/pict/1444602837966464_1.jpg,2,$30.00,"Mar 21, 2022",CRKT PAZODA RED FRAME FOLDING POCKET KNIFE,,$15.00,$5.07
https://thumbs.ebaystatic.com/pict/1444683121426464_1.jpg,2,$52.00,"Mar 23, 2022",CRKT 1190 Drip Tighe Assisted Opening Folding Knife,,$26.00,$0.00
https://thumbs.ebaystatic.com/pict/1444683202166464_1.jpg,2,$40.00,"Apr 8, 2022",CRKT Drifter 6450S Folding Framelock Pocket Knife,,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1444851691806464_1.jpg,2,$37.40,"Apr 8, 2022","NTSA  CRKT ""GALLAGER DESIGN""""BADGER"" 4 "" CLOSED LINER LOCK  POCKET KNIFE CRK B21",,$18.70,$4.60
https://thumbs.ebaystatic.com/pict/1444874520306464_1.jpg,2,$90.00,"Apr 12, 2022","CRKT Key chain pocket knife ,Ashworth Turtle ",,$45.00,$4.65
https://thumbs.ebaystatic.com/pict/1444982510706464_1.jpg,2,$141.38,"Apr 20, 2022",CRKT Daktyl 5151 Hitchcock Design Folding Pocket Knife,,$70.69,$4.00
https://thumbs.ebaystatic.com/pict/1445585449276464_1.jpg,2,$50.00,"May 28, 2022",CRKT Endorser 1105K Assisted Pocket Knife,,$25.00,$0.00
https://thumbs.ebaystatic.com/pict/1445585525506464_1.jpg,2,$40.00,"May 23, 2022",CRKT Pike's Peak 6601 RKG Pocket Knife,,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1445586912226464_1.jpg,2,$30.98,"May 23, 2022",CRKT Squid 2490KS Folding Knife,,$15.49,$5.40
https://thumbs.ebaystatic.com/pict/1445679781786464_1.jpg,2,$90.00,"May 27, 2022",CRKT 2903 Hissatsu Williams Design Assisted Tactical Folding Knife Never Carried,,$45.00,$5.50
https://thumbs.ebaystatic.com/pict/1445692597606464_1.jpg,2,$52.00,"May 31, 2022",CRKT Ken Onion Eros Large Gentleman's Folding Knife K456XXP. Good Used Condition,,$26.00,$5.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/u6kAAOSwjFRinBRn/$_57.JPG?set_id=880000500F,2,$49.00,"Jun 14, 2022",,CRKT Fossil 5470 Folding Pocket Knife,$24.50,$4.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/g70AAOSw79lioU9w/$_12.JPG?set_id=880000500F,2,$70.20,"Jun 10, 2022",,Knife and hatchet bundle for camping or outdoors,$35.10,$9.90
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/WEYAAOSw4jBivdjC/$_57.JPG?set_id=8800005007,2,$50.00,"Jun 30, 2022",,CRKT K415KXP Ripple Ken Onion Design Flipper Knife,$25.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/tWMAAOSw19FiveLe/$_57.JPG?set_id=8800005007,2,$80.00,"Jul 17, 2022",,CRKT Williams Heiho 2900 Assisted Pocket Knife,$40.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/5E4AAOSwGlFivjGx/$_57.JPG?set_id=8800005007,2,$50.00,"Jul 13, 2022",,Crkt Li'l Guppie 9075 Knife ,$25.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/XsoAAOSwcB1iGwun/$_12.JPG?set_id=880000500F,2,$45.00,"Jul 25, 2022",,CRKT 1161 McGinnis /Tuition Liner Lock Knife Black w/ Rainbow Frame DISCONTINUED,$22.50,$6.25
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/DxgAAOSwRCpi7Tmx/$_57.JPG?set_id=8800005007,2,$30.00,"Aug 20, 2022",,CRKT 6480 Pazoda Folding Pocket Knife ,$15.00,$0.00
https://thumbs.ebaystatic.com/pict/1547486684846464_1.jpg,2,$311.00,"Dec 21, 2021",Discontinued ￼CRKT Yukanto Knife 2930 Rare Hard To Find James Williams Design,,$155.50,$8.50
https://thumbs.ebaystatic.com/pict/1548406326136464_1.jpg,2,$40.00,"Feb 28, 2022","CRKT M16-03Z EDC Folding Pocket Knife: Everyday Carry, Satin Blade",,$20.00,$0.00
https://thumbs.ebaystatic.com/pict/1549519409386464_1.jpg,2,$340.00,"Apr 23, 2022","CRKT 4042 Provoke 1st Responder 2.4"" Karambit Knife",,$170.00,$9.65
https://thumbs.ebaystatic.com/pict/1549946283196464_1.jpg,2,$40.00,"May 15, 2022",CRKT CEO Richard Rogers Design Pocket Knife - 7096,,$20.00,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/IBgAAOSwV5tio34z/$_12.JPG?set_id=880000500F,2,$79.98,"Jul 17, 2022",,CRKT 4013 Michael Walker BladeLock Combo Edge Folding Knife,$39.99,$5.00
https://i.ebayimg.com/00/s/OTQ0WDE2MDA=/z/d9EAAOSwTE1ix3bZ/$_12.JPG?set_id=880000500F,2,$40.00,"Jul 18, 2022",,CRKT LCK+ 3802K Spring assisted knife,$20.00,$4.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/nNgAAOSwf4NizKnJ/$_12.JPG?set_id=880000500F,2,$50.00,"Jul 16, 2022",,CRKT K415KXP Ripple Ken Onion Design Flipper Knife EXC+,$25.00,$4.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/pdUAAOSwRkpizKox/$_12.JPG?set_id=880000500F,2,$112.00,"Jul 23, 2022",,CRKT  Hissatsu Williams Design Assisted Tactical Folding Pocket Knife,$56.00,$0.00
https://thumbs.ebaystatic.com/pict/1650583918436464_1.jpg,2,$111.90,"Oct 15, 2021",CRKT Special Forces G10 M16-14SFG Folding Pocket Knife,,$55.95,$0.00
https://thumbs.ebaystatic.com/pict/1653811591756464_1.jpg,2,$21.00,"Mar 19, 2022",CRKT - 5510 Ed - Folding Knife - K.I.S.S.,,$10.50,$4.70
https://thumbs.ebaystatic.com/pict/1654283667586464_1.jpg,2,$54.00,"Apr 14, 2022",crkt hootenanny used pocket knife crkt knife,,$27.00,$0.00
https://thumbs.ebaystatic.com/pict/1654547731026464_1.jpg,2,$30.00,"May 5, 2022",CRKT Endorser 1105K Lerch Design Single Blade Black Pocket Knife Lerch Design,,$15.00,$4.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vTcAAOSwtJdinQiX/$_32.JPG?set_id=880000500F,2,$235.00,"Jun 13, 2022",,￼CRKT Yukanto Knife 2930 RARE and DISCONTINUED James Williams Blade Design,$117.50,$8.70
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/~IsAAOSwGelipmZM/$_12.JPG?set_id=880000500F,2,$52.00,"Jun 19, 2022",,CRKT Carson Design M21-10KSF “The Legion” Pocket Knife,$26.00,$5.40
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ATIAAOSwLNti1xlo/$_12.JPG?set_id=880000500F,2,$45.00,"Jul 25, 2022",,CRKT Prequel Field Strip Technology Folding Knife,$22.50,$5.00
https://thumbs.ebaystatic.com/pict/1751951088226464_1.jpg,2,$40.00,"Mar 11, 2022",crkt M16-01ksCarson Design folding knife,,$20.00,$5.00
https://thumbs.ebaystatic.com/pict/1752008621296464_1.jpg,2,$236.00,"Mar 21, 2022",CRKT Folding Razel Knife 4030 MINT DISCONTINUED,,$118.00,$0.00
https://thumbs.ebaystatic.com/pict/1752293887156464_1.jpg,2,$146.00,"Apr 12, 2022",CRKT 7353 E-Lock Starlight folding knife MINT DISCONTINUED,,$73.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/udMAAOSw4pxio2f7/$_12.JPG?set_id=880000500F,2,$45.98,"Jun 22, 2022",,CRKT Knife Ignitor,$22.99,$5.95
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/o6gAAOSwQW1iuOo4/$_12.JPG?set_id=880000500F,2,$34.99,"Jul 27, 2022",,CRKT Squid 2490KS Folding Knife,$17.50,$0.00
https://thumbs.ebaystatic.com/pict/1853779935296464_1.jpg,2,$45.98,"Apr 21, 2022","CRKT ""MT. RAINIER"" 4"" CLOSED LINER LOCK POCKET KNIFE",,$22.99,$4.65
https://thumbs.ebaystatic.com/pict/1853779955066464_1.jpg,2,$31.98,"Apr 20, 2022",CRKT M16 -10KZ Folding Lock Back Knife Carson Design w/ Safety Lock Button,,$15.99,$4.65
https://thumbs.ebaystatic.com/pict/1854084946996464_1.jpg,2,$53.98,"May 10, 2022",CRKT K300KXP Hootenanny Ken Onion Design Folding Pocket Knife ,,$26.99,$4.65
https://thumbs.ebaystatic.com/pict/1854219455436464_1.jpg,2,$59.98,"May 19, 2022",3 - Pocket Knife Knives - CRKT Carson Design M16-13 CRKT North American Hunting,,$29.99,$8.85
https://i.ebayimg.com/00/s/MTYwMFgxMjE3/z/KTMAAOSw4MlisiYu/$_57.JPG?set_id=8800005007,2,$50.00,"Jun 30, 2022",,"CRKT Key chain pocket knife ,Ashworth Turtle",$25.00,$5.50
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/49sAAOSwsqNim~T4/$_12.JPG?set_id=880000500F,2,$40.00,"Jul 24, 2022",,Brown/Black CRKT Endorser Lerch Design 1105K Folding Pocket Knife,$20.00,$4.38
https://i.ebayimg.com/00/s/MTAxOFgxNjAw/z/4p4AAOSwZbhjCl4C/$_57.JPG?set_id=8800005007,2,$24.95,"Aug 30, 2022",,"CRKT Drifter Folding Knife 2.875 "" 8CR14Mov S.S. Blade G10 Handle 2.4OZ W.T.",$12.48,$5.18
https://thumbs.ebaystatic.com/pict/1948713004806464_1.jpg,2,$31.00,"Mar 4, 2022","CRKT M16-01KZ BLACK EDC FLIPPER KNIFE AUTO 3 1/8"" SPEAR POINT ~ #13",,$15.50,$4.25
https://thumbs.ebaystatic.com/pict/1948975727366464_1.jpg,2,$43.98,"Mar 14, 2022",CRKT M16-10KS Tanto Partially Serrated Folding Frame lock Pocket Knife,,$21.99,$5.50
https://thumbs.ebaystatic.com/pict/1949006038946464_1.jpg,2,$66.00,"Mar 16, 2022",CRKT CRKBP22 Blue Point Linerlock Folding Knife,,$33.00,$5.30
https://thumbs.ebaystatic.com/pict/1950672732106464_1.jpg,2,$79.98,"May 26, 2022",CRKT Directive Tanto 1062 Lerch Design Pocket Knife,,$39.99,$6.00
https://thumbs.ebaystatic.com/pict/1950674582726464_1.jpg,2,$399.98,"May 27, 2022",RARE/RARE CRKT K405KXS Blue Ripple Ken Onion Design 1st Production Folding Knife,,$199.99,$5.20
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/z3MAAOSwksBipTnY/$_12.JPG?set_id=880000500F,2,$142.00,"Jun 19, 2022",,CRKT Pharaoh 1131 Elishewitz Design Button Lock Folding Knife,$71.00,$6.00
https://thumbs.ebaystatic.com/pict/2035095680296464_1.jpg,2,$49.90,"Sep 2, 2021",CRKT M16-01S Carson Design Folding Pocket Knife Plain Edge Frame Lock Black SS,,$24.95,$0.00
https://thumbs.ebaystatic.com/pict/2036238287756464_1.jpg,2,$89.90,"Oct 5, 2021"," CRKT Special Forces M16-14SFG Pocket Knife, Serrated Tanto, Black",,$44.95,$0.00
https://thumbs.ebaystatic.com/pict/2038052808556464_1.jpg,2,$30.00,"Mar 5, 2022",CRKT Carson Design M16-01S Pocket Knife BROKEN BLADE TIP,,$15.00,$0.00
https://thumbs.ebaystatic.com/pict/2039475791906464_1.jpg,2,$82.00,"May 18, 2022",CRKT POCKET KNIFE LOT - OVERLAND SCHWARZ - PIET VOXNAES - VG COND - NR,,$41.00,$5.00
https://thumbs.ebaystatic.com/pict/2039604395836464_1.jpg,2,$48.06,"May 25, 2022",COLUMBIA RIVER KNIFE TOOLS CRKT 4635 OCHS BEV-EDGE LOCKBACK FOLDING KNIVESPOCKET,,$24.03,$6.05
https://thumbs.ebaystatic.com/pict/2039680711836464_1.jpg,2,$45.00,"May 29, 2022",CRKT Drifter 6460K Combo Black Liner Lock Folding Pocket Knife,,$22.50,$4.75
