Image,url,item,Field4,price,shipping,Data_field
https://i.ebayimg.com/00/s/OTc4WDExMzQ=/z/qEkAAOSwMDZjMr~m/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265906536039?nordt=true&orig_cvip=true&rt=nc,Kershaw Black Horse Japan Kai Folding Blade Pocket Knife~Nice!,"Sep 29, 2022",$39.99,$3.50,265906536039
https://i.ebayimg.com/00/s/OTM2WDE2MDA=/z/O-YAAOSwX9djLSmh/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/165689557305?nordt=true&orig_cvip=true&rt=nc,Kershaw KAI 2420 Folding Liner Action Knife Unused Factory Edge Japan,"Sep 29, 2022",$80.00,$0.00,165689557305
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/zpQAAOSwX6pjMp2O/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125533378157?nordt=true&orig_cvip=true&rt=nc,Kershaw 1550ST BlackOut All Black Ken Onion USA Assisted Pocket Knife Rare (990),"Sep 29, 2022",$74.99,$8.95,125533378157
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/My4AAOSwknBjI3MA/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/275462078863?nordt=true&orig_cvip=true&rt=nc,Kershaw Concierge 4020 EDC Folding Knife Linerlock Black G10 8Cr13MoV,"Sep 29, 2022",$18.00,$0.00,275462078863
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/kyEAAOSwOLljL9TA/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125530047725?nordt=true&orig_cvip=true&rt=nc,Kershaw Leek 1660PUR Purple SpeedSafe USA Assisted Open Pocket Knife Used (968),"Sep 29, 2022",$39.99,$4.60,125530047725
https://i.ebayimg.com/00/s/OTAxWDE1NTU=/z/bdcAAOSwvr5jGRbq/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265874886683?nordt=true&orig_cvip=true&rt=nc,Kershaw Ken Onion USA 1620PUR Scallion Spring Assist Knife! ,"Sep 29, 2022",$28.47,$0.00,265874886683
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/BJQAAOSw6CNiboj6/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/363828281698?nordt=true&orig_cvip=true&rt=nc,Kershaw Link 1776 Knife - Black (Discontinued)  (No Pocket Clip),"Sep 29, 2022",$27.50,$25.00,363828281698
https://i.ebayimg.com/00/s/NjE1WDEzNzA=/z/sV4AAOSw2eFjD9DD/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/403860816095?nordt=true&orig_cvip=true&rt=nc,Kershaw 3930 Flitch Black GFN Handle Speedsafe Assisted Pocket Knife,"Sep 28, 2022",$14.99,$0.00,403860816095
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/drgAAOSwN6ZjBsL3/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265848765774?nordt=true&orig_cvip=true&rt=nc,Kershaw 1605ST Clash Tactical Linerlock Folding Assisted Open Knife!!!,"Sep 28, 2022",$14.97,$0.00,265848765774
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/8ecAAOSwJFVjL4bx/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/165693116758?nordt=true&orig_cvip=true&rt=nc,1 KERSHAW 1440 KNIFE SNAP-ON JAPAN   Camping Fishing EDC       Lot Z41,"Sep 28, 2022",$39.00,$6.00,165693116758
https://i.ebayimg.com/00/s/OTY3WDE1MzQ=/z/umAAAOSwfJFjDsT~/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255702595972?nordt=true&orig_cvip=true&rt=nc,Kershaw 8700PURBW Shuffle Linerlock Purple Folding Knife Pocket Folder! ,"Sep 28, 2022",$14.41,$0.00,255702595972
https://i.ebayimg.com/00/s/NzkxWDE1ODc=/z/6lwAAOSwtW5jMO8c/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/255744659025?nordt=true&orig_cvip=true&rt=nc,Kershaw Blur Ken Onion Assisted Serrated Folding Blade Knife 1670TBLKST Made USA,"Sep 28, 2022",$24.99,$0.00,255744659025
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/tlsAAOSwgsxjK9h4/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/195366375812?nordt=true&orig_cvip=true&rt=nc,"Kershaw Emerson 6064RNBLK CQC-5K Folding Knife Black Blade, Tan G10 Handle","Sep 28, 2022",$20.00,$5.50,195366375812
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OzMAAOSwS8tjLmAe/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134247556919?nordt=true&orig_cvip=true&rt=nc,Kershaw 1555TI Cryo Gray Titanium Coated SpeedSafe Assisted Opening Knife ,"Sep 28, 2022",$6.50,$5.30,134247556919
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/j38AAOSwwIxjK8mP/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/134244640067?nordt=true&orig_cvip=true&rt=nc,Kershaw Volt SS 3655 Stainless Steel  Assist Folding  knife GREAT CONDITION!!!!!,"Sep 28, 2022",$21.20,$5.25,134244640067
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GjIAAOSwkndjGKeV/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255714753329?nordt=true&orig_cvip=true&rt=nc,Kershaw 3935 Flourish Carbon Fiber G10 Handle SpeedSafe Assisted Knife!!!,"Sep 28, 2022",$24.81,$0.00,255714753329
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/2eAAAOSwsPtjK776/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255738315253?nordt=true&orig_cvip=true&rt=nc,"KERSHAW 1660ST Leek knife,  Assisted, Serrated, Stainless,  Ken Onion Design! ","Sep 28, 2022",$36.09,$0.00,255738315253
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/UIEAAOSw3-NjNOZU/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/374279876805?nordt=true&orig_cvip=true&rt=nc,Kershaw 1760 Skyline Knife Black Handle Liner Lock Made in USA I3022,"Sep 28, 2022",$75.00,$0.00,374279876805
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/XtIAAOSw7WJjISFE/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255725556345?nordt=true&orig_cvip=true&rt=nc,Kershaw Asset 1930 Assisted Opening Pocket Knife!,"Sep 28, 2022",$21.63,$0.00,255725556345
https://i.ebayimg.com/00/s/MTA1OVgxNjAw/z/2ykAAOSwh-JjLeRQ/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/363990691201?nordt=true&orig_cvip=true&rt=nc,Red Blackwashed Kershaw Leek Straight Edge Blade Pocket Knife 1660RDBW Assisted,"Sep 28, 2022",$30.00,$0.00,363990691201
https://i.ebayimg.com/00/s/NzIxWDExOTk=/z/kSMAAOSwVIBjLlWX/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255741464021?nordt=true&orig_cvip=true&rt=nc,Used Kershaw 1620 Pocket Knife,"Sep 28, 2022",$17.05,$4.00,255741464021
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Ca0AAOSwCD1ivIz5/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144626685688?nordt=true&orig_cvip=true&rt=nc,Kershaw 1835TBLKST Pocket Knife,"Sep 28, 2022",$21.00,$0.00,144626685688
https://i.ebayimg.com/00/s/NzE1WDEyMDA=/z/yMoAAOSwkjFjLlNn/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255741452649?nordt=true&orig_cvip=true&rt=nc,Used Kershaw 3430 Pocket Knife,"Sep 28, 2022",$8.50,$4.00,255741452649
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EDUAAOSwJABjK62W/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/314156885951?nordt=true&orig_cvip=true&rt=nc,KERSHAW SCALLION USA SPEED ASSIST A/O 1620   ONION KNIFE 1620  WITH OUT CLIP,"Sep 28, 2022",$5.00,$5.25,314156885951
https://i.ebayimg.com/00/s/MTE0MlgxNjAw/z/MjEAAOSwrrRjK3FQ/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/325351891167?nordt=true&orig_cvip=true&rt=nc,"Kershaw 1620GRN Scallion Knife, A/O, Green - Company Name on Blade - Very Good","Sep 28, 2022",$22.31,$3.95,325351891167
https://i.ebayimg.com/00/s/NzYwWDc2MA==/z/P3cAAOSwXbJjGV~B/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125535071668?nordt=true&orig_cvip=true&rt=nc,Kershaw Assisted Open Blue BlackWash Blade Folding Pocket Knife,"Sep 28, 2022",$25.99,$0.00,125535071668
https://i.ebayimg.com/00/s/OTUyWDE0Njc=/z/ad0AAOSwVBJi9tCb/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/225175670359?nordt=true&orig_cvip=true&rt=nc,Lot of 2 Kershaw Volt II 3650 Clash 1605 Blackwashed Leek Knife Assisted,"Sep 28, 2022",$16.25,$0.00,225175670359
https://i.ebayimg.com/00/s/ODU4WDEzNTE=/z/mb4AAOSwoFRjKSNh/$_57.PNG?set_id=880000500F,https://www.ebay.com/itm/403895802974?nordt=true&orig_cvip=true&rt=nc,Lot 3 Kershaw 1555TI 8700BLK 1310WM Pocket Knife Blade SpeedSafe Assisted,"Sep 28, 2022",$25.15,$0.00,403895802974
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Y50AAOSwlopjK5Rw/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115535469150?nordt=true&orig_cvip=true&rt=nc,Kershaw 1600 Chive Onion Design Folding Pocket Knife Plain Edge Frame Assisted,"Sep 28, 2022",$27.00,$5.50,115535469150
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mdoAAOSwb2RjK2fW/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/195365614115?nordt=true&orig_cvip=true&rt=nc,Kershaw  Link USA Made pocket knife,"Sep 28, 2022",$46.46,$5.10,195365614115
https://i.ebayimg.com/00/s/Njg5WDEwODQ=/z/O-gAAOSwp5JjMyZ~/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265906572118?nordt=true&orig_cvip=true&rt=nc,KERSHAW 1620RD Scallion FOLDING Assisted Opening KNIFE Red USA,"Sep 28, 2022",$10.00,$5.25,265906572118
https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/9HUAAOSw0cVic-XB/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/255522301715?nordt=true&orig_cvip=true&rt=nc,KERSHAW POCKET KNIFE 3655 VOLT ASSISTED OPENING   ,"Sep 28, 2022",$12.00,$4.99,255522301715
https://i.ebayimg.com/00/s/NzU3WDE2MDA=/z/9okAAOSw1IJjLfk7/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284977571132?nordt=true&orig_cvip=true&rt=nc,Kershaw 1670TBLKST Ken Onion Blur Assisted Folding Knife Combo 14C28N Blade #P50,"Sep 28, 2022",$44.00,$6.00,284977571132
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/19EAAOSw7gpihmx5/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144561589807?nordt=true&orig_cvip=true&rt=nc,KERSHAW SPEEDSAFE 1990 ASSISTED FOLDING KNIFE,"Sep 28, 2022",$17.50,$0.00,144561589807
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/aQAAAOSwz-Zi7AHU/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144669813264?nordt=true&orig_cvip=true&rt=nc,KERSHAW SPEEDSAFE 1990 ASSISTED FOLDING KNIFE,"Sep 28, 2022",$17.50,$0.00,144669813264
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/BoMAAOSwd4Ni7AF~/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144669809020?nordt=true&orig_cvip=true&rt=nc,KERSHAW SPEEDSAFE 1990 ASSISTED FOLDING KNIFE,"Sep 28, 2022",$17.50,$0.00,144669809020
https://i.ebayimg.com/00/s/NzU3WDE2MDA=/z/OCgAAOSw6SJjLfZw/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284977558267?nordt=true&orig_cvip=true&rt=nc,"Kershaw 1605ST Clash Assisted Flipper Knife 3"" Bead Blast Combo Blade #P47","Sep 28, 2022",$10.50,$1.65,284977558267
https://i.ebayimg.com/00/s/MzM0WDE2MDA=/z/e-wAAOSwKMpjM0c5/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125534459915?nordt=true&orig_cvip=true&rt=nc,Kershaw 2021Promo1 Model Folding Blade Pocket Knife~Black,"Sep 28, 2022",$9.99,$5.20,125534459915
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/U-wAAOSwnwBjD6Ii/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/374235665153?nordt=true&orig_cvip=true&rt=nc,Kershaw Amplitude 3870 Pocket Knife ,"Sep 28, 2022",$22.00,$0.00,374235665153
https://i.ebayimg.com/00/s/Nzc5WDEyNTQ=/z/V-MAAOSwlddjLeHA/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/304638271057?nordt=true&orig_cvip=true&rt=nc,Kershaw Emerson 6024BLK CQC-2K Folding Knife Used,"Sep 28, 2022",$31.00,$0.00,304638271057
https://i.ebayimg.com/00/s/MTUxNVgxNjAw/z/zFYAAOSwmzdjL4hl/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/325356018665?nordt=true&orig_cvip=true&rt=nc,Kershaw Kuro SpeedSafe Spring Assist Tactical Knife 1835TBLKST,"Sep 28, 2022",$15.00,$3.99,325356018665
https://i.ebayimg.com/00/s/OTI0WDE1ODc=/z/JxMAAOSwIyRjDh8B/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/165694473483?nordt=true&orig_cvip=true&rt=nc,Kershaw 1670RDSO BLUR Snap-On Pocket Knife Speed-safe Liner Lock USA /2004,"Sep 28, 2022",$100.00,$8.41,165694473483
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/0IgAAOSw3GljLHqt/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730389983?nordt=true&orig_cvip=true&rt=nc,Kershaw Filter 1306BW Folding Pocket Knife ,"Sep 28, 2022",$10.00,$0.00,144730389983
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/oSwAAOSwuzBjINmJ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125524250508?nordt=true&orig_cvip=true&rt=nc,KERSHAW KAI 1830 OSO SWEET ASSISTED LINER LOCK FOLDING POCKET KNIFE,"Sep 28, 2022",$11.50,$5.40,125524250508
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/LDkAAOSw9EdjLaCd/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/374270337613?nordt=true&orig_cvip=true&rt=nc,#283 Black Kershaw 1605 Clash Assisted Opening Liner Lock Knife ,"Sep 28, 2022",$13.00,$0.00,374270337613
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3zgAAOSwJFpjLZJs/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/134246668021?nordt=true&orig_cvip=true&rt=nc,#279 Black Kershaw 1987 RJ Tactical 3.0 Speedsafe Assisted Liner Lock Knife,"Sep 28, 2022",$23.50,$0.00,134246668021
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/nYEAAOSwf7djMgh2/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/363993969297?nordt=true&orig_cvip=true&rt=nc,Kershaw Brawler 1990 Speedsafe Assisted Open Folding Pocket Knife,"Sep 28, 2022",$20.69,$5.30,363993969297
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/rc8AAOSwpLFjKyLU/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/385128149092?nordt=true&orig_cvip=true&rt=nc,"NTSA KERSHAW KAI USA ""BLACKOUT"" LINER LOCK POCKET KNIFE 4 1/2"" CLOSED #1550 ","Sep 28, 2022",$81.55,$5.50,385128149092
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/aOcAAOSwQeFjKg3n/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/204098716993?nordt=true&orig_cvip=true&rt=nc,Kershaw Ferrite Framelock A/O Carbonitride Titanium Handle Folding Knife 1557ti,"Sep 28, 2022",$8.50,$5.40,204098716993
https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/o5IAAOSwwi1jM5od/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/265907113485?nordt=true&orig_cvip=true&rt=nc,"KERSHAW RJ MARTIN 1730SS FOLDING POCKET KNIFE 3"" BLADE 7"" W/ HANDLE","Sep 28, 2022",$19.00,$0.00,265907113485
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/o-8AAOSwNudjMqJn/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125533390999?nordt=true&orig_cvip=true&rt=nc,Kershaw Leek 1660GRYBW Gray Handle BlackWash SpeedSafe USA Assisted Knife (991),"Sep 28, 2022",$29.99,$5.00,125533390999
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/IWMAAOSwZ29jMRGg/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/403906135562?nordt=true&orig_cvip=true&rt=nc,Kershaw VTG Black Horse 1060 Japan Lockback Folding Knife,"Sep 28, 2022",$29.00,$6.00,403906135562
https://i.ebayimg.com/00/s/NzU3WDE2MDA=/z/Zv8AAOSwOadi1w2A/$_32.JPG?set_id=880000500F,https://www.ebay.com/itm/175357147742?nordt=true&orig_cvip=true&rt=nc,Kershaw 1375 Valve Model Assisted Opening Knife Excellent Condition,"Sep 28, 2022",$9.97,$5.25,175357147742
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/EwwAAOSwteRijOET/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/175293749280?nordt=true&orig_cvip=true&rt=nc,Kershaw 1605CKTST CLASH Black assist open serrate linelock knife With Wear,"Sep 28, 2022",$14.00,$0.00,175293749280
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/-y8AAOSwsgdjHmaX/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/363990954015?nordt=true&orig_cvip=true&rt=nc,Kershaw Whirlwind 1560 Knife - Black ** Discontinued**,"Sep 28, 2022",$75.00,$5.00,363990954015
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/6u0AAOSwayhjMyzw/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/385138913842?nordt=true&orig_cvip=true&rt=nc,Kershaw Emerson 6034 USCCA Folding Knife Perfect Shape! ��1074,"Sep 27, 2022",$31.99,$2.99,385138913842
https://i.ebayimg.com/00/s/NTA0WDE2MDA=/z/mJoAAOSwPApjK5N5/$_57.PNG?set_id=880000500F,https://www.ebay.com/itm/225173004533?nordt=true&orig_cvip=true&rt=nc,"1600 Kershaw Chive Knife plain Blade 3"" frame lock!!! NEW FLAG DESIGN! NICE!","Sep 27, 2022",$24.99,$0.00,225173004533
https://i.ebayimg.com/00/s/NjMwWDE2MDA=/z/i~sAAOSw4ChjLS0S/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/234705161426?nordt=true&orig_cvip=true&rt=nc,Kershaw Folding Knife Knives Leek 1660OL and 1660 FRAME LOCK Assist Open Axxo,"Sep 27, 2022",$36.50,$6.50,234705161426
https://i.ebayimg.com/00/s/NzkwWDE2MDA=/z/8fkAAOSwQ0djLSte/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/234705159711?nordt=true&orig_cvip=true&rt=nc,Kershaw Folding Knife Knives Leek 1660GRYBW and 1660 FRAME LOCK Assisted  Axxo,"Sep 27, 2022",$36.50,$6.50,234705159711
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/850AAOSwxptjKfZq/$_57.PNG?set_id=880000500F,https://www.ebay.com/itm/125522542413?nordt=true&orig_cvip=true&rt=nc,SCARCE KERSHAW MODEL 3030 JAPAN VINTAGE 9 FUNCTIONS MULTI TOOL KNIFE,"Sep 27, 2022",$15.50,$5.40,125522542413
https://i.ebayimg.com/00/s/MTA1OVgxNjAw/z/QWkAAOSw94BjLRFH/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/363989939335?nordt=true&orig_cvip=true&rt=nc,Black Kershaw Blur Combo Edge Tanto Point Blade Pocket Knife 1670TBLKST,"Sep 27, 2022",$26.00,$0.00,363989939335
https://i.ebayimg.com/00/s/MTA1OVgxNjAw/z/tmMAAOSwIUpisJgx/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/225174483360?nordt=true&orig_cvip=true&rt=nc,Red Highpoint Firearms Kershaw Scallion 1620BR Leek Knife Ken Onion,"Sep 27, 2022",$22.39,$0.00,225174483360
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/R2kAAOSwQ21jKinO/$_32.JPG?set_id=880000500F,https://www.ebay.com/itm/115534348420?nordt=true&orig_cvip=true&rt=nc,Kershaw 1040 Folding Knife and Sheath,"Sep 27, 2022",$54.00,$3.87,115534348420
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/gXIAAOSwPApjKmEs/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295230358952?nordt=true&orig_cvip=true&rt=nc,Kershaw USA 1600PINK Chive Assisted Opening Pocket Knife,"Sep 27, 2022",$27.50,$0.00,295230358952
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/K1UAAOSwdCdjL9rD/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125530064964?nordt=true&orig_cvip=true&rt=nc,Kershaw 1555BLKST Cryo All Black SpeedSafe Assisted Opening Knife Used (970),"Sep 27, 2022",$13.99,$5.25,125530064964
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/PQYAAOSwpHRjKl-f/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/295230350141?nordt=true&orig_cvip=true&rt=nc, Kershaw USA 1660VIB Leek Assisted Opening Knife ,"Sep 27, 2022",$89.99,$0.00,295230350141
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/y5QAAOSwlvJjLGIw/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144730241913?nordt=true&orig_cvip=true&rt=nc,Kershaw 1660 Leek - Folding Pocket Knife ,"Sep 27, 2022",$25.00,$0.00,144730241913
https://i.ebayimg.com/00/s/MTE5OVgxNjAw/z/-BYAAOSw7WJjKlV3/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/325350678336?nordt=true&orig_cvip=true&rt=nc,"Kershaw 1660BLKW Leek Knife, BlackWash, Plain Edge, Assisted Open, XXXX - VG","Sep 27, 2022",$38.00,$3.95,325350678336
https://i.ebayimg.com/00/s/MTA2OFgxNjAw/z/6lcAAOSw6fNjLIaD/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/403900449479?nordt=true&orig_cvip=true&rt=nc,Lot 2 Kershaw 3650 Volt 4037 Atmos Pocket Knife Blade SpeedSafe Assisted LOT,"Sep 27, 2022",$28.87,$0.00,403900449479
https://i.ebayimg.com/00/s/NzkxWDE0MTI=/z/IXEAAOSwSIRjKR~1/$_57.PNG?set_id=880000500F,https://www.ebay.com/itm/403895787633?nordt=true&orig_cvip=true&rt=nc,Lot 3 Kershaw 1555TI 1835TBLKST 1805CKTST Pocket Knife Blade SpeedSafe Assisted,"Sep 27, 2022",$40.50,$0.00,403895787633
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/onMAAOSw57pjJ23N/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/175420622315?nordt=true&orig_cvip=true&rt=nc,Kershaw Blur knife Green Color In Very Good Condition.,"Sep 27, 2022",$40.00,$6.00,175420622315
https://i.ebayimg.com/00/s/NTQ2WDE2MDA=/z/hqcAAOSweJpjJknH/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/374269484784?nordt=true&orig_cvip=true&rt=nc,2 Kershaw USA FOLDING Knife KNIVES Chive 1600 and Leek 1660 Axxo,"Sep 27, 2022",$36.00,$6.50,374269484784
https://i.ebayimg.com/00/s/NzYwWDc2MA==/z/P3cAAOSwXbJjGV~B/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/125522937482?nordt=true&orig_cvip=true&rt=nc,Kershaw Assisted Open Blue BlackWash Blade Folding Pocket Knife,"Sep 27, 2022",$37.00,$0.00,125522937482
