index,brand,endedDate,image,itemNumber,price,priceWithCurrency,url,benchmade,profit,ROI,buck,case,crkt,kershaw,spyderco,victorinox
547,benchmade,"Jul 29, 2022",https://i.ebayimg.com/images/g/JwsAAOSwwxtiyT9r/s-l500.jpg,225086634609,260.0,US $260.00,https://www.ebay.com/itm/225086634609,45.0,208.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0
553,benchmade,"Jun 19, 2022",https://i.ebayimg.com/images/g/oFQAAOSwkjVirrno/s-l500.jpg,125376523368,120.0,US $120.00,https://www.ebay.com/itm/125376523368,45.0,68.0,130.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0
558,benchmade,"Jun 19, 2022",https://i.ebayimg.com/images/g/6J8AAOSwFYxirkJU/s-l500.jpg,403725388288,134.0,US $134.00,https://www.ebay.com/itm/403725388288,45.0,82.0,157.69230769230768,0.0,0.0,0.0,0.0,0.0,0.0
563,benchmade,"Jun 01, 2022",https://i.ebayimg.com/images/g/fp4AAOSwuARil96y/s-l500.jpg,134135848742,145.0,US $145.00,https://www.ebay.com/itm/134135848742,45.0,93.0,178.84615384615387,0.0,0.0,0.0,0.0,0.0,0.0
581,benchmade,"Aug 09, 2022",https://i.ebayimg.com/images/g/-YEAAOSwADNi8a6N/s-l500.jpg,284926118760,140.0,US $140.00,https://www.ebay.com/itm/284926118760,45.0,88.0,169.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0
587,benchmade,"Jun 04, 2022",https://i.ebayimg.com/images/g/la4AAOSwKtZikpC0/s-l500.jpg,134131999624,274.0,US $274.00,https://www.ebay.com/itm/134131999624,45.0,222.0,426.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0
588,benchmade,"Jun 27, 2022",https://i.ebayimg.com/images/g/TqgAAOSw64Fiqgfy/s-l500.jpg,175319928702,225.0,US $225.00,https://www.ebay.com/itm/175319928702,45.0,173.0,332.69230769230774,0.0,0.0,0.0,0.0,0.0,0.0
594,benchmade,"Jun 07, 2022",https://i.ebayimg.com/images/g/mQEAAOSwQL5inhOr/s-l500.jpg,304517406220,119.99,US $119.99,https://www.ebay.com/itm/304517406220,45.0,67.99,130.75,0.0,0.0,0.0,0.0,0.0,0.0
677,benchmade,"Jun 20, 2022",https://i.ebayimg.com/images/g/kHAAAOSw2rRirnDD/s-l500.jpg,255589330982,195.0,US $195.00,https://www.ebay.com/itm/255589330982,45.0,143.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0
701,benchmade,"Jul 05, 2022",https://i.ebayimg.com/images/g/NMkAAOSwIRxixHsZ/s-l500.jpg,195194315234,70.0,US $70.00,https://www.ebay.com/itm/195194315234,45.0,18.0,34.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0
715,benchmade,"Jun 21, 2022",https://i.ebayimg.com/images/g/Tj8AAOSwR6Fir1pt/s-l500.jpg,374139139836,75.0,US $75.00,https://www.ebay.com/itm/374139139836,45.0,23.0,44.230769230769226,0.0,0.0,0.0,0.0,0.0,0.0
758,benchmade,"Jun 04, 2022",https://i.ebayimg.com/images/g/vfwAAOSwqw1imydG/s-l500.jpg,334463703066,160.0,US $160.00,https://www.ebay.com/itm/334463703066,45.0,108.0,207.6923076923077,0.0,0.0,0.0,0.0,0.0,0.0
804,benchmade,"Aug 01, 2022",https://i.ebayimg.com/images/g/SSwAAOSwmkli6Imz/s-l500.jpg,185521678373,450.0,US $450.00,https://www.ebay.com/itm/185521678373,45.0,398.0,765.3846153846155,0.0,0.0,0.0,0.0,0.0,0.0
826,benchmade,"Aug 02, 2022",https://i.ebayimg.com/images/g/wygAAOSw1MRi6TVS/s-l500.jpg,185522231418,75.0,US $75.00,https://www.ebay.com/itm/185522231418,45.0,23.0,44.230769230769226,0.0,0.0,0.0,0.0,0.0,0.0
849,benchmade,"Aug 11, 2022",https://i.ebayimg.com/images/g/JUwAAOSwS4pi9RdU/s-l500.jpg,265825462416,110.0,US $110.00,https://www.ebay.com/itm/265825462416,45.0,58.0,111.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0
860,benchmade,"May 30, 2022",https://i.ebayimg.com/images/g/zuAAAOSw6vVilPKQ/s-l500.jpg,225009707837,84.5,US $84.50,https://www.ebay.com/itm/225009707837,45.0,32.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0
864,benchmade,"Jul 29, 2022",https://i.ebayimg.com/images/g/kacAAOSwz8Bi3yQC/s-l500.jpg,325282702196,165.0,US $165.00,https://www.ebay.com/itm/325282702196,45.0,113.0,217.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0
867,benchmade,"Jun 11, 2022",https://i.ebayimg.com/images/g/P2cAAOSw1P9io-Dq/s-l500.jpg,255576726561,129.99,US $129.99,https://www.ebay.com/itm/255576726561,45.0,77.99000000000001,149.98076923076923,0.0,0.0,0.0,0.0,0.0,0.0
870,benchmade,"Jun 22, 2022",https://i.ebayimg.com/images/g/Xc0AAOSwvEJirg5Q/s-l500.jpg,403725169990,190.0,US $190.00,https://www.ebay.com/itm/403725169990,45.0,138.0,265.38461538461536,0.0,0.0,0.0,0.0,0.0,0.0
873,benchmade,"Aug 17, 2022",https://i.ebayimg.com/images/g/EPYAAOSwUCBi~WVX/s-l500.jpg,255682114579,125.0,US $125.00,https://www.ebay.com/itm/255682114579,45.0,73.0,140.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0
875,benchmade,"Jun 09, 2022",https://i.ebayimg.com/images/g/XrIAAOSwJL1intSb/s-l500.jpg,134140647683,74.99,US $74.99,https://www.ebay.com/itm/134140647683,45.0,22.989999999999995,44.21153846153845,0.0,0.0,0.0,0.0,0.0,0.0
876,benchmade,"May 28, 2022",https://i.ebayimg.com/images/g/~SkAAOSws95ijoaz/s-l500.jpg,125333326437,140.0,US $140.00,https://www.ebay.com/itm/125333326437,45.0,88.0,169.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0
877,benchmade,"May 28, 2022",https://i.ebayimg.com/images/g/bP0AAOSwlwJikVwK/s-l500.jpg,125337414244,112.0,US $112.00,https://www.ebay.com/itm/125337414244,45.0,60.0,115.38461538461537,0.0,0.0,0.0,0.0,0.0,0.0
878,benchmade,"Jul 18, 2022",https://i.ebayimg.com/images/g/Jr4AAOSwMhxi1AiM/s-l500.jpg,155080377830,215.0,US $215.00,https://www.ebay.com/itm/155080377830,45.0,163.0,313.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0
880,benchmade,"Jun 03, 2022",https://i.ebayimg.com/images/g/690AAOSw6gFimlAo/s-l500.jpg,334463172162,275.0,US $275.00,https://www.ebay.com/itm/334463172162,45.0,223.0,428.8461538461538,0.0,0.0,0.0,0.0,0.0,0.0
882,benchmade,"May 30, 2022",https://i.ebayimg.com/images/g/mH4AAOSwFexihvuk/s-l500.jpg,134124183259,139.99,US $139.99,https://www.ebay.com/itm/134124183259,45.0,87.99000000000001,169.21153846153848,0.0,0.0,0.0,0.0,0.0,0.0
884,benchmade,"Aug 10, 2022",https://i.ebayimg.com/images/g/Q3gAAOSwwXhi79Cq/s-l500.jpg,165615977353,158.0,US $158.00,https://www.ebay.com/itm/165615977353,45.0,106.0,203.84615384615384,0.0,0.0,0.0,0.0,0.0,0.0
886,benchmade,"Jun 11, 2022",https://i.ebayimg.com/images/g/aJ0AAOSwUC9io80a/s-l500.jpg,195126416056,50.0,US $50.00,https://www.ebay.com/itm/195126416056,45.0,-2.0,-3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0
887,benchmade,"Aug 02, 2022",https://i.ebayimg.com/images/g/w90AAOSwO~9i4eP5/s-l500.jpg,195248299015,130.0,US $130.00,https://www.ebay.com/itm/195248299015,45.0,78.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
888,benchmade,"Aug 14, 2022",https://i.ebayimg.com/images/g/7oEAAOSw9cxi8XLU/s-l500.jpg,155110879924,255.0,US $255.00,https://www.ebay.com/itm/155110879924,45.0,203.0,390.38461538461536,0.0,0.0,0.0,0.0,0.0,0.0
890,benchmade,"Jun 20, 2022",https://i.ebayimg.com/images/g/TwEAAOSwRgBirKkH/s-l500.jpg,363876520818,125.0,US $125.00,https://www.ebay.com/itm/363876520818,45.0,73.0,140.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0
891,benchmade,"Aug 11, 2022",https://i.ebayimg.com/images/g/Ee0AAOSwkWhizyLg/s-l500.jpg,275385247645,100.0,US $100.00,https://www.ebay.com/itm/275385247645,45.0,48.0,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0
892,benchmade,"Aug 20, 2022",https://i.ebayimg.com/images/g/fl8AAOSwGfhiqVZN/s-l500.jpg,354232320383,100.0,US $100.00,https://www.ebay.com/itm/354232320383,45.0,48.0,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0
894,benchmade,"Jun 21, 2022",https://i.ebayimg.com/images/g/zfwAAOSwBTtij4Mr/s-l500.jpg,155010938154,300.0,US $300.00,https://www.ebay.com/itm/155010938154,45.0,248.0,476.9230769230769,0.0,0.0,0.0,0.0,0.0,0.0
895,benchmade,"Jun 18, 2022",https://i.ebayimg.com/images/g/EakAAOSwFRdiqxAh/s-l500.jpg,234591010014,80.0,US $80.00,https://www.ebay.com/itm/234591010014,45.0,28.0,53.84615384615385,0.0,0.0,0.0,0.0,0.0,0.0
896,benchmade,"Jul 24, 2022",https://i.ebayimg.com/images/g/MmIAAOSwKRBi1g9l/s-l500.jpg,225080759403,214.95,US $214.95,https://www.ebay.com/itm/225080759403,45.0,162.95,313.3653846153846,0.0,0.0,0.0,0.0,0.0,0.0
897,benchmade,"Aug 16, 2022",https://i.ebayimg.com/images/g/spgAAOSwk~Bi4z5y/s-l500.jpg,304578846351,119.99,US $119.99,https://www.ebay.com/itm/304578846351,45.0,67.99,130.75,0.0,0.0,0.0,0.0,0.0,0.0
899,benchmade,"May 31, 2022",https://i.ebayimg.com/images/g/XE0AAOSwk1BijaF3/s-l500.jpg,284828512237,190.0,US $190.00,https://www.ebay.com/itm/284828512237,45.0,138.0,265.38461538461536,0.0,0.0,0.0,0.0,0.0,0.0
900,benchmade,"Jul 08, 2022",https://i.ebayimg.com/images/g/UYcAAOSwtpNixbOv/s-l500.jpg,225063103434,149.99,US $149.99,https://www.ebay.com/itm/225063103434,45.0,97.99000000000001,188.4423076923077,0.0,0.0,0.0,0.0,0.0,0.0
902,benchmade,"Jul 04, 2022",https://i.ebayimg.com/images/g/78MAAOSwMxliw4Up/s-l500.jpg,384988554657,25.0,US $25.00,https://www.ebay.com/itm/384988554657,45.0,-27.0,-51.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0
903,benchmade,"Jun 14, 2022",https://i.ebayimg.com/images/g/o-sAAOSwkH9io~JW/s-l500.jpg,165527378951,85.95,US $85.95,https://www.ebay.com/itm/165527378951,45.0,33.95,65.28846153846153,0.0,0.0,0.0,0.0,0.0,0.0
905,benchmade,"Aug 19, 2022",https://i.ebayimg.com/images/g/Ox8AAOSwI7Vi6Dbe/s-l500.jpg,363950662881,250.0,US $250.00,https://www.ebay.com/itm/363950662881,45.0,198.0,380.7692307692308,0.0,0.0,0.0,0.0,0.0,0.0
906,benchmade,"Jul 02, 2022",https://i.ebayimg.com/images/g/QJcAAOSwClJiuxiG/s-l500.jpg,225050678390,10.0,US $10.00,https://www.ebay.com/itm/225050678390,45.0,-42.0,-80.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0
907,benchmade,"Aug 12, 2022",https://i.ebayimg.com/images/g/34QAAOSwTYhi7-ZO/s-l500.jpg,175376305553,187.99,US $187.99,https://www.ebay.com/itm/175376305553,45.0,135.99,261.51923076923083,0.0,0.0,0.0,0.0,0.0,0.0
908,benchmade,"Aug 10, 2022",https://i.ebayimg.com/images/g/6Y0AAOSwWyRi5do2/s-l500.jpg,284915772046,245.0,US $245.00,https://www.ebay.com/itm/284915772046,45.0,193.0,371.1538461538462,0.0,0.0,0.0,0.0,0.0,0.0
910,benchmade,"Jun 30, 2022",https://i.ebayimg.com/images/g/qg8AAOSwgzViu2lU/s-l500.jpg,334488546223,190.0,US $190.00,https://www.ebay.com/itm/334488546223,45.0,138.0,265.38461538461536,0.0,0.0,0.0,0.0,0.0,0.0
913,benchmade,"Jul 22, 2022",https://i.ebayimg.com/images/g/hiEAAOSwBD5iUdgI/s-l500.jpg,134080941636,825.0,US $825.00,https://www.ebay.com/itm/134080941636,45.0,773.0,1486.5384615384614,0.0,0.0,0.0,0.0,0.0,0.0
915,benchmade,"Aug 23, 2022",https://i.ebayimg.com/images/g/EoEAAOSwF9ti9med/s-l500.jpg,304596128175,239.0,US $239.00,https://www.ebay.com/itm/304596128175,45.0,187.0,359.61538461538464,0.0,0.0,0.0,0.0,0.0,0.0
916,benchmade,"Jul 15, 2022",https://i.ebayimg.com/images/g/m-cAAOSwkjJizzHt/s-l500.jpg,144644824489,240.0,US $240.00,https://www.ebay.com/itm/144644824489,45.0,188.0,361.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0
917,benchmade,"Jun 05, 2022",https://i.ebayimg.com/images/g/~OcAAOSwjGVilBfm/s-l500.jpg,394095544196,114.95,US $114.95,https://www.ebay.com/itm/394095544196,45.0,62.95,121.05769230769232,0.0,0.0,0.0,0.0,0.0,0.0
919,benchmade,"Jun 26, 2022",https://i.ebayimg.com/images/g/BuYAAOSwtaJit3mQ/s-l500.jpg,295063265593,400.0,US $400.00,https://www.ebay.com/itm/295063265593,45.0,348.0,669.2307692307693,0.0,0.0,0.0,0.0,0.0,0.0
920,benchmade,"Jul 17, 2022",https://i.ebayimg.com/images/g/oD4AAOSwtsZiz1JW/s-l500.jpg,295092990908,250.0,US $250.00,https://www.ebay.com/itm/295092990908,45.0,198.0,380.7692307692308,0.0,0.0,0.0,0.0,0.0,0.0
921,benchmade,"Jun 17, 2022",https://i.ebayimg.com/images/g/VF0AAOSwOqBirIgf/s-l500.jpg,234592443011,145.0,US $145.00,https://www.ebay.com/itm/234592443011,45.0,93.0,178.84615384615387,0.0,0.0,0.0,0.0,0.0,0.0
922,benchmade,"Aug 04, 2022",https://i.ebayimg.com/images/g/7nAAAOSwVAdi2l04/s-l500.jpg,195236007663,164.99,US $164.99,https://www.ebay.com/itm/195236007663,45.0,112.99000000000001,217.28846153846155,0.0,0.0,0.0,0.0,0.0,0.0
923,benchmade,"Aug 04, 2022",https://i.ebayimg.com/images/g/RUQAAOSwnhRiyJKt/s-l500.jpg,255620683014,160.0,US $160.00,https://www.ebay.com/itm/255620683014,45.0,108.0,207.6923076923077,0.0,0.0,0.0,0.0,0.0,0.0
924,benchmade,"Jun 11, 2022",https://i.ebayimg.com/images/g/0rkAAOSwSn5imaHN/s-l500.jpg,314022008051,175.0,US $175.00,https://www.ebay.com/itm/314022008051,45.0,123.0,236.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0
925,benchmade,"Jul 13, 2022",https://i.ebayimg.com/images/g/SM0AAOSwMbpizeqP/s-l500.jpg,284894383587,185.0,US $185.00,https://www.ebay.com/itm/284894383587,45.0,133.0,255.76923076923075,0.0,0.0,0.0,0.0,0.0,0.0
926,benchmade,"Jul 31, 2022",https://i.ebayimg.com/images/g/iHMAAOSwIHpi5aYT/s-l500.jpg,363926722707,120.0,US $120.00,https://www.ebay.com/itm/363926722707,45.0,68.0,130.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0
928,benchmade,"Jul 31, 2022",https://i.ebayimg.com/images/g/ogMAAOSwTFVi5w7Y/s-l500.jpg,363927752018,87.0,US $87.00,https://www.ebay.com/itm/363927752018,45.0,35.0,67.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0
929,benchmade,"Jun 16, 2022",https://i.ebayimg.com/images/g/EPoAAOSw-0ZiqzSp/s-l500.jpg,155040187164,155.0,US $155.00,https://www.ebay.com/itm/155040187164,45.0,103.0,198.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0
930,benchmade,"Jun 07, 2022",https://i.ebayimg.com/images/g/zS8AAOSwhXNin2~k/s-l500.jpg,225021350237,120.0,US $120.00,https://www.ebay.com/itm/225021350237,45.0,68.0,130.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0
931,benchmade,"Jun 22, 2022",https://i.ebayimg.com/images/g/CmIAAOSwsKtis51x/s-l500.jpg,125382474617,150.0,US $150.00,https://www.ebay.com/itm/125382474617,45.0,98.0,188.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0
932,benchmade,"Aug 19, 2022",https://i.ebayimg.com/images/g/zKgAAOSwHX1i8toN/s-l500.jpg,265822575373,100.0,US $100.00,https://www.ebay.com/itm/265822575373,45.0,48.0,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0
933,benchmade,"Jun 24, 2022",https://i.ebayimg.com/images/g/n2wAAOSwkj5irFNn/s-l500.jpg,265740922828,160.0,US $160.00,https://www.ebay.com/itm/265740922828,45.0,108.0,207.6923076923077,0.0,0.0,0.0,0.0,0.0,0.0
934,benchmade,"Jun 21, 2022",https://i.ebayimg.com/images/g/MlUAAOSwXVNisksx/s-l500.jpg,115436417605,175.0,US $175.00,https://www.ebay.com/itm/115436417605,45.0,123.0,236.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0
935,benchmade,"Jul 15, 2022",https://i.ebayimg.com/images/g/tIcAAOSwBexiyRBk/s-l500.jpg,255621263452,199.0,US $199.00,https://www.ebay.com/itm/255621263452,45.0,147.0,282.69230769230774,0.0,0.0,0.0,0.0,0.0,0.0
936,benchmade,"Aug 06, 2022",https://i.ebayimg.com/images/g/7WwAAOSwCbZi7g0o/s-l500.jpg,175375053848,110.0,US $110.00,https://www.ebay.com/itm/175375053848,45.0,58.0,111.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0
937,benchmade,"Jun 27, 2022",https://i.ebayimg.com/images/g/y6MAAOSw36Nit0GN/s-l500.jpg,134156067353,225.0,US $225.00,https://www.ebay.com/itm/134156067353,45.0,173.0,332.69230769230774,0.0,0.0,0.0,0.0,0.0,0.0
938,benchmade,"Jun 29, 2022",https://i.ebayimg.com/images/g/KkMAAOSwe2tiuJyJ/s-l500.jpg,265754190733,199.99,US $199.99,https://www.ebay.com/itm/265754190733,45.0,147.99,284.59615384615387,0.0,0.0,0.0,0.0,0.0,0.0
948,benchmade,"Jul 31, 2022",https://i.ebayimg.com/images/g/9~YAAOSw2DdioJsG/s-l500.jpg,115477579855,650.0,US $650.00,https://www.ebay.com/itm/115477579855,45.0,598.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0
950,benchmade,"Jun 15, 2022",https://i.ebayimg.com/images/g/Hs4AAOSwN7diqmKF/s-l500.jpg,185466219064,85.0,US $85.00,https://www.ebay.com/itm/185466219064,45.0,33.0,63.46153846153846,0.0,0.0,0.0,0.0,0.0,0.0
953,benchmade,"Jun 21, 2022",https://i.ebayimg.com/images/g/XxMAAOSwcixir5DT/s-l500.jpg,275355566857,225.0,US $225.00,https://www.ebay.com/itm/275355566857,45.0,173.0,332.69230769230774,0.0,0.0,0.0,0.0,0.0,0.0
