Image,Field2,title,avg_price,avg_shipping
https://thumbs.ebaystatic.com/pict/3736703824946464_1.jpg,"Nov 18, 2021",SOG Twitch II 2 Wood Assisted Opening Lockback Pocket Folding Knife S3,$27.87,$0.00
https://thumbs.ebaystatic.com/pict/1852644876786464_1.jpg,"Mar 8, 2022",SOG Flash AT Assisted Folding Pocket Knife,$60.00,$0.00
https://thumbs.ebaystatic.com/pict/3935394609836464_1.jpg,"Dec 21, 2021",Lot of 2 SOG Knives Micron II & Key Style Pocket Keychain Knife Lockback ,$17.80,$0.00
https://thumbs.ebaystatic.com/pict/3938190484916464_1.jpg,"Jan 6, 2022",ONE SOG Micron II Black Single Blade Locking Knife **ONE**,$9.93,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/9ugAAOSw5K5fffaO/$_57.JPG?set_id=8800005007,"Aug 4, 2022",Black Locking SOG Key Chain Knife With Some Fading,$7.99,$0.00
https://thumbs.ebaystatic.com/pict/2039149491276464_1.jpg,"May 13, 2022",ONE SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade USED KNIFE,$11.44,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/FHMAAOSwGRBi~67-/$_57.JPG?set_id=880000500F,"Aug 17, 2022",SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade ,$15.00,$0.00
https://thumbs.ebaystatic.com/pict/1251890727346464_1.jpg,"Mar 20, 2022",SOG Dealer 7 Knife Display Rack Smoked Gray Plastic SOG Knife & Tools Logo Skull,$22.50,$11.70
https://thumbs.ebaystatic.com/pict/2035039647326464_1.jpg,"Oct 22, 2021",Vintage Sog Seki Japan Jet Edge ATS-34 Cocobolo Tactical Folding Pocket Knife,$139.95,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/SvYAAOSweT5hzfyZ/$_12.JPG?set_id=880000500F,"Jun 17, 2022",ONE SOG Micron II Black Single Blade Locking Knife **ONE** b USED,$9.09,$0.00
https://thumbs.ebaystatic.com/pict/2329956095856464_1.jpg,"Sep 27, 2021",SOG Micron II Small Black Plain Tanto Blade Folding Pocket Knife Lockback ,$9.02,$0.00
https://thumbs.ebaystatic.com/pict/2342569963136464_1.jpg,"Nov 29, 2021",SOG Flash II Folding Pocket Knife Combo Edge Slide Lock Assisted Black Zytel SS,$43.49,$0.00
https://thumbs.ebaystatic.com/pict/2750490086246464_1.jpg,"Dec 14, 2021",12 USED scratched up SOG Keychain Knife Folding  EDC Pocket w/1.5” Small ,$33.67,$0.00
https://thumbs.ebaystatic.com/pict/3342864747836464_1.jpg,"Apr 24, 2022",SOG Twitch II Model 4034 Folding Pocket Knife Gray Plain Edge Lockback Aluminum,$34.89,$0.00
https://thumbs.ebaystatic.com/pict/3343190303906464_1.jpg,"Feb 9, 2022","SOG Flash II Assisted Tactical Folding Knife FSA98-CP, MCSO, New In Box",$40.00,$0.00
https://thumbs.ebaystatic.com/pict/3937118466556464_1.jpg,"Dec 31, 2021",SOG Micron II Pocket Keychain Knife Lockback Plain Edge Tanto Blade ,$15.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dBYAAOSwl6NhzQ2F/$_12.JPG?set_id=880000500F,"Jul 4, 2022",SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade USED KNIFE ,$10.00,$0.00
https://thumbs.ebaystatic.com/pict/1150277295076464_1.jpg,"Jan 19, 2022",SOG Twitch XL Tanto TiNi Folder SG-TWI211 AUS-8 Asst. Blade Knife - Excellent ,$129.97,$14.97
https://thumbs.ebaystatic.com/pict/1153636816946464_1.jpg,"May 6, 2022",SOG Keytron Satin Key Ring & Bottle Opener Stainless Folding Knife ,$7.50,$4.65
https://thumbs.ebaystatic.com/pict/1153709763386464_1.jpg,"May 12, 2022",SOG Pocket Knife,$10.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jkgAAOSwHYlimR0z/$_57.JPG?set_id=8800005007,"Jun 12, 2022",SOG Salute Mini Folding Pocket Knife - Black Handle,$17.00,$0.00
https://i.ebayimg.com/00/s/MjIwWDYzNQ==/z/iUEAAOSwF4hiIKl5/$_57.JPG?set_id=8800005007,"Aug 24, 2022",SOG Twitch II USA Rosewood Handle Assisted AUS-8 Blade Folding Knife - Excellent,$40.99,$8.99
https://thumbs.ebaystatic.com/pict/1251717697866464_1.jpg,"Mar 5, 2022",sog knife,$15.50,$3.00
https://thumbs.ebaystatic.com/pict/1251748219866464_1.jpg,"Mar 7, 2022",SOG SogZilla Folding Pocket Knife,$25.00,$6.25
https://thumbs.ebaystatic.com/pict/1251890766606464_1.jpg,"Mar 19, 2022",SOG Dealer 1 / Single Knife Display Rack Smoked Gray Plastic SOG Logo,$19.99,$9.45
https://thumbs.ebaystatic.com/pict/1252363922666464_1.jpg,"Apr 10, 2022",SOG Trident Spring Assisted Opening Pocket Folding Knife,$35.00,$3.88
https://thumbs.ebaystatic.com/pict/1253056415036464_1.jpg,"May 12, 2022","SOG Escape Folding Emergency Pocket Knife Glass Breaker, Cutter, Black",$13.75,$6.25
https://i.ebayimg.com/00/s/MTYwMFg1OTE=/z/6OAAAOSwayNimqy3/$_57.JPG?set_id=8800005007,"Jun 8, 2022",SOG Trident Tanto - Assisted Opening - Folding Knife,$27.00,$7.75
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/3PoAAOSwJ7FiioIm/$_12.JPG?set_id=880000500F,"Jun 20, 2022","SOG Knives Twitch II Folding Knife 2.68"" Plain Drop Point Satin Finish",$25.00,$5.00
https://i.ebayimg.com/00/s/NDg2WDE0NjM=/z/-VQAAOSwXAxi1edH/$_57.JPG?set_id=8800005007,"Jul 23, 2022",SOG STUDIES AND OBSERVATION GROUP FLASH AT MK3 URBAN CRYO POCKET KNIFE TACTICAL,$13.50,$6.00
https://thumbs.ebaystatic.com/pict/1340192618876464_1.jpg,"Feb 14, 2022",#996 PJERIN Stainless SOG Keytron Clip Point Lockback Folding Knife,$22.00,$0.00
https://thumbs.ebaystatic.com/pict/1340349130286464_1.jpg,"Mar 11, 2022",SOG Traction Lockback 5Cr13MoV Tanto Blade Folding Everyday Cary EDC Knife,$10.00,$5.00
https://thumbs.ebaystatic.com/pict/1340429433906464_1.jpg,"Mar 11, 2022",Sog Cash Card folding Pocket Knife ,$16.11,$5.00
https://thumbs.ebaystatic.com/pict/1340457110336464_1.jpg,"Mar 27, 2022",SOG Fielder Liner Lock 1-Blade Tactical/Sporting  Knife  ,$27.00,$0.00
https://thumbs.ebaystatic.com/pict/1340457165156464_1.jpg,"Mar 26, 2022","SOG ""Twitch II""  Lockback 1-Blade Tactical  Knife - Great EDC Knife!  ",$31.00,$5.20
https://thumbs.ebaystatic.com/pict/1340457649736464_1.jpg,"Mar 14, 2022",SOG Fusion Jungle Primitive Knife and sheath,$14.99,$7.64
https://thumbs.ebaystatic.com/pict/1340623428796464_1.jpg,"Mar 27, 2022",SOG Aegis AT Folding Assisted Open + CJRB CUTLERY Tactical Knife Tigris,$75.00,$9.45
https://thumbs.ebaystatic.com/pict/1340692438946464_1.jpg,"Apr 14, 2022",#13 Black SOG AutoClip Lockback Knife,$10.05,$0.00
https://thumbs.ebaystatic.com/pict/1340745763666464_1.jpg,"Apr 14, 2022",SOG Trident Tanto Tactical Folding Pocket Knife Tini Coated Blade  Cord/Belt Cut,$22.99,$6.00
https://thumbs.ebaystatic.com/pict/1340790357636464_1.jpg,"Apr 14, 2022","SOG TELES DT  DURATECH 4 1/2"" CLOSED FOLDING LINER LOCK KNIFE ",$8.50,$5.00
https://thumbs.ebaystatic.com/pict/1340929262156464_1.jpg,"Apr 29, 2022",SOG Sogzilla Knife,$24.50,$4.65
https://thumbs.ebaystatic.com/pict/1340940027976464_1.jpg,"May 1, 2022",SOG VL-02 MINI VULCAN VG-10 SEKI JAPAN WITH BOX DISCONTINUED KNIFE ARC-LOCK,$150.00,$5.00
https://thumbs.ebaystatic.com/pict/1340945641516464_1.jpg,"Apr 30, 2022",SOG Pentagon XR LTE Knife Black G10 & CRYO CTS XHP Folding folder 12-61-05-57,$118.50,$10.00
https://thumbs.ebaystatic.com/pict/1340952671416464_1.jpg,"May 1, 2022",SOG Flash AT Blue and Black folding knife Cryo D2 partial Serrated 11-18-04-41,$45.00,$9.00
https://thumbs.ebaystatic.com/pict/1341014663536464_1.jpg,"May 6, 2022",#317 Wood Handled SOG Twitch II Lockback Knife ,$19.50,$0.00
https://thumbs.ebaystatic.com/pict/1341071709106464_1.jpg,"May 10, 2022",SOG Pentagon XR LTE Knife Black G10 & CRYO CTS XHP Folding folder 12-61-05-57,$124.50,$10.00
https://thumbs.ebaystatic.com/pict/1341105175876464_1.jpg,"May 10, 2022",SOG Trident AT Knife Black Out CRYO D2 Folding folder Partialy 11-12-05-41,$40.00,$8.50
https://thumbs.ebaystatic.com/pict/1341128634166464_1.jpg,"May 16, 2022",SOG Kilowatt Folding Blade Black Handle Electrician Knife EL01CP,$15.00,$9.00
https://thumbs.ebaystatic.com/pict/1341196750386464_1.jpg,"May 21, 2022",#519 QAD Black Stainless SOG Micron II ClipPoint Lockback Folding Knife,$6.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KM0AAOSwomFioyei/$_57.JPG?set_id=8800005007,"Jun 16, 2022",#841 Black G10 SOG Salute Lockback Knife ,$12.50,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KesAAOSwxNxip~KC/$_12.JPG?set_id=880000500F,"Jun 24, 2022",SOG SNARL Fixed Blade Stainless Satin Finish Handle Knife + Black Sheath ,$31.00,$4.75
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/2VgAAOSw2F9iw1C8/$_57.JPG?set_id=8800005007,"Jul 9, 2022",#192 Stainless SOG PowerPint Knife Pliers Small Multi-tool Knife,$45.00,$0.00
https://i.ebayimg.com/00/s/MTAwM1gxNTk0/z/mD4AAOSwBTNizw13/$_12.JPG?set_id=880000500F,"Jul 21, 2022","SOG Pentagon Elite 5"" Tactical Folding Knife SEKI JAPAN",$122.00,$8.50
https://thumbs.ebaystatic.com/pict/1443589151986464_1.jpg,"Jan 10, 2022","SOG TRACTION FOLDING KNIFE 3.5"" Stainless Tanto Blade Black Handle - NEW in BOX",$14.00,$2.00
https://thumbs.ebaystatic.com/pict/1443962874616464_1.jpg,"Feb 24, 2022",SOG Vulcan VG-10 Seki Japan Pocket Knife,$100.00,$0.00
https://thumbs.ebaystatic.com/pict/1444611651066464_1.jpg,"Mar 28, 2022","SOG SPEC ARC - VG-10 - Seki, Japan -Pocket Knife",$60.00,$0.00
https://thumbs.ebaystatic.com/pict/1444611700126464_1.jpg,"Mar 22, 2022",Sog Fielder Linerlock Pocket  Knife,$15.00,$0.00
https://thumbs.ebaystatic.com/pict/1444611728106464_1.jpg,"Apr 2, 2022",SOG Micron II  Lockback Pocket Knife,$7.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/5m4AAOSwyNtir40W/$_57.JPG?set_id=880000500F,"Jul 1, 2022",SOG Aegis FL Folding Pocket Knife,$13.00,$4.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/dcQAAOSwJ5Nivi7f/$_57.JPG?set_id=8800005007,"Jul 25, 2022",SOG Twitch II Wood Handle Folding Knife ,$29.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ic0AAOSw~nVi7T9d/$_57.JPG?set_id=8800005007,"Aug 20, 2022",SOG FLASH II Assisted Folding Pocket Knife,$40.00,$0.00
https://thumbs.ebaystatic.com/pict/1548523255186464_1.jpg,"Mar 2, 2022",SOG AEGIS - Digi Camo Assisted Folding Knife,$40.00,$0.00
https://thumbs.ebaystatic.com/pict/1548543900876464_1.jpg,"Feb 24, 2022",Pocket Knife SOG.,$10.96,$6.00
https://thumbs.ebaystatic.com/pict/1549452672496464_1.jpg,"Apr 23, 2022",SOG Terminus XR EDC Knife CRYO D2 Studies and observations group,$36.00,$5.00
https://thumbs.ebaystatic.com/pict/1549669695126464_1.jpg,"May 8, 2022",SOG Flash I Folding Pocket EDC Knife Assisted Open FSA-7 Straight Edge!,$37.00,$5.20
https://thumbs.ebaystatic.com/pict/1549706638766464_1.jpg,"May 1, 2022","SOG Knives Twitch II Folding Knife 2.68"" Plain Drop Point Satin Finish  ",$20.00,$5.00
https://thumbs.ebaystatic.com/pict/1549928416986464_1.jpg,"May 17, 2022","SOG Salute Locking Knife 3.625""",$7.00,$5.00
https://thumbs.ebaystatic.com/pict/1550050301146464_1.jpg,"May 29, 2022",SOG Terminus XR & Ka-bar Dozier Pocket Knife Set,$56.01,$5.10
https://thumbs.ebaystatic.com/pict/1550124557796464_1.jpg,"May 31, 2022","SOG Flash II Tanto Black Assisted Opening Pocket Folding Knife, New, no box",$63.33,$12.50
https://i.ebayimg.com/00/s/MTYwMFg3MjA=/z/eA0AAOSwqldio8yi/$_12.JPG?set_id=880000500F,"Jun 12, 2022",SOG S35vn Terminus XR Clip Point Knife,$60.00,$5.25
https://i.ebayimg.com/00/s/MTA2M1gxNjAw/z/csUAAOSwA5Viw3pL/$_57.JPG?set_id=880000500F,"Jul 14, 2022",SOG Flash II Black Single Blade Locking Knife - SOG Knives USA,$11.50,$5.50
https://thumbs.ebaystatic.com/pict/1650549822346464_1.jpg,"Apr 1, 2022",1 SOG BLACK TRIDENT KNIFE   BONUS KEY  CAMPING  FISHING NEW OTHER  LOT 33,$50.00,$14.85
https://thumbs.ebaystatic.com/pict/1650700024806464_1.jpg,"Sep 17, 2021","SOG Slimjim Thin Pockt Folding Knife, Broken",$12.50,$0.00
https://thumbs.ebaystatic.com/pict/1653368859516464_1.jpg,"Feb 24, 2022",SOG Fielder Tactical Folding Pocket Knife Assisted SS Plain Edge Liner Lock ,$22.99,$4.20
https://thumbs.ebaystatic.com/pict/1653623730166464_1.jpg,"Mar 2, 2022","SOG TWITCH 2 Knife, Black TINI Plain Blade,  Liners, Black Handle ",$25.00,$5.10
https://thumbs.ebaystatic.com/pict/1653655444796464_1.jpg,"Mar 11, 2022",Used SOG-TAC XR Blackout Serrated Folding Knife CRYO D2 Steel/G10 Handle ,$45.55,$6.25
https://thumbs.ebaystatic.com/pict/1653822500436464_1.jpg,"Mar 21, 2022",Vintage SOG Access Card 2.0 black VG-10 Seki Japan knife W/pocket clip,$49.99,$4.99
https://thumbs.ebaystatic.com/pict/1653961633046464_1.jpg,"Mar 29, 2022",3 Pieces - (Have Problems) - SOG Twitch II Folding Pocket Knife Lot,$51.00,$0.00
https://thumbs.ebaystatic.com/pict/1653962679216464_1.jpg,"Apr 12, 2022",Sog Bootcamp Mini Spring Assisted Opening Folding Pocket Knife Seatbelt Cutter,$25.00,$0.00
https://thumbs.ebaystatic.com/pict/1653990147316464_1.jpg,"Apr 4, 2022","8.5"" Overall Length SOG Trident Folding Knife with 3 3/4 Blade Stamped NRA",$24.95,$8.45
https://thumbs.ebaystatic.com/pict/1654421178346464_1.jpg,"Apr 26, 2022","SOG Trident  Locking Knife, Elite",$19.49,$9.45
https://i.ebayimg.com/00/s/NTAyWDEzMTk=/z/qVoAAOSwZ21icds6/$_12.JPG?set_id=880000500F,"Jul 15, 2022","SOG Terminus XR Folding Knife 3"" D2 Tool Steel Blade Green Textured G10 Handle",$45.95,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/thoAAOSwi0hiqTkR/$_12.JPG?set_id=880000500F,"Jun 24, 2022",SOG knife knives lot of 16,$20.50,$9.45
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/6v8AAOSwCYtin~YW/$_12.JPG?set_id=880000500F,"Jun 30, 2022",SOG Flash ii knife,$26.00,$4.70
https://i.ebayimg.com/00/s/NTkwWDE2MDA=/z/5WgAAOSwmDVis42B/$_12.JPG?set_id=880000500F,"Jun 29, 2022","SOG Toothlock Folding Knife 3"" VG10 San Mai Satin Combo Blade",$66.00,$8.25
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/WFsAAOSwpY9ix9NS/$_57.JPG?set_id=8800005007,"Jul 16, 2022",SOG Knife Seki Japan Sogwinder I Folding Lockback Pocket knife,$89.00,$0.00
https://thumbs.ebaystatic.com/pict/1751586265936464_1.jpg,"Feb 19, 2022",SOG FLASH II Folding Knife Chrome Combo Blade Very Clean,$45.00,$4.65
https://thumbs.ebaystatic.com/pict/1751602993696464_1.jpg,"Mar 1, 2022",SOG Trident Assisted Opening Piston Lock Knife,$39.98,$0.00
https://thumbs.ebaystatic.com/pict/1752034547496464_1.jpg,"Mar 24, 2022",SOG Keytron Supreme Key Chain & Folding Pocket Knife With Bottle Opener,$33.00,$4.65
https://thumbs.ebaystatic.com/pict/1752071810936464_1.jpg,"Mar 26, 2022",sog knife ,$71.00,$8.00
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/ifsAAOSwAEhimriP/$_12.JPG?set_id=880000500F,"Jun 7, 2022",SOG Tac Mini Serrated Tanto Folding Knife 6 3/4” Open *Modified*,$60.00,$5.30
https://i.ebayimg.com/00/s/NTE0WDE2MDA=/z/O-kAAOSwaQRin495/$_12.JPG?set_id=880000500F,"Jun 15, 2022","SOG Terminus XR Folding Knife 3"" D2 Steel Blade G10 Army Green Textured Handle",$39.00,$5.15
https://thumbs.ebaystatic.com/pict/1853223458356464_1.jpg,"Mar 10, 2022","SOG 11 PAT.6,941,681 KNIFE  Pre-owned Flash 11 Type",$13.00,$8.00
https://thumbs.ebaystatic.com/pict/1853369957806464_1.jpg,"Mar 20, 2022",SOG Knife Early Folder (Tomcat?) Seki Japan Rubber Scales Smooth / Serrated,$281.00,$7.00
https://thumbs.ebaystatic.com/pict/1853397396126464_1.jpg,"Mar 25, 2022",SOG Kilowatt Knife Stainless Steel Blade Linerlock Knife,$18.00,$7.00
https://thumbs.ebaystatic.com/pict/1853514819276464_1.jpg,"Mar 28, 2022",Sog Traction Mini Pocket Knife,$10.00,$4.70
https://thumbs.ebaystatic.com/pict/1853887814576464_1.jpg,"Apr 24, 2022","Knife Lot ZT, Kershaw, CJRB, Gerber, SOG, Used, Stone washed",$140.50,$5.50
https://thumbs.ebaystatic.com/pict/1854018707466464_1.jpg,"May 19, 2022",SOG Terminus XR Folding Pocket Knife,$50.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/PAsAAOSw87FisRY-/$_57.JPG?set_id=8800005007,"Aug 9, 2022",SOG Flash II Assisted Folding Pocket Knife Black Stainless ,$42.99,$4.99
https://thumbs.ebaystatic.com/pict/1948080804556464_1.jpg,"Feb 19, 2022",SOG Escape Lockback Knife Black Anodized Aluminum Serrated (see Pictures),$27.99,$5.30
https://thumbs.ebaystatic.com/pict/1948856431536464_1.jpg,"Mar 9, 2022",Sog Cash Card folding Pocket Knife,$19.99,$4.75
https://thumbs.ebaystatic.com/pict/1948883516556464_1.jpg,"Mar 11, 2022","SOG FLASH 1 Spring Assist Open, Serrated Drop point Button Lock Folding Knife",$65.99,$16.40
https://thumbs.ebaystatic.com/pict/1948932698796464_1.jpg,"Mar 14, 2022",SOG TWITCH XL Lockback Folding Knife,$79.99,$5.30
https://thumbs.ebaystatic.com/pict/1949335520606464_1.jpg,"Apr 4, 2022","SOG Flash ll Black Assisted Folding Pocket Knife, chipped tip",$16.50,$5.00
https://thumbs.ebaystatic.com/pict/1949427566786464_1.jpg,"Apr 6, 2022",SOG Keytron Supreme Key Chain & Folding Pocket Knife With Bottle Opener,$39.99,$15.35
https://thumbs.ebaystatic.com/pict/1949888092236464_1.jpg,"Apr 25, 2022","SOG SideSwipe folding Pocket Knife Assisted Opening, see photos...",$18.00,$0.00
https://thumbs.ebaystatic.com/pict/1949934279446464_1.jpg,"Apr 30, 2022",SOG Gentleman Mini M33 Vintage Stainless Steel Lock back Knife 4 5/8” Open,$27.99,$17.65
https://thumbs.ebaystatic.com/pict/1950197080536464_1.jpg,"May 7, 2022",SOG Trident Tiger Stripe Combo Knife Lever Lock Strap Cutter,$26.00,$5.40
https://thumbs.ebaystatic.com/pict/1950330907086464_1.jpg,"May 15, 2022","SOG Salute Locking Knife 3.625""",$23.00,$4.75
https://thumbs.ebaystatic.com/pict/1950697955386464_1.jpg,"May 27, 2022",SOG Trident SAT Folder Knife - Black TINI Combo Serrated Assisted ,$43.00,$5.45
https://thumbs.ebaystatic.com/pict/2035884108646464_1.jpg,"Sep 4, 2021","SOG Trident Elite Assisted Opening  Pocket Knife, Combo Blade, Escape Knife",$44.95,$0.00
https://thumbs.ebaystatic.com/pict/2036070516156464_1.jpg,"Sep 26, 2021","SOG Flare SAT Folding Knife 3.5"" 8Cr13 Steel Blade Black Handle ",$16.01,$0.00
https://thumbs.ebaystatic.com/pict/2037635510376464_1.jpg,"Feb 26, 2022",SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade DAMAGED,$10.50,$0.00
https://thumbs.ebaystatic.com/pict/2038336273846464_1.jpg,"Feb 21, 2022",2 Pieces: SOG Magnadot Lockback & Avalance Pocket Folding Knife lot,$19.00,$0.00
https://thumbs.ebaystatic.com/pict/2038750615156464_1.jpg,"Mar 26, 2022",SOG Flash I Folding Pocket Knife - SG54 - Weak Spring - SG54,$26.83,$5.25
https://thumbs.ebaystatic.com/pict/2038763950226464_1.jpg,"Mar 27, 2022",SOG Micron II - Quality Archery Design - Folding Pocket Knife,$6.99,$0.00
https://thumbs.ebaystatic.com/pict/2039134773136464_1.jpg,"Apr 23, 2022",SOG Assisted Opening Flash II Folding Pocket Knife - SG53 - Some Movement - SG,$23.50,$5.25
https://thumbs.ebaystatic.com/pict/2039134791526464_1.jpg,"Apr 25, 2022",SOG Assisted Opening Twitch XL Folding Pocket Knife - Some Movement,$45.00,$5.25
https://thumbs.ebaystatic.com/pict/2039169505416464_1.jpg,"May 15, 2022","SOG Salute Folding Knife, G10 Handles",$19.50,$5.50
https://thumbs.ebaystatic.com/pict/2039213905316464_1.jpg,"Apr 30, 2022",SOG EL01-CP Kilowatt Aus-8 Stainless Steel Blade Linerlock Knife,$11.50,$5.50
https://thumbs.ebaystatic.com/pict/2039250170116464_1.jpg,"Apr 27, 2022",VINTAGE SOG KNIFE SEKI JAPAN SERRATED RARE SMALL STINGRAY Lockback Black,$40.00,$5.54
https://thumbs.ebaystatic.com/pict/2039436158006464_1.jpg,"Jun 1, 2022",SOG Key Chain Folding Pocket Knife ,$3.25,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/e5oAAOSwWZJiiug7/$_57.JPG?set_id=8800005007,"Jun 2, 2022","SOG Flash II Assisted Folding Knife Black GRN Frame, S/STL. Blade~1986-2006~20th",$28.50,$4.70
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/EpYAAOSwixtikpsw/$_57.PNG?set_id=880000500F,"Jun 2, 2022","2 Pieces: SOG Fielder Folding Pocket Knife 3.3"" Blade, Wood Handles, Lot",$39.95,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/6OYAAOSwvbZiqb0T/$_57.JPG?set_id=8800005007,"Jun 23, 2022",SOG Cash Card 8Cr13MoV Liner Lock Folding Pocket EDC Knife Money Clip,$24.95,$0.00
https://thumbs.ebaystatic.com/pict/2249293061016464_1.jpg,"Apr 11, 2022","SOG Trident 2 Tanto Folding Pocket Knife, TF-26, Plain Stain Blade",$35.00,$9.45
https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/DyQAAOSwANhiaD5D/$_57.JPG?set_id=8800005007,"Jun 11, 2022",SOG TRIDENT ELITE Assisted Opening Pocket Knife,$27.00,$5.99
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/-GQAAOSwtQpivl0A/$_57.JPG?set_id=880000500F,"Jul 20, 2022","SOG Slim Jim Slimjim Thin Lockback Aluminum Pocket Folding Knife, 4 1/8"" handle",$30.99,$0.00
https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/okkAAOSww5Ziwh~g/$_57.JPG?set_id=8800005007,"Jul 10, 2022",SOG FUSION Contractor 2x4 POCKET KNIFE / MUTI TOOL,$16.47,$4.99
https://thumbs.ebaystatic.com/pict/2340892737856464_1.jpg,"Sep 20, 2021",SOG Fielder Tactical Folding Pocket Knife Assisted SS Plain Edge Liner Lock ,$23.27,$0.00
https://thumbs.ebaystatic.com/pict/2341318240556464_1.jpg,"Dec 24, 2021",SOG Twitch II Model 4034 Folding Pocket Knife Gray Plain Edge Lockback Aluminum,$33.44,$0.00
https://thumbs.ebaystatic.com/pict/2342200996386464_1.jpg,"Mar 17, 2022",SOG Micron II Small Black Plain Tanto Blade Folding Pocket Knife Lockback ,$17.59,$0.00
https://thumbs.ebaystatic.com/pict/2342446728996464_1.jpg,"Mar 7, 2022",SOG Fielder Tactical Folding Pocket Knife Assisted SS Plain Edge Liner Lock ,$26.85,$0.00
https://thumbs.ebaystatic.com/pict/2343998382436464_1.jpg,"Feb 14, 2022",J14 SOG Sideswipe Pocket Knife,$10.50,$0.43
https://thumbs.ebaystatic.com/pict/2344059226236464_1.jpg,"Feb 11, 2022",sog knife used,$27.00,$5.20
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/VcEAAOSw9yxiJ7~7/$_57.JPG?set_id=8800005007,"Jul 4, 2022",SOG Salute Mini Folding Pocket Knife Lockback Plain Edge Black G10 Stainless,$20.51,$0.00
https://thumbs.ebaystatic.com/pict/2345307650096464_1.jpg,"May 4, 2022",SOG SlimJim Lockback Stainless Steel Folding Knife with Belt Clip,$20.00,$12.68
