Image,Field2,title,avg_price,avg_shipping,converted_price,profit,ROI,brand,cost
https://thumbs.ebaystatic.com/pict/3938190484916464_1.jpg,"Jan 6, 2022",ONE SOG Micron II Black Single Blade Locking Knife **ONE**,9.93,0.0,9.93,-5.07,-33.800000000000004,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/9ugAAOSw5K5fffaO/$_57.JPG?set_id=8800005007,"Aug 4, 2022",Black Locking SOG Key Chain Knife With Some Fading,7.99,0.0,7.99,-7.01,-46.73333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/2039149491276464_1.jpg,"May 13, 2022",ONE SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade USED KNIFE,11.44,0.0,11.44,-3.5600000000000005,-23.733333333333334,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/FHMAAOSwGRBi~67-/$_57.JPG?set_id=880000500F,"Aug 17, 2022",SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade ,15.0,0.0,15.0,0.0,0.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1251890727346464_1.jpg,"Mar 20, 2022",SOG Dealer 7 Knife Display Rack Smoked Gray Plastic SOG Knife & Tools Logo Skull,22.5,11.7,34.2,19.200000000000006,128.00000000000003,sog,15.0
https://thumbs.ebaystatic.com/pict/2035039647326464_1.jpg,"Oct 22, 2021",Vintage Sog Seki Japan Jet Edge ATS-34 Cocobolo Tactical Folding Pocket Knife,139.95,0.0,139.95,124.95,833.0,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/SvYAAOSweT5hzfyZ/$_12.JPG?set_id=880000500F,"Jun 17, 2022",ONE SOG Micron II Black Single Blade Locking Knife **ONE** b USED,9.09,0.0,9.09,-5.91,-39.4,sog,15.0
https://thumbs.ebaystatic.com/pict/2329956095856464_1.jpg,"Sep 27, 2021",SOG Micron II Small Black Plain Tanto Blade Folding Pocket Knife Lockback ,9.02,0.0,9.02,-5.98,-39.86666666666667,sog,15.0
https://thumbs.ebaystatic.com/pict/2342569963136464_1.jpg,"Nov 29, 2021",SOG Flash II Folding Pocket Knife Combo Edge Slide Lock Assisted Black Zytel SS,43.49,0.0,43.49,28.49,189.93333333333337,sog,15.0
https://thumbs.ebaystatic.com/pict/2750490086246464_1.jpg,"Dec 14, 2021",12 USED scratched up SOG Keychain Knife Folding  EDC Pocket w/1.5” Small ,33.67,0.0,33.67,18.67,124.46666666666668,sog,15.0
https://thumbs.ebaystatic.com/pict/3342864747836464_1.jpg,"Apr 24, 2022",SOG Twitch II Model 4034 Folding Pocket Knife Gray Plain Edge Lockback Aluminum,34.89,0.0,34.89,19.89,132.6,sog,15.0
https://thumbs.ebaystatic.com/pict/3343190303906464_1.jpg,"Feb 9, 2022","SOG Flash II Assisted Tactical Folding Knife FSA98-CP, MCSO, New In Box",40.0,0.0,40.0,25.0,166.66666666666669,sog,15.0
https://thumbs.ebaystatic.com/pict/3937118466556464_1.jpg,"Dec 31, 2021",SOG Micron II Pocket Keychain Knife Lockback Plain Edge Tanto Blade ,15.0,0.0,15.0,0.0,0.0,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dBYAAOSwl6NhzQ2F/$_12.JPG?set_id=880000500F,"Jul 4, 2022",SOG Micron II QAD Pocket Keychain Knife Lockback Plain Edge Blade USED KNIFE ,10.0,0.0,10.0,-5.0,-33.33333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1150277295076464_1.jpg,"Jan 19, 2022",SOG Twitch XL Tanto TiNi Folder SG-TWI211 AUS-8 Asst. Blade Knife - Excellent ,129.97,14.97,144.94,129.94,866.2666666666668,sog,15.0
https://thumbs.ebaystatic.com/pict/1153636816946464_1.jpg,"May 6, 2022",SOG Keytron Satin Key Ring & Bottle Opener Stainless Folding Knife ,7.5,4.65,12.15,-2.85,-19.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1153709763386464_1.jpg,"May 12, 2022",SOG Pocket Knife,10.5,0.0,10.5,-4.5,-30.0,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jkgAAOSwHYlimR0z/$_57.JPG?set_id=8800005007,"Jun 12, 2022",SOG Salute Mini Folding Pocket Knife - Black Handle,17.0,0.0,17.0,2.0,13.333333333333336,sog,15.0
https://i.ebayimg.com/00/s/MjIwWDYzNQ==/z/iUEAAOSwF4hiIKl5/$_57.JPG?set_id=8800005007,"Aug 24, 2022",SOG Twitch II USA Rosewood Handle Assisted AUS-8 Blade Folding Knife - Excellent,40.99,8.99,49.98,34.980000000000004,233.2,sog,15.0
https://thumbs.ebaystatic.com/pict/1251717697866464_1.jpg,"Mar 5, 2022",sog knife,15.5,3.0,18.5,3.5,23.33333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1251748219866464_1.jpg,"Mar 7, 2022",SOG SogZilla Folding Pocket Knife,25.0,6.25,31.25,16.25,108.33333333333331,sog,15.0
https://thumbs.ebaystatic.com/pict/1251890766606464_1.jpg,"Mar 19, 2022",SOG Dealer 1 / Single Knife Display Rack Smoked Gray Plastic SOG Logo,19.99,9.45,29.44,14.439999999999998,96.26666666666664,sog,15.0
https://thumbs.ebaystatic.com/pict/1252363922666464_1.jpg,"Apr 10, 2022",SOG Trident Spring Assisted Opening Pocket Folding Knife,35.0,3.88,38.88,23.880000000000006,159.20000000000005,sog,15.0
https://thumbs.ebaystatic.com/pict/1253056415036464_1.jpg,"May 12, 2022","SOG Escape Folding Emergency Pocket Knife Glass Breaker, Cutter, Black",13.75,6.25,20.0,5.0,33.33333333333333,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFg1OTE=/z/6OAAAOSwayNimqy3/$_57.JPG?set_id=8800005007,"Jun 8, 2022",SOG Trident Tanto - Assisted Opening - Folding Knife,27.0,7.75,34.75,19.75,131.66666666666666,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/3PoAAOSwJ7FiioIm/$_12.JPG?set_id=880000500F,"Jun 20, 2022","SOG Knives Twitch II Folding Knife 2.68"" Plain Drop Point Satin Finish",25.0,5.0,30.0,15.0,100.0,sog,15.0
https://i.ebayimg.com/00/s/NDg2WDE0NjM=/z/-VQAAOSwXAxi1edH/$_57.JPG?set_id=8800005007,"Jul 23, 2022",SOG STUDIES AND OBSERVATION GROUP FLASH AT MK3 URBAN CRYO POCKET KNIFE TACTICAL,13.5,6.0,19.5,4.5,30.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1340192618876464_1.jpg,"Feb 14, 2022",#996 PJERIN Stainless SOG Keytron Clip Point Lockback Folding Knife,22.0,0.0,22.0,7.0,46.66666666666666,sog,15.0
https://thumbs.ebaystatic.com/pict/1340349130286464_1.jpg,"Mar 11, 2022",SOG Traction Lockback 5Cr13MoV Tanto Blade Folding Everyday Cary EDC Knife,10.0,5.0,15.0,0.0,0.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1340429433906464_1.jpg,"Mar 11, 2022",Sog Cash Card folding Pocket Knife ,16.11,5.0,21.11,6.1099999999999985,40.73333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1340457110336464_1.jpg,"Mar 27, 2022",SOG Fielder Liner Lock 1-Blade Tactical/Sporting  Knife  ,27.0,0.0,27.0,12.0,80.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1340457165156464_1.jpg,"Mar 26, 2022","SOG ""Twitch II""  Lockback 1-Blade Tactical  Knife - Great EDC Knife!  ",31.0,5.2,36.2,21.200000000000006,141.33333333333334,sog,15.0
https://thumbs.ebaystatic.com/pict/1340457649736464_1.jpg,"Mar 14, 2022",SOG Fusion Jungle Primitive Knife and sheath,14.99,7.64,22.63,7.629999999999999,50.86666666666666,sog,15.0
https://thumbs.ebaystatic.com/pict/1340623428796464_1.jpg,"Mar 27, 2022",SOG Aegis AT Folding Assisted Open + CJRB CUTLERY Tactical Knife Tigris,75.0,9.45,84.45,69.45,463.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1340692438946464_1.jpg,"Apr 14, 2022",#13 Black SOG AutoClip Lockback Knife,10.05,0.0,10.05,-4.949999999999998,-32.99999999999999,sog,15.0
https://thumbs.ebaystatic.com/pict/1340745763666464_1.jpg,"Apr 14, 2022",SOG Trident Tanto Tactical Folding Pocket Knife Tini Coated Blade  Cord/Belt Cut,22.99,6.0,28.99,13.989999999999998,93.26666666666664,sog,15.0
https://thumbs.ebaystatic.com/pict/1340790357636464_1.jpg,"Apr 14, 2022","SOG TELES DT  DURATECH 4 1/2"" CLOSED FOLDING LINER LOCK KNIFE ",8.5,5.0,13.5,-1.5,-10.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1340929262156464_1.jpg,"Apr 29, 2022",SOG Sogzilla Knife,24.5,4.65,29.15,14.15,94.33333333333331,sog,15.0
https://thumbs.ebaystatic.com/pict/1340940027976464_1.jpg,"May 1, 2022",SOG VL-02 MINI VULCAN VG-10 SEKI JAPAN WITH BOX DISCONTINUED KNIFE ARC-LOCK,150.0,5.0,155.0,140.0,933.3333333333335,sog,15.0
https://thumbs.ebaystatic.com/pict/1340945641516464_1.jpg,"Apr 30, 2022",SOG Pentagon XR LTE Knife Black G10 & CRYO CTS XHP Folding folder 12-61-05-57,118.5,10.0,128.5,113.5,756.6666666666665,sog,15.0
https://thumbs.ebaystatic.com/pict/1340952671416464_1.jpg,"May 1, 2022",SOG Flash AT Blue and Black folding knife Cryo D2 partial Serrated 11-18-04-41,45.0,9.0,54.0,39.0,260.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1341014663536464_1.jpg,"May 6, 2022",#317 Wood Handled SOG Twitch II Lockback Knife ,19.5,0.0,19.5,4.5,30.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1341071709106464_1.jpg,"May 10, 2022",SOG Pentagon XR LTE Knife Black G10 & CRYO CTS XHP Folding folder 12-61-05-57,124.5,10.0,134.5,119.5,796.6666666666665,sog,15.0
https://thumbs.ebaystatic.com/pict/1341105175876464_1.jpg,"May 10, 2022",SOG Trident AT Knife Black Out CRYO D2 Folding folder Partialy 11-12-05-41,40.0,8.5,48.5,33.5,223.33333333333331,sog,15.0
https://thumbs.ebaystatic.com/pict/1341128634166464_1.jpg,"May 16, 2022",SOG Kilowatt Folding Blade Black Handle Electrician Knife EL01CP,15.0,9.0,24.0,9.0,60.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1341196750386464_1.jpg,"May 21, 2022",#519 QAD Black Stainless SOG Micron II ClipPoint Lockback Folding Knife,6.5,0.0,6.5,-8.5,-56.66666666666666,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KM0AAOSwomFioyei/$_57.JPG?set_id=8800005007,"Jun 16, 2022",#841 Black G10 SOG Salute Lockback Knife ,12.5,0.0,12.5,-2.5,-16.666666666666664,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KesAAOSwxNxip~KC/$_12.JPG?set_id=880000500F,"Jun 24, 2022",SOG SNARL Fixed Blade Stainless Satin Finish Handle Knife + Black Sheath ,31.0,4.75,35.75,20.75,138.33333333333334,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/2VgAAOSw2F9iw1C8/$_57.JPG?set_id=8800005007,"Jul 9, 2022",#192 Stainless SOG PowerPint Knife Pliers Small Multi-tool Knife,45.0,0.0,45.0,30.0,200.0,sog,15.0
https://i.ebayimg.com/00/s/MTAwM1gxNTk0/z/mD4AAOSwBTNizw13/$_12.JPG?set_id=880000500F,"Jul 21, 2022","SOG Pentagon Elite 5"" Tactical Folding Knife SEKI JAPAN",122.0,8.5,130.5,115.5,770.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1443589151986464_1.jpg,"Jan 10, 2022","SOG TRACTION FOLDING KNIFE 3.5"" Stainless Tanto Blade Black Handle - NEW in BOX",14.0,2.0,16.0,1.0,6.666666666666668,sog,15.0
https://thumbs.ebaystatic.com/pict/1443962874616464_1.jpg,"Feb 24, 2022",SOG Vulcan VG-10 Seki Japan Pocket Knife,100.0,0.0,100.0,85.0,566.6666666666667,sog,15.0
https://thumbs.ebaystatic.com/pict/1444611651066464_1.jpg,"Mar 28, 2022","SOG SPEC ARC - VG-10 - Seki, Japan -Pocket Knife",60.0,0.0,60.0,45.0,300.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1444611700126464_1.jpg,"Mar 22, 2022",Sog Fielder Linerlock Pocket  Knife,15.0,0.0,15.0,0.0,0.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1444611728106464_1.jpg,"Apr 2, 2022",SOG Micron II  Lockback Pocket Knife,7.0,0.0,7.0,-8.0,-53.33333333333334,sog,15.0
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/5m4AAOSwyNtir40W/$_57.JPG?set_id=880000500F,"Jul 1, 2022",SOG Aegis FL Folding Pocket Knife,13.0,4.0,17.0,2.0,13.333333333333336,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/dcQAAOSwJ5Nivi7f/$_57.JPG?set_id=8800005007,"Jul 25, 2022",SOG Twitch II Wood Handle Folding Knife ,29.0,0.0,29.0,14.0,93.33333333333331,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ic0AAOSw~nVi7T9d/$_57.JPG?set_id=8800005007,"Aug 20, 2022",SOG FLASH II Assisted Folding Pocket Knife,40.0,0.0,40.0,25.0,166.66666666666669,sog,15.0
https://thumbs.ebaystatic.com/pict/1548523255186464_1.jpg,"Mar 2, 2022",SOG AEGIS - Digi Camo Assisted Folding Knife,40.0,0.0,40.0,25.0,166.66666666666669,sog,15.0
https://thumbs.ebaystatic.com/pict/1548543900876464_1.jpg,"Feb 24, 2022",Pocket Knife SOG.,10.96,6.0,16.96,1.9600000000000009,13.066666666666675,sog,15.0
https://thumbs.ebaystatic.com/pict/1549452672496464_1.jpg,"Apr 23, 2022",SOG Terminus XR EDC Knife CRYO D2 Studies and observations group,36.0,5.0,41.0,26.0,173.33333333333337,sog,15.0
https://thumbs.ebaystatic.com/pict/1549669695126464_1.jpg,"May 8, 2022",SOG Flash I Folding Pocket EDC Knife Assisted Open FSA-7 Straight Edge!,37.0,5.2,42.2,27.200000000000006,181.33333333333331,sog,15.0
https://thumbs.ebaystatic.com/pict/1549706638766464_1.jpg,"May 1, 2022","SOG Knives Twitch II Folding Knife 2.68"" Plain Drop Point Satin Finish  ",20.0,5.0,25.0,10.0,66.66666666666666,sog,15.0
https://thumbs.ebaystatic.com/pict/1549928416986464_1.jpg,"May 17, 2022","SOG Salute Locking Knife 3.625""",7.0,5.0,12.0,-3.0,-20.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1550050301146464_1.jpg,"May 29, 2022",SOG Terminus XR & Ka-bar Dozier Pocket Knife Set,56.01,5.1,61.11,46.11,307.4,sog,15.0
https://thumbs.ebaystatic.com/pict/1550124557796464_1.jpg,"May 31, 2022","SOG Flash II Tanto Black Assisted Opening Pocket Folding Knife, New, no box",63.33,12.5,75.83,60.83,405.53333333333336,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFg3MjA=/z/eA0AAOSwqldio8yi/$_12.JPG?set_id=880000500F,"Jun 12, 2022",SOG S35vn Terminus XR Clip Point Knife,60.0,5.25,65.25,50.25,335.0,sog,15.0
https://i.ebayimg.com/00/s/MTA2M1gxNjAw/z/csUAAOSwA5Viw3pL/$_57.JPG?set_id=880000500F,"Jul 14, 2022",SOG Flash II Black Single Blade Locking Knife - SOG Knives USA,11.5,5.5,17.0,2.0,13.333333333333336,sog,15.0
https://thumbs.ebaystatic.com/pict/1650549822346464_1.jpg,"Apr 1, 2022",1 SOG BLACK TRIDENT KNIFE   BONUS KEY  CAMPING  FISHING NEW OTHER  LOT 33,50.0,14.85,64.85,49.85,332.33333333333326,sog,15.0
https://thumbs.ebaystatic.com/pict/1650700024806464_1.jpg,"Sep 17, 2021","SOG Slimjim Thin Pockt Folding Knife, Broken",12.5,0.0,12.5,-2.5,-16.666666666666664,sog,15.0
https://thumbs.ebaystatic.com/pict/1653368859516464_1.jpg,"Feb 24, 2022",SOG Fielder Tactical Folding Pocket Knife Assisted SS Plain Edge Liner Lock ,22.99,4.2,27.19,12.189999999999998,81.26666666666667,sog,15.0
https://thumbs.ebaystatic.com/pict/1653623730166464_1.jpg,"Mar 2, 2022","SOG TWITCH 2 Knife, Black TINI Plain Blade,  Liners, Black Handle ",25.0,5.1,30.1,15.1,100.66666666666669,sog,15.0
https://thumbs.ebaystatic.com/pict/1653655444796464_1.jpg,"Mar 11, 2022",Used SOG-TAC XR Blackout Serrated Folding Knife CRYO D2 Steel/G10 Handle ,45.55,6.25,51.8,36.8,245.3333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1653822500436464_1.jpg,"Mar 21, 2022",Vintage SOG Access Card 2.0 black VG-10 Seki Japan knife W/pocket clip,49.99,4.99,54.98,39.98,266.53333333333336,sog,15.0
https://thumbs.ebaystatic.com/pict/1653961633046464_1.jpg,"Mar 29, 2022",3 Pieces - (Have Problems) - SOG Twitch II Folding Pocket Knife Lot,51.0,0.0,51.0,36.0,240.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1653962679216464_1.jpg,"Apr 12, 2022",Sog Bootcamp Mini Spring Assisted Opening Folding Pocket Knife Seatbelt Cutter,25.0,0.0,25.0,10.0,66.66666666666666,sog,15.0
https://thumbs.ebaystatic.com/pict/1653990147316464_1.jpg,"Apr 4, 2022","8.5"" Overall Length SOG Trident Folding Knife with 3 3/4 Blade Stamped NRA",24.95,8.45,33.4,18.4,122.66666666666666,sog,15.0
https://thumbs.ebaystatic.com/pict/1654421178346464_1.jpg,"Apr 26, 2022","SOG Trident  Locking Knife, Elite",19.49,9.45,28.94,13.939999999999998,92.93333333333332,sog,15.0
https://i.ebayimg.com/00/s/NTAyWDEzMTk=/z/qVoAAOSwZ21icds6/$_12.JPG?set_id=880000500F,"Jul 15, 2022","SOG Terminus XR Folding Knife 3"" D2 Tool Steel Blade Green Textured G10 Handle",45.95,0.0,45.95,30.950000000000006,206.33333333333331,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/thoAAOSwi0hiqTkR/$_12.JPG?set_id=880000500F,"Jun 24, 2022",SOG knife knives lot of 16,20.5,9.45,29.95,14.95,99.66666666666666,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/6v8AAOSwCYtin~YW/$_12.JPG?set_id=880000500F,"Jun 30, 2022",SOG Flash ii knife,26.0,4.7,30.7,15.7,104.66666666666666,sog,15.0
https://i.ebayimg.com/00/s/NTkwWDE2MDA=/z/5WgAAOSwmDVis42B/$_12.JPG?set_id=880000500F,"Jun 29, 2022","SOG Toothlock Folding Knife 3"" VG10 San Mai Satin Combo Blade",66.0,8.25,74.25,59.25,395.0,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/WFsAAOSwpY9ix9NS/$_57.JPG?set_id=8800005007,"Jul 16, 2022",SOG Knife Seki Japan Sogwinder I Folding Lockback Pocket knife,89.0,0.0,89.0,74.0,493.33333333333337,sog,15.0
https://thumbs.ebaystatic.com/pict/1751586265936464_1.jpg,"Feb 19, 2022",SOG FLASH II Folding Knife Chrome Combo Blade Very Clean,45.0,4.65,49.65,34.65,231.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1751602993696464_1.jpg,"Mar 1, 2022",SOG Trident Assisted Opening Piston Lock Knife,39.98,0.0,39.98,24.98,166.53333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1752034547496464_1.jpg,"Mar 24, 2022",SOG Keytron Supreme Key Chain & Folding Pocket Knife With Bottle Opener,33.0,4.65,37.65,22.65,151.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1752071810936464_1.jpg,"Mar 26, 2022",sog knife ,71.0,8.0,79.0,64.0,426.66666666666674,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/ifsAAOSwAEhimriP/$_12.JPG?set_id=880000500F,"Jun 7, 2022",SOG Tac Mini Serrated Tanto Folding Knife 6 3/4” Open *Modified*,60.0,5.3,65.3,50.3,335.3333333333333,sog,15.0
https://i.ebayimg.com/00/s/NTE0WDE2MDA=/z/O-kAAOSwaQRin495/$_12.JPG?set_id=880000500F,"Jun 15, 2022","SOG Terminus XR Folding Knife 3"" D2 Steel Blade G10 Army Green Textured Handle",39.0,5.15,44.15,29.15,194.3333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1853223458356464_1.jpg,"Mar 10, 2022","SOG 11 PAT.6,941,681 KNIFE  Pre-owned Flash 11 Type",13.0,8.0,21.0,6.0,40.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1853369957806464_1.jpg,"Mar 20, 2022",SOG Knife Early Folder (Tomcat?) Seki Japan Rubber Scales Smooth / Serrated,281.0,7.0,288.0,273.0,1820.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1853397396126464_1.jpg,"Mar 25, 2022",SOG Kilowatt Knife Stainless Steel Blade Linerlock Knife,18.0,7.0,25.0,10.0,66.66666666666666,sog,15.0
https://thumbs.ebaystatic.com/pict/1853514819276464_1.jpg,"Mar 28, 2022",Sog Traction Mini Pocket Knife,10.0,4.7,14.7,-0.3000000000000007,-2.000000000000005,sog,15.0
https://thumbs.ebaystatic.com/pict/1853887814576464_1.jpg,"Apr 24, 2022","Knife Lot ZT, Kershaw, CJRB, Gerber, SOG, Used, Stone washed",140.5,5.5,146.0,131.0,873.3333333333333,sog,15.0
https://thumbs.ebaystatic.com/pict/1854018707466464_1.jpg,"May 19, 2022",SOG Terminus XR Folding Pocket Knife,50.0,0.0,50.0,35.0,233.33333333333331,sog,15.0
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/PAsAAOSw87FisRY-/$_57.JPG?set_id=8800005007,"Aug 9, 2022",SOG Flash II Assisted Folding Pocket Knife Black Stainless ,42.99,4.99,47.98,32.980000000000004,219.86666666666667,sog,15.0
https://thumbs.ebaystatic.com/pict/1948080804556464_1.jpg,"Feb 19, 2022",SOG Escape Lockback Knife Black Anodized Aluminum Serrated (see Pictures),27.99,5.3,33.29,18.29,121.93333333333334,sog,15.0
https://thumbs.ebaystatic.com/pict/1948856431536464_1.jpg,"Mar 9, 2022",Sog Cash Card folding Pocket Knife,19.99,4.75,24.74,9.739999999999998,64.93333333333332,sog,15.0
https://thumbs.ebaystatic.com/pict/1948883516556464_1.jpg,"Mar 11, 2022","SOG FLASH 1 Spring Assist Open, Serrated Drop point Button Lock Folding Knife",65.99,16.4,82.38999999999999,67.38999999999999,449.26666666666665,sog,15.0
https://thumbs.ebaystatic.com/pict/1948932698796464_1.jpg,"Mar 14, 2022",SOG TWITCH XL Lockback Folding Knife,79.99,5.3,85.28999999999998,70.28999999999999,468.59999999999985,sog,15.0
https://thumbs.ebaystatic.com/pict/1949335520606464_1.jpg,"Apr 4, 2022","SOG Flash ll Black Assisted Folding Pocket Knife, chipped tip",16.5,5.0,21.5,6.5,43.33333333333334,sog,15.0
https://thumbs.ebaystatic.com/pict/1949427566786464_1.jpg,"Apr 6, 2022",SOG Keytron Supreme Key Chain & Folding Pocket Knife With Bottle Opener,39.99,15.35,55.34,40.34,268.93333333333334,sog,15.0
https://thumbs.ebaystatic.com/pict/1949888092236464_1.jpg,"Apr 25, 2022","SOG SideSwipe folding Pocket Knife Assisted Opening, see photos...",18.0,0.0,18.0,3.0,20.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1949934279446464_1.jpg,"Apr 30, 2022",SOG Gentleman Mini M33 Vintage Stainless Steel Lock back Knife 4 5/8” Open,27.99,17.65,45.64,30.64,204.26666666666668,sog,15.0
https://thumbs.ebaystatic.com/pict/1950197080536464_1.jpg,"May 7, 2022",SOG Trident Tiger Stripe Combo Knife Lever Lock Strap Cutter,26.0,5.4,31.4,16.4,109.33333333333331,sog,15.0
https://thumbs.ebaystatic.com/pict/1950330907086464_1.jpg,"May 15, 2022","SOG Salute Locking Knife 3.625""",23.0,4.75,27.75,12.75,85.0,sog,15.0
https://thumbs.ebaystatic.com/pict/1950697955386464_1.jpg,"May 27, 2022",SOG Trident SAT Folder Knife - Black TINI Combo Serrated Assisted ,43.0,5.45,48.45,33.45,223.0,sog,15.0
https://thumbs.ebaystatic.com/pict/2035884108646464_1.jpg,"Sep 4, 2021","SOG Trident Elite Assisted Opening  Pocket Knife, Combo Blade, Escape Knife",44.95,0.0,44.95,29.950000000000006,199.66666666666669,sog,15.0
