Image,Field,url,units_sold,Price,Field4,Field5,avg_price,avg_shipping
https://thumbs.ebaystatic.com/pict/1144911977836464_1.jpg,,,2,$130.00,"Apr 3, 2022",Case XX 21051 LSSP Lockback Pocket Knife NICE!!!,$65.00,$3.99
https://thumbs.ebaystatic.com/pict/1147268612476464_1.jpg,https://www.ebay.com/itm/114726861247?nordt=true&orig_cvip=true&rt=nc,VTG Case XX USA TB41028 SS Single Blade Folding Pocket Knife -- Great Conition,2,$100.00,"Apr 29, 2022",,$50.00,$6.99
https://thumbs.ebaystatic.com/pict/1150513393476464_1.jpg,,,2,$51.75,"Oct 25, 2021",2008 Case XX Black Synthetic Medium Jack 22087 SS Pocket Knife 029L,$25.88,$17.00
https://thumbs.ebaystatic.com/pict/1151550422226464_1.jpg,,,2,$199.98,"Jan 24, 2022",DISC CASE XX ZEBRA LASER ETCH 610096 SS TINY TEXAS TOOTHPICK KNIFE Item # 08922,$99.99,$4.80
https://thumbs.ebaystatic.com/pict/1151985872816464_1.jpg,,,2,$170.00,"Feb 23, 2022",DISC CASE XX LEOPARD LASER ETCH 62154 SS TINY TRAPPER KNIFE Item # 08603,$85.00,$5.20
https://thumbs.ebaystatic.com/pict/1151985881406464_1.jpg,,,2,$180.00,"Feb 23, 2022",DISC CASE XX LEOPARD LASER ETCH 6318 SS MEDIUM STOCKMAN KNIFE Item # 08605,$90.00,$5.20
https://thumbs.ebaystatic.com/pict/1151985905126464_1.jpg,,,2,$250.00,"Mar 29, 2022",1984 CASE XX SECOND CUT SAMBER STAG 5254 SS TRAPPER KNIFE,$125.00,$3.85
https://thumbs.ebaystatic.com/pict/1152410733706464_1.jpg,,,2,$205.00,"Feb 11, 2022",Case xx trapper Smoky Mountain Knife Works 25th anniversary,$102.50,$9.45
https://thumbs.ebaystatic.com/pict/1152590473036464_1.jpg,,,2,$166.00,"Feb 26, 2022",Vintage Case XX P172 Buffalo Folding Knife Outstanding Wood Handle 9 Dot As Is,$83.00,$11.00
https://thumbs.ebaystatic.com/pict/1152600498406464_1.jpg,,,2,$40.00,"Feb 20, 2022","Case XX 640045R 7 Dot 4-Blade Knife For Use, Repair, Or Parts.",$20.00,$2.95
https://thumbs.ebaystatic.com/pict/1152623256856464_1.jpg,,,2,$36.00,"Mar 11, 2022",CASE XX 2137 Pocket Knife Sod Buster Jr Jet Black Stainless Steel USA Folding,$18.00,$0.00
https://thumbs.ebaystatic.com/pict/1152741145656464_1.jpg,,,2,$500.00,"Mar 10, 2022",R@RE CASE XX 10 DOT CONGRESS KNIFE 1980 Pattern # 64052,$250.00,$5.15
https://thumbs.ebaystatic.com/pict/1152877352746464_1.jpg,,,2,$44.00,"Mar 15, 2022",Case XX 6333 Pocket Knife,$22.00,$10.90
https://thumbs.ebaystatic.com/pict/1152963437096464_1.jpg,,,2,$56.00,"Mar 25, 2022",US 2014 Case XX Tested 6220 SS Peanut Brown Folding Pocket Knife,$28.00,$2.77
https://thumbs.ebaystatic.com/pict/1153053085076464_1.jpg,,,2,$84.00,"Mar 29, 2022",Case XX Hunting Heritage Collection Folding Pocket Knife 59L SS USA Hunting Tool,$42.00,$18.68
https://thumbs.ebaystatic.com/pict/1153133479666464_1.jpg,,,2,$18.00,"Apr 2, 2022",Black  Case XX 659L SS USA Lockback Knife 32p,$9.00,$5.20
https://thumbs.ebaystatic.com/pict/1153140491386464_1.jpg,,,2,$60.00,"Apr 6, 2022",Case XX Mini Stockman Knife Brown Delrin 6333 SS 58p,$30.00,$3.28
https://thumbs.ebaystatic.com/pict/1153140659086464_1.jpg,,,2,$35.00,"Apr 5, 2022",Case XX USA 059L SS Stainless Steel Folding Pocket Knife ,$17.50,$4.60
https://thumbs.ebaystatic.com/pict/1153141251606464_1.jpg,,,2,$124.00,"Apr 3, 2022",1997-1999 Case XX 6220 SS Pocket Knife Yellow Handle Jigged Bone John Deere  37p,$62.00,$5.15
https://thumbs.ebaystatic.com/pict/1153141441096464_1.jpg,,,2,$60.00,"Apr 6, 2022",US 2014 Case XX Tested 6347 SS Stockman Gray 3 Blade Folding Pocket Knife 39p,$30.00,$6.15
https://thumbs.ebaystatic.com/pict/1153142165356464_1.jpg,,,2,$52.00,"Apr 6, 2022",Case XX 2001 Pen Knife 22087  Slick Black Handles Snaps Hard! USA Made 48p,$26.00,$2.82
https://thumbs.ebaystatic.com/pict/1153263162176464_1.jpg,,,2,$78.00,"Apr 10, 2022",Case XX USA 6207 SS 2 Blade Mini Trapper Knife Never Used,$39.00,$5.00
https://thumbs.ebaystatic.com/pict/1153263467176464_1.jpg,,,2,$129.78,"Apr 10, 2022","CASE XX MINI COPPERHEAD STAG KNIFE WITH RED LETTERING ON BLADE ""52109X SS""",$64.89,$4.00
https://thumbs.ebaystatic.com/pict/1153539536896464_1.jpg,,,2,$135.76,"Apr 29, 2022",Case XX Lockback Pocket Knife - Patriot Kirinite - 101225L SS,$67.88,$9.10
https://thumbs.ebaystatic.com/pict/1153565519216464_1.jpg,,,2,$450.00,"Apr 24, 2022",DISCONTINUED CASE XX 1996 RED STAG CANOE KNIFE  R52131 SS,$225.00,$9.85
https://thumbs.ebaystatic.com/pict/1153567839826464_1.jpg,,,2,$250.00,"May 16, 2022",2006 CASE XX 64052 CONGRESS KNIFE 10th ANNIVERSARY PW SERIES BERMUDA GREEN BONE,$125.00,$3.38
https://thumbs.ebaystatic.com/pict/1153593304126464_1.jpg,,,2,$173.02,"May 10, 2022",1983 CASE XX STAG 2nd cut series PEANUT 2 blade folding Pocket Knife,$86.51,$4.65
https://thumbs.ebaystatic.com/pict/1153593621566464_1.jpg,,,2,$82.00,"May 5, 2022",Vintage Case Xx  Bone Handle Folding Pocket Knife,$41.00,$11.82
https://thumbs.ebaystatic.com/pict/1153625870766464_1.jpg,,,2,$62.00,"May 8, 2022",NICE Case XX SLIMLINE Trapper Stainless Pocket Knife -1 Blade,$31.00,$4.70
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/W1EAAOSwZLxicAWq/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115368269493?nordt=true&orig_cvip=true&rt=nc,CASE XX 6220 SS PEANUT KNIFE ~ 2006,2,$44.00,"Jun 8, 2022",,$22.00,$8.00
https://thumbs.ebaystatic.com/pict/1153779081226464_1.jpg,,,2,$150.00,"May 15, 2022",DISC CASE XX ZEBRA LASER ETCH 6220 SS PEANUT KNIFE Item # 08921,$75.00,$4.80
https://thumbs.ebaystatic.com/pict/1153786451196464_1.jpg,,,2,$80.00,"May 14, 2022",CASE XX USA 7 DOT 1973 YELLOW COMPOSITION TRAPPER KNIFE 3254 CARBON STEEL (11378,$40.00,$7.00
https://thumbs.ebaystatic.com/pict/1153814911316464_1.jpg,,,2,$56.00,"May 19, 2022",CASE XX 3254 CV YELLOW TRAPPER JACK Folding Pocket Knife W/Box,$28.00,$8.45
https://thumbs.ebaystatic.com/pict/1153817915536464_1.jpg,,,2,$450.00,"May 16, 2022",R@RE CASE XX TRANSITION CONGRESS KNIFE 1975-1978 Pattern # 64052,$225.00,$6.07
https://thumbs.ebaystatic.com/pict/1153874560636464_1.jpg,,,2,$96.00,"May 26, 2022",Case XX USA 6 Dot (1974) Delrin Handle 6202 1/2 Jack Pocket Knife ,$48.00,$5.50
https://i.ebayimg.com/00/s/MTI0NlgxNjAw/z/hv8AAOSwwNlibC4R/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115397583971?nordt=true&orig_cvip=true&rt=nc,CASE XX USA 62109W AUTUMN BONE  MINI COPPERHEAD KNIFE-very Nice,2,$184.14,"Jun 5, 2022",,$92.07,$4.70
https://thumbs.ebaystatic.com/pict/1153978121276464_1.jpg,,,2,$168.00,"May 30, 2022",2000 CASE XX POCKET HUNTER Knife V51165 T.H.SS VIntage STAG Handles Made In USA ,$84.00,$8.00
https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/qQ4AAOSwk91ikAae/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115399563360?nordt=true&orig_cvip=true&rt=nc,Case Limited Edition XX 610096 Toothpick Pocket Knife 2002 Blue Bone Handles,2,$88.00,"Jun 6, 2022",,$44.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/9h0AAOSw1UNiYsV0/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115400688007?nordt=true&orig_cvip=true&rt=nc,Case XX Pocket Knife,2,$15.00,"Jun 4, 2022",,$7.50,$4.65
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/kfwAAOSwJmZikVoD/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115400739397?nordt=true&orig_cvip=true&rt=nc,Case XX 63087 Small Stockman Pocket Knife,2,$62.00,"Jun 4, 2022",,$31.00,$0.00
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/KcYAAOSwebVinOfT/$_32.JPG?set_id=880000500F,https://www.ebay.com/itm/115413088261?nordt=true&orig_cvip=true&rt=nc,Vintage Case XX USA Parts Knife 62032 ,2,$6.00,"Jun 13, 2022",,$3.00,$5.50
https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/EfoAAOSwDO5iZzZL/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115419538979?nordt=true&orig_cvip=true&rt=nc,Case XX Kinfolks Family Tree 1997 Canoe Knife-pristine Condition-in Box,2,$112.00,"Jun 22, 2022",,$56.00,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mBoAAOSwVFdipnJo/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115422822952?nordt=true&orig_cvip=true&rt=nc,1985 CASE XX 6375 LARGE STOCKMAN KNIFE CARBON STEEL BLADES R@RE NEW GRIND,2,$350.00,"Jun 17, 2022",,$175.00,$5.10
https://i.ebayimg.com/00/s/NTAwWDE1OTM=/z/Qh4AAOSwmhpipq~w/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115423147039?nordt=true&orig_cvip=true&rt=nc,CASE XX 61048 SS SINGLE BLADE POCKET KNIFE,2,$66.00,"Jun 21, 2022",,$33.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/cjYAAOSwGZViltda/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115435116189?nordt=true&orig_cvip=true&rt=nc,1989 CASE XX MINT SET TESTED CENTENNIAL COKE BOTTLE RED BONE KNIFE RC61050SS,2,$199.90,"Jun 29, 2022",,$99.95,$5.85
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JtwAAOSwq~Viebaa/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115435119712?nordt=true&orig_cvip=true&rt=nc,2007 CASE XX TOMMY HART TH62165 SS POCKET HUNTER KNIFE Red Shield White Bone Dis,2,$119.90,"Jun 26, 2022",,$59.95,$5.20
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dQsAAOSwyatitNIS/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115439119747?nordt=true&orig_cvip=true&rt=nc,VTG CASE XX 2137 SS SODBUSTER JR POCKET KNIFE USA   ,2,$33.00,"Jul 5, 2022",,$16.50,$5.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/oa0AAOSwdQliuO9E/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115443605313?nordt=true&orig_cvip=true&rt=nc,Case XX Knife 11580 Limited XX Edition Russlock 2010 Crimson 1 Of 3000,2,$124.00,"Jul 3, 2022",,$62.00,$3.76
https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/rLEAAOSwYslivI8A/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115447650485?nordt=true&orig_cvip=true&rt=nc,Case XX USA 5 Dot 31048CV  Knife,2,$27.00,"Jul 6, 2022",,$13.50,$5.20
https://i.ebayimg.com/00/s/MTA4MFgxMzQ5/z/1R8AAOSwJj5iwFg7/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115451652952?nordt=true&orig_cvip=true&rt=nc,Case XX Kinfolks Trapper Honey Brown 10 Dot Knife 06580,2,$152.00,"Jul 11, 2022",,$76.00,$3.81
https://i.ebayimg.com/00/s/ODEzWDEwODA=/z/6UMAAOSwXBdiwKkL/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/115451891545?nordt=true&orig_cvip=true&rt=nc,1965 - 1969 CASE XX 4100 SS Melon Tester Knife (No dots),2,$169.10,"Jul 9, 2022",,$84.55,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/eusAAOSwGCBiwiUt/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115452906957?nordt=true&orig_cvip=true&rt=nc,2016 Case XX TONY BOSE TEAR DROP Knife TB62028 CV RED Jigged Bone Made In USA,2,$126.00,"Jul 10, 2022",,$63.00,$8.70
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dq0AAOSwbYxixHz-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115455659069?nordt=true&orig_cvip=true&rt=nc,Vintage Case XX 41059L Hastings Filters Sodbuster Pocket Knife,2,$25.00,"Jul 12, 2022",,$12.50,$8.70
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/EQIAAOSwwgtixLoP/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115455858946?nordt=true&orig_cvip=true&rt=nc,Case XX 2021 Tony Bose Amber Bone Saw Cut Jig Tear Drop TB61028 SS Knife,2,$82.00,"Jul 12, 2022",,$41.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Fx0AAOSwcfpixeSk/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115456762860?nordt=true&orig_cvip=true&rt=nc,Case XX 61225L SS Small Lockback Pearl Premiers 1 of 100 Pocket Knife,2,$105.98,"Jul 13, 2022",,$52.99,$8.70
https://i.ebayimg.com/00/s/MTYwMFgxNTU4/z/NlAAAOSwykRimNw-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115457704707?nordt=true&orig_cvip=true&rt=nc,NICE Case XX  Family Tree 1997 Canoe Knife RED w/ box,2,$118.00,"Jul 19, 2022",,$59.00,$5.25
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mfkAAOSwAs5ix3DW/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115457950516?nordt=true&orig_cvip=true&rt=nc,2006 Case XX 5318 SS Blue Scroll Stag Stockman Pocket Knife,2,$152.00,"Jul 14, 2022",,$76.00,$8.70
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/O6kAAOSwBmtiy1xL/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115460762575?nordt=true&orig_cvip=true&rt=nc,CASE XX SCOUT KNIFE 1986 * 4 DOT  640045R,2,$130.00,"Jul 12, 2022",,$65.00,$5.40
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/zp8AAOSwUrZizykv/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463680868?nordt=true&orig_cvip=true&rt=nc,Case XX 6318 Medium Stockman Pocket Knife,2,$74.00,"Jul 21, 2022",,$37.00,$4.95
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/6w8AAOSwyt5iz0Pc/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463742654?nordt=true&orig_cvip=true&rt=nc,Case XX 6318 SS Greg Stumbo Red Pocket Knife,2,$53.00,"Jul 21, 2022",,$26.50,$3.55
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Jw8AAOSwPDViz0wD/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115463759122?nordt=true&orig_cvip=true&rt=nc,Case XX 6207 Red Trapper Folding Knife,2,$45.00,"Jul 20, 2022",,$22.50,$9.85
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/2mYAAOSwMlti0eRN/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465714368?nordt=true&orig_cvip=true&rt=nc,Case XX 6347 Freemasonry Blue Bone Engraved Bolster Pocket Knife,2,$98.00,"Jul 22, 2022",,$49.00,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vGEAAOSwau5i0eiq/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115465726031?nordt=true&orig_cvip=true&rt=nc,Case XX 925424KT Premier 1 of 500 24 Karat Corelon Trapper Knife,2,$92.00,"Jul 22, 2022",,$46.00,$9.45
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/zfIAAOSwt2diac5A/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115472440984?nordt=true&orig_cvip=true&rt=nc,2000 CASE XX MM MILLENNIUM COLLECTION 61549L SS LARGE COPPERLOCK KNIFE 1 of 500,2,$230.00,"Jul 24, 2022",,$115.00,$5.20
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/E6cAAOSw0CFi9v3Z/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/115492822816?nordt=true&orig_cvip=true&rt=nc,1984 CASE XX ROGERS BONE 6254 TRAPPER KNIFE FOR PARTS OR REPAIR ,2,$65.00,"Aug 20, 2022",,$32.50,$2.15
https://thumbs.ebaystatic.com/pict/1248778539976464_1.jpg,,,2,$64.95,"Sep 13, 2021",Vintage 1981 Case XX USA 2137 SS Sod Buster Jr. Black Handle Folding Knife,$32.48,$7.31
https://thumbs.ebaystatic.com/pict/1251529887556464_1.jpg,,,2,$47.00,"Mar 1, 2022",Case xx 6318 USA Folding Pocket Knife- 3 blade- No Reserve 10,$23.50,$4.65
https://thumbs.ebaystatic.com/pict/1251736418276464_1.jpg,,,2,$65.00,"Mar 7, 2022",Vintage Case XX USA pocket Knife. 6318 SS 3 blade Stockman Knife Knive,$32.50,$6.95
https://thumbs.ebaystatic.com/pict/1251841337256464_1.jpg,,,2,$90.00,"Mar 9, 2022","3 Knife Lot: President 1965 Case xx (missing handle), Robeson Stokman, Imperial",$45.00,$0.00
https://thumbs.ebaystatic.com/pict/1251859818536464_1.jpg,,,2,$122.00,"Mar 15, 2022",Florida Estate Find! CASE XX POCKET KNIFE Orange very nice 6344,$61.00,$0.00
https://thumbs.ebaystatic.com/pict/1252399783496464_1.jpg,,,2,$335.00,"Apr 12, 2022",Case XX Fixed Blade Hunting Knife 647-5 Bone Handles with Leather Sheath,$167.50,$4.95
https://thumbs.ebaystatic.com/pict/1252409511956464_1.jpg,,,2,$90.00,"May 3, 2022",Case XX Synthetic Trapper Stainless Pocket Knife - Yellow,$45.00,$0.00
https://thumbs.ebaystatic.com/pict/1252492153146464_1.jpg,,,2,$60.00,"Apr 14, 2022",Case xx 4318ss Blue Composition Stockman Folding Pocket Knife,$30.00,$4.70
https://thumbs.ebaystatic.com/pict/1252509121406464_1.jpg,,,2,$80.00,"Apr 12, 2022", CASE XX 62032 CV Amber Bone Texas Jack Trapper Folding Pocket Knife USA ,$40.00,$5.25
https://thumbs.ebaystatic.com/pict/1252541661206464_1.jpg,,,2,$80.00,"Apr 14, 2022",Case xx Trapper  Large 6254 ss Bermuda Green Jigged Bone Folding Pocket Knife,$40.00,$5.25
https://thumbs.ebaystatic.com/pict/1252787893586464_1.jpg,,,2,$142.00,"May 2, 2022",Case XX 6265 SS Rosewood Folding Knife 2 Blade USA,$71.00,$8.95
https://thumbs.ebaystatic.com/pict/1252805786716464_1.jpg,,,2,$100.00,"May 3, 2022",2004 CASE XX BIG TRAPPER 2-BLADE 6254 SS KNIFE - AQUA GREEN JIGGED BONE - Unused,$50.00,$5.00
https://thumbs.ebaystatic.com/pict/1252915987076464_1.jpg,,,2,$162.00,"May 10, 2022",CASE XX TINY TOOTHPICK CUSTOM KNIFE WITH SCROLLWORK,$81.00,$4.00
https://thumbs.ebaystatic.com/pict/1252925354686464_1.jpg,,,2,$50.00,"May 10, 2022",Casexx 6344ss Stockman Blue Jigged Bone Handle Folding Pocket Knife,$25.00,$4.60
https://thumbs.ebaystatic.com/pict/1253045307946464_1.jpg,,,2,$132.00,"May 18, 2022",Case XX USA 7110L SS Interlock Pocket Knife Maple Handles Date???,$66.00,$10.70
https://thumbs.ebaystatic.com/pict/1253054234066464_1.jpg,,,2,$106.00,"May 16, 2022", Vintage 1940-1964 Case XX 05247SP Sepentine Jack Stag Handle Pocket Knife,$53.00,$0.00
https://thumbs.ebaystatic.com/pict/1253175737736464_1.jpg,,,2,$104.00,"May 22, 2022",CASE XX 62165 T.H. SS Limited Edition 1 of 3000 TWO BLADE FOLDING POCKET KNIFE,$52.00,$4.65
https://thumbs.ebaystatic.com/pict/1253240230256464_1.jpg,,,2,$112.00,"May 28, 2022",Case XX  1996  #6149 SS Collectors Club Red Bone Copperhead Pocket Knife,$56.00,$5.20
https://i.ebayimg.com/00/s/MTQwN1gxMzIy/z/Nf4AAOSw3iRin-Di/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125358108683?nordt=true&orig_cvip=true&rt=nc,Case XX U.S.A. Pocket Knife,2,$62.00,"Jun 13, 2022",,$31.00,$4.50
https://i.ebayimg.com/00/s/Njc2WDE1NDI=/z/7ZoAAOSwYLtin-LM/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125358115296?nordt=true&orig_cvip=true&rt=nc,Case XX U.S.A. Pocket Knife,2,$84.00,"Jun 13, 2022",,$42.00,$4.50
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/4VkAAOSwRadiVye9/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125360255561?nordt=true&orig_cvip=true&rt=nc,Casexx 10254SS Patriotic Trapper Folding Pocket Knife ,2,$70.00,"Jun 16, 2022",,$35.00,$5.95
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/5-QAAOSwGbxip2Tv/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125367794625?nordt=true&orig_cvip=true&rt=nc,Case XX 52009 1/2 SSP Stag Barlow Knife,2,$270.00,"Jun 15, 2022",,$135.00,$2.57
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/no4AAOSwqw1ip2Cp/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125367796803?nordt=true&orig_cvip=true&rt=nc,Case XX 1984 52009 RSSP One Arm Stag Razor Barlow Knife,2,$300.00,"Jun 15, 2022",,$150.00,$2.86
https://i.ebayimg.com/00/s/OTQ3WDEyNjI=/z/V1kAAOSwweNirNUm/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/125374796718?nordt=true&orig_cvip=true&rt=nc,Case XX 52131 D Damascus Steel Canoe Folding Knife,2,$243.46,"Jun 24, 2022",,$121.73,$8.50
https://i.ebayimg.com/00/s/OTQ3WDEyNjI=/z/59cAAOSwvrRisNHt/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/125379086630?nordt=true&orig_cvip=true&rt=nc,Case XX SC 62131 Bone Handle Canoe Folding Knife,2,$99.98,"Jun 27, 2022",,$49.99,$8.00
https://i.ebayimg.com/00/s/OTQ3WDEyNjM=/z/p~sAAOSwXVNisfUC/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/125380669874?nordt=true&orig_cvip=true&rt=nc,Case XX A62131 Canoe Folding Knife Bone Handle,2,$99.98,"Jun 30, 2022",,$49.99,$4.50
https://i.ebayimg.com/00/s/OTQ3WDEyNjM=/z/RdMAAOSw4IxisfXr/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/125380671887?nordt=true&orig_cvip=true&rt=nc,Case XX DR62131 Canoe Folding Knife Bone Handle,2,$99.98,"Jun 30, 2022",,$49.99,$4.50
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/txYAAOSwmEZiqTzn/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125380837547?nordt=true&orig_cvip=true&rt=nc,1991 Casexx Shriner trapper knife,2,$90.00,"Jul 2, 2022",,$45.00,$5.10
https://i.ebayimg.com/00/s/MTYwMFgxMzc4/z/lq0AAOSwo9Fiup~K/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125390460746?nordt=true&orig_cvip=true&rt=nc,VINTAGE CASE XX USA 1965-1969 STACKED LEATHER FIXED BLADE KNIFE,2,$158.44,"Jul 8, 2022",,$79.22,$0.00
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/sncAAOSwbu9iuQvd/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125391680943?nordt=true&orig_cvip=true&rt=nc,"Case XX 6220 , Two Blades Folding Pocket Knife",2,$54.66,"Jul 5, 2022",,$27.33,$6.00
https://i.ebayimg.com/00/s/MTE5NFgxNjAw/z/XikAAOSwRsVismr6/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125393346731?nordt=true&orig_cvip=true&rt=nc,Case XX USA LT 1405L SS Pocket Knife. BLACK,2,$32.00,"Jul 8, 2022",,$16.00,$3.85
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/f4kAAOSwx7BioU7r/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/125398152565?nordt=true&orig_cvip=true&rt=nc,CASE XX JADE BONE TRAPPER POCKET KNIFE WITH ARROWHEAD SHIELD,2,$104.00,"Jul 10, 2022",,$52.00,$9.95
