itemId,title,galleryURL,viewItemURL,postalCode,price_in_US,shipping_cost,converted_price,benchmade,buck,case,crkt,kershaw,leatherman,spyderco,victorinox,Binary_Target,profit,ROI
144384299521,victorinox swiss army knife waiter pocket knife 0.3303,https://i.ebayimg.com/thumbs/images/g/LH8AAOSwpa9h7yi4/s-l140.jpg,https://www.ebay.com/itm/Victorinox-Swiss-Army-Knife-Waiter-Pocket-Knife-0-3303-/144384299521,112**,15.99,0.0,15.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,False,-12.01,-20.049999999999997
313666559605,kershaw blur tiger stripe tanto bdz1 steel assisted opening knife usa 1670tts,https://i.ebayimg.com/thumbs/images/g/cWIAAOSwiJFihOmw/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Blur-Tiger-Stripe-Tanto-BDZ1-Steel-Assisted-Opening-Knife-USA-1670TTS-/313666559605,804**,60.95,0.0,60.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,37.95,306.33333333333337
313666571883,kershaw shuffle teal blackwash bottle opener knife 8700tealbw discontinued color,https://i.ebayimg.com/thumbs/images/g/ZN8AAOSw~VpihOnq/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Shuffle-TEAL-Blackwash-Bottle-Opener-Knife-8700TEALBW-DISCONTINUED-COLOR-/313666571883,804**,15.95,0.0,15.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-7.050000000000001,6.333333333333329
124811140971,"spyderco tenacious folding knife plain edge green g10 4 3/8"" reversible 122gpgr",https://i.ebayimg.com/thumbs/images/g/VEgAAOSwQrhin02W/s-l140.jpg,https://www.ebay.com/itm/Spyderco-Tenacious-Folding-Knife-Plain-Edge-Green-G10-4-3-8-Reversible-122GPGR-/124811140971,242**,49.94,0.0,49.94,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,False,11.939999999999998,66.46666666666667
234578237158,kershaw speedsafe rhetoric 1342 a/0 tactical liner lock folding pocket knife,https://i.ebayimg.com/thumbs/images/g/RZoAAOSwZ~Jimqxr/s-l140.jpg,https://www.ebay.com/itm/KERSHAW-SPEEDSAFE-RHETORIC-1342-A-0-TACTICAL-LINER-LOCK-FOLDING-POCKET-KNIFE-/234578237158,373**,16.43,0.0,16.43,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-6.57,9.533333333333331
255162204790,kershaw leek 1660  knife knives onion plain edge blem blems w/flag new,https://i.ebayimg.com/thumbs/images/g/IGsAAOSwNZRfMamu/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Leek-1660-Knife-Knives-Onion-Plain-Edge-Blem-blems-W-Flag-New-/255162204790,974**,39.95,0.0,39.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,16.950000000000003,166.33333333333334
234616042345,kershaw tarheel 1364 tactical liner lock folding pocket clip knife,https://i.ebayimg.com/thumbs/images/g/zJcAAOSwO89iYrmG/s-l140.jpg,https://www.ebay.com/itm/KERSHAW-TARHEEL-1364-TACTICAL-LINER-LOCK-FOLDING-POCKET-CLIP-KNIFE-/234616042345,373**,18.78,0.0,18.78,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-4.219999999999999,25.200000000000006
144611739233,"benchmade 535gry-1 bugout 3.24"" gray cerakote s30v ranger green folding knife",https://i.ebayimg.com/thumbs/images/g/3~kAAOSwaStisHCC/s-l140.jpg,https://www.ebay.com/itm/Benchmade-535GRY-1-Bugout-3-24-Gray-Cerakote-S30V-Ranger-Green-Folding-Knife-/144611739233,024**,157.5,0.0,157.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,104.5,250.0
225062243316,crkt - squid knife  /stone-wash finish / frame lock low profile clip ..,https://i.ebayimg.com/thumbs/images/g/ppYAAOSw3s1iCNIq/s-l140.jpg,https://www.ebay.com/itm/CRKT-Squid-KNIFE-Stone-wash-Finish-frame-lock-low-profile-clip-/225062243316,606**,18.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,-5.0,20.0
185255748344,"crkt pocket fixed blade knife 1.74"" stonewashed drop point, grn handle",https://i.ebayimg.com/thumbs/images/g/MHkAAOSweK9h4Mwy/s-l140.jpg,https://www.ebay.com/itm/CRKT-POCKET-FIXED-BLADE-KNIFE-1-74-STONEWASHED-DROP-POINT-GRN-HANDLE-/185255748344,912**,29.99,0.0,29.99,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,6.989999999999998,99.93333333333332
324317603818,new crkt ceo ikbs ball bearing pivot system 8cr13mov blade folding knife 7096,https://i.ebayimg.com/thumbs/images/g/22YAAOSwN2Rfd1bQ/s-l140.jpg,https://www.ebay.com/itm/New-CRKT-CEO-IKBS-Ball-Bearing-Pivot-System-8Cr13MoV-Blade-Folding-Knife-7096-/324317603818,334**,36.0,0.0,36.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,13.0,140.0
154848639295,victorinox swiss army 54111 classic sd red with engraving panel pocket knife,https://i.ebayimg.com/thumbs/images/g/pB8AAOSwUC1iCq2G/s-l140.jpg,https://www.ebay.com/itm/Victorinox-Swiss-Army-54111-Classic-SD-Red-ENGRAVING-Panel-Pocket-Knife-/154848639295,775**,19.99,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,False,-8.010000000000002,-0.050000000000007816
284495822577,1776 kershaw link pocket knife plain blade assisted opening new blem usa made,https://i.ebayimg.com/thumbs/images/g/3S8AAOSwShxhb5cn/s-l140.jpg,https://www.ebay.com/itm/1776-Kershaw-Link-pocket-knife-plain-blade-assisted-opening-New-Blem-USA-Made-/284495822577,982**,45.95,0.0,45.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,22.950000000000003,206.33333333333334
174540092113,"kershaw fraxion folding knife 2.75"" 8cr13mov steel blade g10/carbon fiber handle",https://i.ebayimg.com/thumbs/images/g/TpEAAOSwma5g3GhC/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Fraxion-Folding-Knife-2-75-8Cr13MoV-Steel-Blade-G10-Carbon-Fiber-Handle-/174540092113,243**,20.39,0.0,20.39,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-2.6099999999999994,35.93333333333334
284523145464,#1990 kershaw brawler pocket knife *new carded* assisted liner lock tanto point,https://i.ebayimg.com/thumbs/images/g/p7YAAOSwvqhhiwSC/s-l140.jpg,https://www.ebay.com/itm/1990-Kershaw-Brawler-Pocket-Knife-NEW-Carded-Assisted-Liner-lock-Tanto-point-/284523145464,982**,35.95,0.0,35.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,12.950000000000003,139.66666666666669
174751184147,"kershaw tension linerlock folding knife 3.25"" stainless steel blade g10 handle",https://i.ebayimg.com/thumbs/images/g/2-wAAOSwxcZiAoAZ/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Tension-Linerlock-Folding-Knife-3-25-Stainless-Steel-Blade-G10-Handle-/174751184147,243**,18.09,0.0,18.09,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-4.91,20.599999999999998
175018184246,"spyderco resilience folding knife 4.20"" 8cr13mov steel blade black frn handle",https://i.ebayimg.com/thumbs/images/g/2HAAAOSwDhRh8w76/s-l140.jpg,https://www.ebay.com/itm/Spyderco-Resilience-Folding-Knife-4-20-8Cr13MoV-Steel-Blade-Black-FRN-Handle-/175018184246,243**,63.7,0.0,63.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,True,25.700000000000003,112.33333333333336
274940158976,kershaw leek blackwash 1660blkw speed assisted opening knife new in box usa,https://i.ebayimg.com/thumbs/images/g/E78AAOSwbK5ihOy-/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Leek-Blackwash-1660BLKW-Speed-Assisted-Opening-Knife-NEW-BOX-USA-/274940158976,804**,52.95,0.0,52.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,29.950000000000003,253.00000000000003
164431377673,benchmade mini bugout 533 knife orange handle satin plain drop point blade b533,https://i.ebayimg.com/thumbs/images/g/m8wAAOSwyR5ffzSP/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Mini-Bugout-533-Knife-Orange-Handle-Satin-Plain-Drop-Point-Blade-B533-/164431377673,374**,119.0,0.0,119.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,66.0,164.44444444444443
284627908670,1660olbwst kershaw leek knife serrated blade flag logo olive scale blem assisted,https://i.ebayimg.com/thumbs/images/g/CDQAAOSwtSFh835~/s-l140.jpg,https://www.ebay.com/itm/1660OLBWST-Kershaw-Leek-Knife-Serrated-Blade-Flag-Logo-Olive-scale-Blem-assisted-/284627908670,982**,53.95,0.0,53.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,30.950000000000003,259.6666666666667
134165340692,crkt fossil folding knife,https://i.ebayimg.com/thumbs/images/g/uKkAAOSwFRxixPCs/s-l140.jpg,https://www.ebay.com/itm/CRKT-Fossil-Folding-Knife-/134165340692,786**,22.99,2.99,25.98,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,2.9800000000000004,73.2
174751161178,"kershaw link linerlock folding knife 3.25"" 420hc steel blade black nylon handle",https://i.ebayimg.com/thumbs/images/g/K3kAAOSwXuBhIBJ7/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Link-Linerlock-Folding-Knife-3-25-420HC-Steel-Blade-Black-Nylon-Handle-/174751161178,243**,48.19,0.0,48.19,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,25.189999999999998,221.26666666666662
304138263561,kershaw valmara stonewashed flipper assisted opening knife box 3480 discontinued,https://i.ebayimg.com/thumbs/images/g/eoIAAOSwyWFihOoQ/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Valmara-Stonewashed-Flipper-Assisted-Opening-Knife-BOX-3480-DISCONTINUED-/304138263561,804**,21.95,0.0,21.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-1.0500000000000007,46.33333333333333
264442312123,kershaw discontinued - wire carbon fiber spring assist flipper knife cf kai 1337,https://i.ebayimg.com/thumbs/images/g/57MAAOSwrENdYrlB/s-l140.jpg,https://www.ebay.com/itm/Kershaw-DISCONTINUED-Wire-CARBON-FIBER-Spring-Assist-Flipper-Knife-CF-KAI-1337-/264442312123,783**,29.95,0.0,29.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,6.949999999999999,99.66666666666666
203838583236,nib buck usa ebony 110 folding hunting/pocket knife & sheath,https://i.ebayimg.com/thumbs/images/g/cVAAAOSw3l9iBXRk/s-l140.jpg,https://www.ebay.com/itm/NIB-Buck-USA-Ebony-110-Folding-Hunting-Pocket-Knife-Sheath-/203838583236,711**,56.99,0.0,56.99,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True,28.990000000000002,184.95000000000002
284523172347,* 1730ssst kershaw zing pocket knife *new in box* assisted frame lock drop point,https://i.ebayimg.com/thumbs/images/g/cD0AAOSwsldhiwjD/s-l140.jpg,https://www.ebay.com/itm/1730SSST-Kershaw-Zing-Pocket-Knife-NEW-Box-Assisted-Frame-lock-Drop-point-/284523172347,982**,29.95,1.0,30.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,7.949999999999999,106.33333333333333
264872120210,"victorinox swiss army knife, evogrip 18 yellow / black 2.4913.c8cs, new",https://i.ebayimg.com/thumbs/images/g/h1wAAOSwPR5fZ9vh/s-l140.jpg,https://www.ebay.com/itm/Victorinox-Swiss-Army-Knife-EvoGrip-18-Yellow-Black-2-4913-C8CS-New-/264872120210,912**,39.9,0.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,False,11.899999999999999,99.49999999999999
203976432841,benchmade bugout 535bk-2 knife black cpm-s30v steel & black cf-elite,https://i.ebayimg.com/thumbs/images/g/aNUAAOSwVclimUaM/s-l140.jpg,https://www.ebay.com/itm/BENCHMADE-Bugout-535BK-2-Knife-Black-CPM-S30V-Steel-Black-CF-Elite-/203976432841,379**,157.5,0.0,157.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,104.5,250.0
155042635386,crkt provoke compact sheath 4045 morphing karambit knife d4045 same day shipping,https://i.ebayimg.com/thumbs/images/g/Rk4AAOSwj-1irdAt/s-l140.jpg,https://www.ebay.com/itm/CRKT-PROVOKE-COMPACT-SHEATH-4045-MORPHING-KARAMBIT-KNIFE-D4045-same-day-shipping-/155042635386,760**,43.5,0.0,43.5,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,20.5,190.0
154763871040,"victorinox swiss army knife 54517 companion sd silver ,58mm",https://i.ebayimg.com/thumbs/images/g/kSQAAOSwFpFhxPPu/s-l140.jpg,https://www.ebay.com/itm/victorinox-swiss-army-knife-54517-Companion-SD-Silver-58mm-/154763871040,775**,19.99,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,False,-8.010000000000002,-0.050000000000007816
284523110524,# 3655 kershaw volt ss pocket knife *new carded* assisted opener drop point,https://i.ebayimg.com/thumbs/images/g/l5gAAOSwJL1hivVq/s-l140.jpg,https://www.ebay.com/itm/3655-Kershaw-Volt-SS-Pocket-Knife-NEW-Carded-assisted-opener-Drop-point-/284523110524,982**,29.95,0.0,29.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,6.949999999999999,99.66666666666666
224806112383,kershaw comeback 2055 folding stainless drop point blade pocket knife,https://i.ebayimg.com/thumbs/images/g/LAsAAOSw-T1h7xgV/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Comeback-2055-Folding-Stainless-Drop-Point-Blade-Pocket-Knife-/224806112383,331**,24.95,0.0,24.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,1.9499999999999993,66.33333333333333
184821734069,ruger by crkt windage linerlock folding knife with gray textured aluminum handle,https://i.ebayimg.com/thumbs/images/g/kSMAAOSwzZFglX-z/s-l140.jpg,https://www.ebay.com/itm/RUGER-CRKT-WINDAGE-LINERLOCK-FOLDING-KNIFE-GRAY-TEXTURED-ALUMINUM-HANDLE-/184821734069,912**,33.99,0.0,33.99,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,10.990000000000002,126.60000000000002
295046966045,victorinox swiss army orange hunter pro folding lock blade knife swiss pocket,https://i.ebayimg.com/thumbs/images/g/cOgAAOSwv~xirglj/s-l140.jpg,https://www.ebay.com/itm/Victorinox-Swiss-Army-Orange-Hunter-Pro-Folding-Lock-Blade-Knife-Swiss-pocket-/295046966045,750**,69.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,True,41.0,245.00000000000003
174634152670,"kershaw bracket folding knife 3.40"" 8cr13mov steel blade g-10/stainless handle",https://i.ebayimg.com/thumbs/images/g/UaUAAOSw0QJgwkT5/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Bracket-Folding-Knife-3-40-8Cr13MoV-Steel-Blade-G-10-Stainless-Handle-/174634152670,243**,45.19,0.0,45.19,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,22.189999999999998,201.26666666666665
274083491078,1620fl kershaw scallion knife flag logo plain blade 1620 new blem speedsafe usa,https://i.ebayimg.com/thumbs/images/g/cpMAAOSwkXBdwbrE/s-l140.jpg,https://www.ebay.com/itm/1620FL-Kershaw-Scallion-Knife-Flag-logo-plain-blade-1620-New-Blem-SpeedSafe-USA-/274083491078,982**,39.95,0.0,39.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,16.950000000000003,166.33333333333334
265772922917,kershaw 3420st r j martin nerve serrated folding knife,https://i.ebayimg.com/thumbs/images/g/st8AAOSwB4BiyZr4/s-l140.jpg,https://www.ebay.com/itm/KERSHAW-3420ST-R-J-Martin-Nerve-Serrated-Folding-Knife-/265772922917,189**,19.0,3.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-1.0,46.666666666666664
272640836811,"kershaw ""usa"" - carbon fiber leek cpm-154 spring assisted speedsafe knife 1660cf",https://i.ebayimg.com/thumbs/images/g/0bMAAOSwWiBY-uqF/s-l140.jpg,https://www.ebay.com/itm/KERSHAW-USA-Carbon-Fiber-LEEK-CPM-154-Spring-Assisted-SPEEDSAFE-Knife-1660CF-/272640836811,783**,86.5,0.0,86.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,63.5,476.6666666666667
292850820395,buck 112 slim edc ranger select folder pocket knife lockback made in usa 112bks1,https://i.ebayimg.com/thumbs/images/g/y~YAAOSwkNRd6Atm/s-l140.jpg,https://www.ebay.com/itm/Buck-112-Slim-EDC-Ranger-Select-Folder-Pocket-Knife-Lockback-MADE-USA-112BKS1-/292850820395,750**,31.99,0.0,31.99,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.9899999999999984,59.94999999999999
265375236881,kershaw kuro tanto ps spring assist speedsafe tactical flipper knife 1835tblkst,https://i.ebayimg.com/thumbs/images/g/DFEAAOSwR01hdY1u/s-l140.jpg,https://www.ebay.com/itm/Kershaw-KURO-Tanto-PS-Spring-Assist-SPEEDSAFE-Tactical-Flipper-knife-1835TBLKST-/265375236881,783**,25.75,0.0,25.75,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,2.75,71.66666666666667
333517518175,"victorinox swiss army knife evolutiion red s54 2.5393.seus2 & 2.5393.se-x2, nib",https://i.ebayimg.com/thumbs/images/g/T68AAOSws11eSgpC/s-l140.jpg,https://www.ebay.com/itm/Victorinox-Swiss-Army-Knife-Evolutiion-Red-S54-2-5393-SEUS2-2-5393-SE-X2-NIB-/333517518175,912**,108.81,0.0,108.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,True,80.81,444.05
133830122231,spyderco bow river fb46gp 4.4 inch camping fixed blade tactical knife g10 handle,https://i.ebayimg.com/thumbs/images/g/dN0AAOSwLRhg~wxS/s-l140.jpg,https://www.ebay.com/itm/Spyderco-Bow-River-FB46GP-4-4-inch-Camping-Fixed-Blade-Tactical-Knife-G10-Handle-/133830122231,580**,44.99,0.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,False,6.990000000000002,49.966666666666676
275192779999,buck trunk flipper open cleaver pocket knife linerlock black g10 7cr17 0252bks,https://i.ebayimg.com/thumbs/images/g/OpAAAOSwh3BhOOnZ/s-l140.jpg,https://www.ebay.com/itm/Buck-Trunk-Flipper-Open-Cleaver-Pocket-Knife-Linerlock-Black-G10-7Cr17-0252BKS-/275192779999,320**,29.93,0.0,29.93,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.9299999999999997,49.65
262599694585,kershaw - portal spring assist speedsafe flipper knife edc wave design kai 8600,https://i.ebayimg.com/thumbs/images/g/Fv0AAOSwOdpXxGZG/s-l140.jpg,https://www.ebay.com/itm/KERSHAW-PORTAL-Spring-Assist-SPEEDSAFE-Flipper-knife-EDC-wave-design-KAI-8600-/262599694585,783**,16.95,0.0,16.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-6.050000000000001,12.999999999999995
261816632895,kershaw - shuffle blackwash purple lock-blade knife & bottle opener 8700purbw,https://i.ebayimg.com/thumbs/images/g/IiIAAOSwBLlVCcS-/s-l140.jpg,https://www.ebay.com/itm/KERSHAW-SHUFFLE-Blackwash-PURPLE-lock-blade-knife-bottle-opener-8700PURBW-/261816632895,783**,18.95,0.0,18.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,-4.050000000000001,26.333333333333332
174540139661,"kershaw natrix xs subframelock folding knife 2¾"" 8cr13mov steel blade g10 handle",https://i.ebayimg.com/thumbs/images/g/MyoAAOSw5xhgwkfo/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Natrix-XS-SubFramelock-Folding-Knife-2-8Cr13MoV-Steel-Blade-G10-Handle-/174540139661,243**,28.49,0.0,28.49,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,5.489999999999998,89.93333333333332
143243939116,benchmade barrage 583sbk knife tanto serrated edge/coated finish axis assist,https://i.ebayimg.com/thumbs/images/g/01EAAOSw~Nta7Kd1/s-l140.jpg,https://www.ebay.com/itm/Benchmade-Barrage-583SBK-Knife-Tanto-Serrated-Edge-Coated-Finish-AXIS-Assist-/143243939116,024**,166.5,0.0,166.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,113.5,270.0
134165330800,crkt lake 111 folding knife,https://i.ebayimg.com/thumbs/images/g/LTgAAOSwVeFixOyr/s-l140.jpg,https://www.ebay.com/itm/CRKT-Lake-111-Folding-Knife-/134165330800,786**,12.99,2.99,15.98,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,-7.02,6.533333333333337
275141659222,# 3960 kershaw barstow pocket knife assisted open frame lock spear point carded,https://i.ebayimg.com/thumbs/images/g/P~kAAOSwjzZh8yfM/s-l140.jpg,https://www.ebay.com/itm/3960-Kershaw-Barstow-Pocket-Knife-Assisted-Open-Frame-lock-Spear-point-Carded-/275141659222,982**,29.95,0.0,29.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,6.949999999999999,99.66666666666666
123660765921,kershaw black drop pt shuffle diy linerlock screwdriver folding knife 8720,https://i.ebayimg.com/thumbs/images/g/U8EAAOSwz2BeG5ec/s-l140.jpg,https://www.ebay.com/itm/Kershaw-Black-Drop-Pt-Shuffle-DIY-Linerlock-Screwdriver-Folding-Knife-8720-/123660765921,242**,26.48,0.0,26.48,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,3.4800000000000004,76.53333333333333
284889811909,spyderco endura 4 frn zome green c10zfpgr folding plain edge pocket knife,https://i.ebayimg.com/thumbs/images/g/W9AAAOSw6GFiyO30/s-l140.jpg,https://www.ebay.com/itm/Spyderco-Endura-4-FRN-Zome-Green-C10ZFPGR-Folding-Plain-Edge-Pocket-Knife-/284889811909,950**,69.99,5.99,75.97999999999998,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,True,37.979999999999976,153.2666666666666
283684296545,1620 kershaw scallion black pocket knife blem a/o usa liner lock new flag logo,https://i.ebayimg.com/thumbs/images/g/vJkAAOSwA8FgR~O4/s-l140.jpg,https://www.ebay.com/itm/1620-Kershaw-Scallion-Black-Pocket-Knife-Blem-A-O-USA-liner-lock-New-Flag-Logo-/283684296545,982**,34.95,0.0,34.95,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,11.950000000000003,133.00000000000003
184846917689,"crkt fixed neck knife 2.38"" satin plain blade, skeletonized steel handle,",https://i.ebayimg.com/thumbs/images/g/X2YAAOSwt5dicDF1/s-l140.jpg,https://www.ebay.com/itm/CRKT-FIXED-NECK-KNIFE-2-38-SATIN-PLAIN-BLADE-SKELETONIZED-STEEL-HANDLE-/184846917689,912**,28.99,0.0,28.99,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,False,5.989999999999998,93.26666666666665
