itemId,title,galleryURL,viewItemURL,postalCode,location,country,shippingInfo,sellingStatus,listingInfo,returnsAccepted,condition,price_in_US,schrade_cost
134152621770,Schrade USA Old Timer Golden Bear Lockblade Knife Custom Pigskin Sheath NR,https://i.ebayimg.com/thumbs/images/g/KYAAAOSwgPJish0b/s-l140.jpg,https://www.ebay.com/itm/Schrade-USA-Old-Timer-Golden-Bear-Lockblade-Knife-Custom-Pigskin-Sheath-NR-/134152621770,374**,"Chattanooga,TN,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '6.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '15.5'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '15.5'}, 'bidCount': '5', 'sellingState': 'Active', 'timeLeft': 'P5DT8H19M25S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-22T01:38:00.000Z', 'endTime': '2022-06-29T01:38:00.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '23'}",True,Used,15.5,32.95
363878706334,VINTAGE SCHRADE USA 125OT MUSTANG  LOCKBLADE FOLDING KNIFE W/ SHEATH  EXCELLENT,https://i.ebayimg.com/thumbs/images/g/0F8AAOSwzf9ir5xS/s-l140.jpg,https://www.ebay.com/itm/VINTAGE-SCHRADE-USA-125OT-MUSTANG-LOCKBLADE-FOLDING-KNIFE-W-SHEATH-EXCELLENT-/363878706334,462**,"Indianapolis,IN,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '5.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '2'}","{'currentPrice': {'@currencyId': 'USD', '#text': '16.48'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '16.48'}, 'bidCount': '5', 'sellingState': 'Active', 'timeLeft': 'P3DT8H57M26S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T02:16:01.000Z', 'endTime': '2022-06-27T02:16:01.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '22'}",True,Used,16.48,32.95
363879782943,Schrade USA Pike Scrimed Locking Knife SC503 1981 Great 1 2 Carry NR,https://i.ebayimg.com/thumbs/images/g/0ZEAAOSw0JRisOMJ/s-l140.jpg,https://www.ebay.com/itm/Schrade-USA-Pike-Scrimed-Locking-Knife-SC503-1981-Great-1-2-Carry-NR-/363879782943,374**,"Chattanooga,TN,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '5.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '10.55'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '10.55'}, 'bidCount': '2', 'sellingState': 'Active', 'timeLeft': 'P4DT8H1M54S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-21T01:20:29.000Z', 'endTime': '2022-06-28T01:20:29.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '16'}",True,Used,10.55,32.95
125379157523,VINTAGE SCHRADE+ OLD TIMER LOCKBACK KNIFE -USA 5OT- GREEN DELRIN HANDLES - Nice,https://i.ebayimg.com/thumbs/images/g/dwAAAOSw9JhiriSt/s-l140.jpg,https://www.ebay.com/itm/VINTAGE-SCHRADE-OLD-TIMER-LOCKBACK-KNIFE-USA-5OT-GREEN-DELRIN-HANDLES-Nice-/125379157523,305**,"Flowery Branch,GA,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '5.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '23.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '23.0'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P4DT7H16M49S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-21T00:35:24.000Z', 'endTime': '2022-06-28T00:35:24.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '7'}",True,Used,23.0,32.95
284858995628,Vintage Schrade Walden NY Timber Scribe Knife Wooden Handles '40-50's Exc.,https://i.ebayimg.com/thumbs/images/g/0rgAAOSw9cpiq8Em/s-l140.jpg,https://www.ebay.com/itm/Vintage-Schrade-Walden-NY-Timber-Scribe-Knife-Wooden-Handles-40-50s-Exc-/284858995628,242**,"Cleveland,VA,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '5.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '2'}","{'currentPrice': {'@currencyId': 'USD', '#text': '23.5'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '23.5'}, 'bidCount': '13', 'sellingState': 'Active', 'timeLeft': 'P0DT7H28M58S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-17T00:47:33.000Z', 'endTime': '2022-06-24T00:47:33.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '18'}",True,Used,23.5,32.95
384963997266,SCHRADE 896Y 3 BLADE STOCKMAN YELLOW/BROWN HANDLES KNIFE,https://i.ebayimg.com/thumbs/images/g/ZssAAOSwcAxisxqg/s-l140.jpg,https://www.ebay.com/itm/SCHRADE-896Y-3-BLADE-STOCKMAN-YELLOW-BROWN-HANDLES-KNIFE-/384963997266,427**,"Burkesville,KY,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '4.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '5.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '5.99'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P5DT20H17M35S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-22T13:36:10.000Z', 'endTime': '2022-06-29T13:36:10.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '1'}",True,Used,5.99,32.95
265745527562,SCHRADE USA  CUSTOM MADE SCM5 LB5 WOOD MEDIUM LOCKBACK FOLDING HUNTER KNIFE,https://i.ebayimg.com/thumbs/images/g/o4cAAOSwdytisIcj/s-l140.jpg,https://www.ebay.com/itm/SCHRADE-USA-CUSTOM-MADE-SCM5-LB5-WOOD-MEDIUM-LOCKBACK-FOLDING-HUNTER-KNIFE-/265745527562,247**,"Princeton,WV,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '3.99'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '33.55'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '33.55'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P3DT21H25M44S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T14:44:19.000Z', 'endTime': '2022-06-27T14:44:19.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '11'}",True,Used,33.55,32.95
185466772926,vintage schrade knife display 1970's?,https://i.ebayimg.com/thumbs/images/g/33QAAOSwRatiAb6t/s-l140.jpg,https://www.ebay.com/itm/vintage-schrade-knife-display-1970s-/185466772926,580**,"West Fargo,ND,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '200.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '2'}","{'currentPrice': {'@currencyId': 'USD', '#text': '1700.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '1700.0'}, 'sellingState': 'Active', 'timeLeft': 'P22DT18H3M39S'}","{'bestOfferEnabled': 'true', 'buyItNowAvailable': 'false', 'startTime': '2022-06-16T11:22:14.000Z', 'endTime': '2022-07-16T11:22:14.000Z', 'listingType': 'FixedPrice', 'gift': 'false', 'watchCount': '1'}",False,Used,1700.0,32.95
275347622966,Vintage Schrade Old Timer 51 OT Knife USA,https://i.ebayimg.com/thumbs/images/g/jjUAAOSwYutipoel/s-l140.jpg,https://www.ebay.com/itm/Vintage-Schrade-Old-Timer-51-OT-Knife-USA-/275347622966,273**,"Thomasville,NC,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '6.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '5.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '5.0'}, 'bidCount': '4', 'sellingState': 'Active', 'timeLeft': 'P3DT7H37M26S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T00:56:01.000Z', 'endTime': '2022-06-27T00:56:01.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '2'}",False,Used,5.0,32.95
134142189964,"UNCLE HENRY by SCHRADE+ (USA) 12UH Jack Knife, Staglon Handles, Bail, 1996-2002",https://i.ebayimg.com/thumbs/images/g/AFoAAOSwdSBioSf5/s-l140.jpg,https://www.ebay.com/itm/UNCLE-HENRY-SCHRADE-USA-12UH-Jack-Knife-Staglon-Handles-Bail-1996-2002-/134142189964,786**,"Pflugerville,TX,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '5.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '0'}","{'currentPrice': {'@currencyId': 'USD', '#text': '15.5'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '15.5'}, 'bidCount': '4', 'sellingState': 'Active', 'timeLeft': 'P0DT8H47M10S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-17T02:05:45.000Z', 'endTime': '2022-06-24T02:05:45.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '13'}",True,Used,15.5,32.95
144610163399,SCHRADE FOLDING KNIFE LEATHER SHEATH ONLY,https://i.ebayimg.com/thumbs/images/g/Z0UAAOSwPzFir0xQ/s-l140.jpg,https://www.ebay.com/itm/SCHRADE-FOLDING-KNIFE-LEATHER-SHEATH-ONLY-/144610163399,336**,"Tampa,FL,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '4.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '12.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '12.99'}, 'bidCount': '0', 'sellingState': 'Active', 'timeLeft': 'P5DT23H0M26S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-19T16:19:01.000Z', 'endTime': '2022-06-29T16:19:01.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '5'}",False,Used,12.99,32.95
225037597093,SCHRADE  Uncle Henry LB 7 MAC TOOLS Folding Pocket Knife SCHRADE+,https://i.ebayimg.com/thumbs/images/g/j6YAAOSwIJRir-SQ/s-l140.jpg,https://www.ebay.com/itm/SCHRADE-Uncle-Henry-LB-7-MAC-TOOLS-Folding-Pocket-Knife-SCHRADE-/225037597093,246**,"Pilgrims Knob,VA,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '0.0'}, 'shippingType': 'FreePickup', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '37.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '37.0'}, 'sellingState': 'Active', 'timeLeft': 'P26DT9H50M17S'}","{'bestOfferEnabled': 'true', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T03:08:52.000Z', 'endTime': '2022-07-20T03:08:52.000Z', 'listingType': 'FixedPrice', 'gift': 'false', 'watchCount': '4'}",True,Used,37.0,32.95
115435729992,USED Uncle Henry Schrade LB7 Folding Knife MADE IN USA,https://i.ebayimg.com/thumbs/images/g/Y~UAAOSwE1JisbYq/s-l140.jpg,https://www.ebay.com/itm/USED-Uncle-Henry-Schrade-LB7-Folding-Knife-MADE-USA-/115435729992,329**,"Palm Bay,FL,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '8.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '25.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '25.0'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P4DT18H57M21S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-21T12:15:56.000Z', 'endTime': '2022-06-28T12:15:56.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '3'}",False,Used,25.0,32.95
314044743857,KNIFE LOT - 2 USED SCHRADE (TAYLOR BRAND) OLD TIMER POCKET KNIVES - 33OT & 17-26,https://i.ebayimg.com/thumbs/images/g/ggsAAOSwE1Jisn32/s-l140.jpg,https://www.ebay.com/itm/KNIFE-LOT-2-USED-SCHRADE-TAYLOR-BRAND-OLD-TIMER-POCKET-KNIVES-33OT-17-26-/314044743857,730**,"Sulphur,OK,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '4.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '6.51'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '6.51'}, 'bidCount': '2', 'sellingState': 'Active', 'timeLeft': 'P5DT9H26M23S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-22T02:44:58.000Z', 'endTime': '2022-06-29T02:44:58.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '7'}",True,Used,6.51,32.95
374136019740,SCHRADE 882Y 3 BLADE STOCKMAN BROWN HANDLES KNIFE,https://i.ebayimg.com/thumbs/images/g/Tl4AAOSw-kpirLi4/s-l140.jpg,https://www.ebay.com/itm/SCHRADE-882Y-3-BLADE-STOCKMAN-BROWN-HANDLES-KNIFE-/374136019740,427**,"Burkesville,KY,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '4.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '9.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '9.99'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P1DT0H8M57S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-17T17:27:32.000Z', 'endTime': '2022-06-24T17:27:32.000Z', 'listingType': 'Auction', 'gift': 'false'}",True,Used,9.99,32.95
155046868614,"Lot of 3 Knives- Schrade Limited Edition, Schrade Old Timer Fixed & Pocket Knife",https://i.ebayimg.com/thumbs/images/g/DMUAAOSwvchishUH/s-l140.jpg,https://www.ebay.com/itm/Lot-3-Knives-Schrade-Limited-Edition-Schrade-Old-Timer-Fixed-Pocket-Knife-/155046868614,757**,"Jacksonville,TX,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '0.0'}, 'shippingType': 'Free', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '30.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '30.0'}, 'bidCount': '0', 'sellingState': 'Active', 'timeLeft': 'P5DT1H45M50S'}","{'bestOfferEnabled': 'true', 'buyItNowAvailable': 'false', 'startTime': '2022-06-21T19:04:25.000Z', 'endTime': '2022-06-28T19:04:25.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '3'}",False,Used,30.0,32.95
