Image,Field4,price_in_US,shipping_,title,date_sold,shipping_cost
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$119.95,$4.25,Vtg 1981 Buck Script 503 Prince Wood Handle Folding Lockback Pocket Knife Box,"Jun 20, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$15.95,$4.25,Buck USA Rival I 364 Folding Pocket Folding Knife - Great Condition - 424,"Jun 20, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.95,$4.25,Buck 382 Trapper 2 Blade Pocket Folding Knife Wood / Brass - Great Condition F91,"Jun 20, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$24.95,$4.25,BUCK SOLO MODEL 379 FAUX STAG HANDLED FOLDING POCKET KNIFE   **MINTY**,"Jun 21, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$32.50,$4.25,Buck 055 Single Blade Wood Handle Folding Lockback Hunter Pocket Knife - 196,"Jun 23, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$40.00,$4.25,BUCK RANGER MODEL 112 WOOD HANDLES FOLDING HUNTING KNIFE **REFURBISHED**   ,"Jun 27, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$65.00,$4.25,Vtg Buck 112 Rosewood and Teak with leather case. EXCELLENT case and knife,"Jun 27, 2021",$5.95
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$15.95,$4.25,Buck USA Rival I 364 Folding Pocket Folding Knife - Great Condition - 423,"Jun 28, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$22.50,$4.25,BUCK BONES MODEL 870 BLACK FOLDING TACTICAL KNIFE WITH AMBI THUMB STUD  **NEW**,"Jul 3, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.50,$4.25,"Buck Stockman 373 Folding Pocket Knife, 3-Blade, Wooden - Great Condition - 557","Jul 3, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$16.00,$4.25,BUCK TOOTHPICK MODEL 385 WOOD HANDLES FOLDING POCKET KNIFE,"Jul 5, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$21.00,$4.25,BUCK TRIO MODEL 373 WOOD HANDLES FOLDING POCKET KNIFE  **MINT CONDITION** ,"Jul 5, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$37.63,$4.25,BUCK REDPOINT MODEL 750 BLACK POCKET KNIFE & BOTTLE OPENER WITH CLIP **MINT**,"Jul 8, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$43.95,$4.25,BUCK MEMORY SERIES - MALLARD MODEL 525 FOLDING POCKET KNIFE ,"Jul 8, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.95,$4.25,BUCK SOLO MODEL 379 JIGGED BONE HANDLES FOLDING POCKET KNIFE    ,"Jul 9, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$23.95,$4.25,Buck 759 Folding Knife Bottle Opener ,"Jul 11, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$55.00,$4.25,Vintage Buck 112 3 Three Dot USA Knife 1980-1981 Very Good Condition w/ Sheath,"Jul 8, 2021",$8.95
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$21.95,$4.25,Buck BuckLite Max 484 Folding Pocket Knife  - Excellent Condition - 152,"Jul 12, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$16.00,$4.25,BUCK COLLECTOR'S MODEL 353 ALUMINUM HANDLES FOLDING POCKET KNIFE,"Jul 12, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$29.95,$4.25,UNUSED IN BOX Buck No 375 Deuce Dual Blade Folding Knife Cat 5722,"Jul 17, 2021",$5.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$26.55,$4.25,Buck 444 Bucklite Lock Back Folding Knife 420HC 2.75 in Blade Lite Weight - 428,"Jul 18, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$32.95,$4.25,Vintage Buck 501 U.S.A. Lockback Pocket Knife - Used - Great Condition - 949,"Jul 18, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$32.50,$4.25,Buck 055 Single Blade Wood Handle Folding Lockback Hunter Pocket Knife - 947,"Jul 18, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$25.95,$4.25,Buck 750 Redpoint Folding Pocket Knife with Beltclip & Bottle Opener - Great 295,"Jul 18, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.95,$4.25,Black Buck Bones 870 Tactical Folding Knife Thumb Stud - Excellent Cond. 481,"Jul 19, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$47.95,$4.25,Buck USA 500 Duke Lockback Pocket Knife - Great Condition - 946,"Jul 20, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$27.50,$4.25,BUCK STOCKMAN MODEL 371 WOOD HANDLES FOLDING POCKET KNIFE  **MINT CONDITION**,"Jul 20, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$20.95,$4.25,Buck Bantam 284 Pink Camo BBW Single Blade Lockback Knife Made in USA - 942,"Jul 21, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$23.00,$4.25,Buck 110 Folding Hunter Knife Made in USA ,"Jul 22, 2021",$5.60
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$36.50,$4.25,BUCK/WENGER SWISSBUCK TASKMATE II DELEMONT 2 SWISS ARMY FOLDING POCKET KNIFE,"Jul 23, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$43.99,$4.25,Buck 658GRS USA Small Pursuit Fixed Blade Outdoor 420HC Hunting Knife -- Great,"Jul 23, 2021",$3.99
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$57.95,$4.25,Buck Rush Knife 290 BL USA Assisted Opening Blue Anodized Aluminum Handle - 945,"Jul 23, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$13.95,$4.25,Buck Knives 283 Nano Bantam Folding Pocket Knife - Great Condition - Z24,"Jul 28, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.95,$4.25,Buck USA Mini Buck 425 Lockback Folding Pocket Knife - Great Condition - Z90,"Jul 28, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$16.95,$4.25,Buck 284 USA Bantam Black Lockback Folding Pocket Knife - Great Z23,"Jul 29, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$39.95,$4.25,Buck 110 Kentucky Bldg. or Bear Hunter White LB-5 Solingen Stainless 440 Knife,"Jul 29, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$31.95,$4.25,2 Blade Vintage Buck 309 Red Companion Pocket Knife - Great Condition - 972,"Jul 30, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$59.95,$4.25,Vintage 1990's Buck 180 Cross Lock Single Blade Pocket Knife Combo Edge - 961,"Jul 30, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$19.95,$4.25,Buck 284 USA Bantam Cool Design Lockback Folding Pocket Knife - Great 943,"Jul 30, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.95,$4.25,Buck 371 Stockman Pocket Knife - Great Condition - 555,"Jul 31, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$22.95,$4.25,Buck Muskrat 372 / 2 Blade Wood Handle Folding Pocket Knife - Great 553,"Aug 1, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.95,$4.25,"Buck 285 BLW Bantam Folding Lockback Knife, Plain Edge Antler Design - Great 967","Aug 1, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$29.95,$4.25,Buck 770 Flashpoint Pocket Knife - Orange - Combo Edge - Great Condition - 960,"Aug 2, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$47.95,$4.25,Buck USA 505 Knight Lockback Pocket Knife - Great Condition - 948,"Aug 3, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.00,$4.25,Buck 371 Stockman Pocket Knife - Great Condition - 556,"Aug 5, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.05,$4.25,Buck Bantam 284 Camo Single Blade Lockback Knife Made in USA - Great 969,"Aug 5, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$21.95,$4.25,Buck BuckLite Max 484 Folding Pocket Knife - Great Condition - 963,"Aug 7, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$64.95,$4.25,Vintage Buck Knife 319 Folding Pocket Knife USA - Great Condition - 970,"Aug 7, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.50,$4.25,"Buck 285 BLW Bantam Folding Lockback Knife, Plain Edge - Camo - Great 966","Aug 7, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$38.50,$4.25,BUCK CLASIC IV MODEL 515 ALUMINUM HANDLES LOCKBACK FOLDING POCKET KNIFE  ,"Aug 8, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$70.00,$4.25,VTG 1987 Buck USA Hunter Model 110 Locking Blade Lockback Knife & Leather Sheath,"Aug 8, 2021",$9.90
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.50,$4.25,Buck 382 Trapper 2 Blade Pocket Folding Knife Wood / Brass - Great Condition 554,"Aug 9, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.09,$4.25,Buck 373 3 Blade Stockman Folding Pocket Knife 3 Pin Handle  *Various Handles*,"Aug 11, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$79.00,$4.25,Buck 110 Knife 2 Dot Stamp 1974-80 Early Vintage 440C Steel! Very Clean & Tight!,"Aug 11, 2021",$5.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.23,$4.25,BUCK NOBLEMAN MODEL 327 CARBON FIBER COATED HANDLES FOLDING POCKET KNIFE  ,"Aug 14, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$14.83,$4.25,Buck Bones 870 Folding Pocket Knife - Great Condition - F68,"Aug 15, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.50,$4.25,"Buck 285 BLW Bantam Folding Lockback Knife, Plain Edge - Black - Great 941","Aug 15, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$26.95,$4.25,Carbon Fiber Buck 818 Apex Minimalist Frame Lock Knife - Great Condition - 428,"Aug 18, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$26.95,$4.25,Carbon Fiber Buck 818 Apex Minimalist Frame Lock Knife - Great Condition - 429,"Aug 19, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$25.00,$4.25,Vintage Camillus #11 American Wildlife Buck Knife,"Aug 20, 2021",$5.60
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$19.99,$4.25,Buck 503 Single Blade Folding Prince Lockback Knife Rosewood Handle USA Used,"Aug 24, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$47.48,$4.25,"BUCK MODEL 055 ""MINI 110"" WALNUT HANDLES FOLDING HUNTING KNIFE **REFURBISHED**","Aug 24, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$18.95,$4.25,BUCK PARALLAX MODEL 318 FOLDING TACTICAL KNIFE WITH BELT CLIP ,"Aug 27, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$16.62,$4.25,"Buck 285 BLW Bantam Folding Lockback Knife, Plain Edge - Black - Great 940","Aug 29, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$59.95,$4.25,Buck Vintage 704 USA Wood Handle Maverick Folding Pocket Knife - MINT Cond. 482,"Aug 30, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$13.99,$4.25,Buck 285 USA Camo Color Camouflage Lockback Pocket Knife -- Great Condition,"Aug 30, 2021",$4.99
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$20.95,$4.25,Buck 327 Nobleman Carbon fiber scales Pocket Knife - Excellent Condition - 965,"Sep 2, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$19.85,$4.25,Buck 371 USA Stockman Folding Pocket Knife 3 Blades 3 Pin Handle w/SS Bolsters,"Sep 5, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$29.95,$4.25,Gray Buck 722 Spitfire Folding Lockback Knife USA - Great Condition - 426,"Sep 7, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$20.95,$4.25,Buck 327 Nobleman Carbon fiber scales Pocket Knife - Excellent Condition - 299,"Sep 7, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$15.99,$4.25,Vintage Buck 734 Plain Edge Liner Lock Folding Pocket Knife -- Great Condition.,"Sep 8, 2021",$7.99
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.50,$4.25,Buck 327 Nobleman Silver Scales Pocket Knife - Great Condition - Z25,"Sep 8, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$15.98,$4.25,BUCK SOLO MODEL 379 WOOD HANDLE FOLDING POCKET KNIFE ,"Sep 9, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.50,$4.25,"Buck 285 BLW Bantam Folding Lockback Knife, Plain Edge - Black - Great Z22","Sep 9, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$21.00,$4.25,BUCK MODEL 734 BLACK & RED HANDLES FOLDING POCKET KNIFE WITH BELT CLIP,"Sep 10, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$19.99,$4.25,"3"" Buck Knives 379 Solo Folding Pocket Knife with Wood Handle (SU175)","Sep 11, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.50,$4.25,"Buck 285 BLW Bantam Folding Lockback Knife, Plain Edge - Black - Great 968","Sep 11, 2021",$0.00
https://i.ebayimg.com/images/g/Nh0AAOSwr0Rd2~nZ/s-l1200.jpg,"Jan 23, 2021",$17.97,$4.25,BUCK NOBLEMAN MODEL 327 STAINLESS STEEL HANDLES FOLDING POCKET KNIFE  ,"Sep 13, 2021",$0.00
